Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG1019	1.0	1.0	8	8	5	5	Q6A331,Q6A333,Q6A332	P30630	Q9VZW3,Q9W542	Q5RHQ8	Q5TKA1			Q6A331,Q6A333,Q6A332	P30630	Q9VZW3,Q9W542	Q5RHQ8	Q5TKA1			
KOG1858	1.0	1.0	7	7	7	7	Q9FFF9	O18191	Q9VXV3	F1QTM8	Q9H1A4	P53886	Q9URV2	Q9FFF9	O18191	Q9VXV3	F1QTM8	Q9H1A4	P53886	Q9URV2	
KOG4640	1.0	1.0	5	5	5	5	O65418		Q9W395		Q9UJX5	Q04601	O42839	O65418		Q9W395		Q9UJX5	Q04601	O42839	
KOG4322	1.0	1.0	4	4	4	4	Q8H1U4		Q9VZL2		Q9UJX4		Q9P4W7	Q8H1U4		Q9VZL2		Q9UJX4		Q9P4W7	
KOG1174	1.0	1.0	4	4	4	4	Q8VY89		Q9W3Y6	A9C3Q3	Q9UJX3			Q8VY89		Q9W3Y6	A9C3Q3	Q9UJX3			
KOG0890	1.0	1.0	6	6	6	6	Q9FKS4	Q22258	Q9VXG8		Q13535	P38111	Q02099	Q9FKS4	Q22258	Q9VXG8		Q13535	P38111	Q02099	
KOG0580	1.0	1.0	14	14	7	7	Q9M077,Q683C9,O64629	O01427,G5EDL3	Q9VKN7,Q9VGF9	Q6NW76,F1QEM3	O14965,Q96GD4,Q9UQB9	P38991	O59790	Q9M077,Q683C9,O64629	O01427,G5EDL3	Q9VKN7,Q9VGF9	Q6NW76,F1QEM3	O14965,Q96GD4,Q9UQB9	P38991	O59790	
KOG1166	1.0	1.0	16	16	7	7	F4IVI0,O22806,Q9FFG4	Q21776,O02053	Q9VMS5,A1Z6I7	F1Q636,F1QNS6,E7F5T9	O60566,O43683	P41695,P47074	O94751,O59767	F4IVI0,O22806,Q9FFG4	Q21776,O02053	Q9VMS5,A1Z6I7	F1Q636,F1QNS6,E7F5T9	O60566,O43683	P41695,P47074	O94751,O59767	
KOG1036	1.0	1.0	9	9	7	7	Q9LJN8,Q9C701,F4I241	Q9XWH0	Q9VAJ2	U3JAH9	O43684	P26449	O42860	Q9LJN8,Q9C701,F4I241	Q9XWH0	Q9VAJ2	U3JAH9	O43684	P26449	O42860	
KOG0653	1.0	1.0	51	51	7	7	P30183,Q39067,Q39069,O48790,Q39072,Q39068,Q39070,Q9LDM4,Q9SFW6,Q9LM91,Q9SA32,Q1PFW3	Q10653,Q10654,H2KZJ3,Q9BLB5,O45926	Q9I7I0,P20439,Q95TJ9	F1QU95,Q7ZU21,Q6NZ31,Q6NUZ7,E7EXT9,F1QRE5,F1QUY2,Q1LVI4	P14635,O95067,Q8WWL7,P51959,Q16589,Q6ZMN8,Q14094,P22674,Q9H8S5	P20437,P20438,P13365,P24868,P24869,P24870,P24871,P30283,P32943	P24865,P36630,P10815,P25009,O14332	P30183,Q39067,Q39069,O48790,Q39072,Q39068,Q39070,Q9LDM4,Q9SFW6,Q9LM91,Q9SA32,Q1PFW3	Q10653,Q10654,H2KZJ3,Q9BLB5,O45926	Q9I7I0,P20439,Q95TJ9	F1QU95,Q7ZU21,Q6NZ31,Q6NUZ7,E7EXT9,F1QRE5,F1QUY2,Q1LVI4	P14635,O95067,Q8WWL7,P51959,Q16589,Q6ZMN8,Q14094,P22674,Q9H8S5	P20437,P20438,P13365,P24868,P24869,P24870,P24871,P30283,P32943	P24865,P36630,P10815,P25009,O14332	
KOG0794	1.0	1.0	8	8	7	7	Q9FJK6,Q9FJK7	Q9TYP2	P25008	F1RBC9	P24863	P47821	O94503	Q9FJK6,Q9FJK7	Q9TYP2	P25008	F1RBC9	P24863	P47821	O94503	
KOG0656	1.0	1.0	19	19	5	5	P42751,P42752,P42753,Q9FGQ7,Q9SN11,Q8LGA1,Q0WQN9,Q2V3B2,Q9ZR04,Q9LZM0	Q9U2M5	Q7KUZ5	Q90459,F1R4K9,F1QNY8,F1R9R4	P24385,P30279,P30281			P42751,P42752,P42753,Q9FGQ7,Q9SN11,Q8LGA1,Q0WQN9,Q2V3B2,Q9ZR04,Q9LZM0	Q9U2M5	Q7KUZ5	Q90459,F1R4K9,F1QNY8,F1R9R4	P24385,P30279,P30281			
KOG2496	1.0	1.0	7	7	7	7	Q8W5S1	Q9N4U0	O76513	A2BGI0	P51946	P37366	P36613	Q8W5S1	Q9N4U0	O76513	A2BGI0	P51946	P37366	P36613	
KOG0835	1.0	1.0	8	8	6	6	Q8RWV3	G5EBX3	Q9W526	Q7ZVX0,A2BID3	Q9UK58,Q96S94		O94612	Q8RWV3	G5EBX3	Q9W526	Q7ZVX0,A2BID3	Q9UK58,Q96S94		O94612	
KOG0834	1.0	1.0	23	23	7	7	Q9C8P7,Q56YF8,Q8LBC0,Q8GYM6,Q9FKE6	P34425,P34424,O17869	O96433,Q9VE72,Q961D1	Q503D6,Q803Q8,Q802D2,B8A521,Q5RGW5	O75909,Q8N1B3,O60563,O60583	P46962	O74627,O59748	Q9C8P7,Q56YF8,Q8LBC0,Q8GYM6,Q9FKE6	P34425,P34424,O17869	O96433,Q9VE72,Q961D1	Q503D6,Q803Q8,Q802D2,B8A521,Q5RGW5	O75909,Q8N1B3,O60563,O60583	P46962	O74627,O59748	
KOG1126	1.0	1.0	8	8	7	7	Q06AN9,Q8LGU6	Q9N593	Q9VS37	F1Q5X3	P30260	P38042	P10505	Q06AN9,Q8LGU6	Q9N593	Q9VS37	F1Q5X3	P30260	P38042	P10505	
KOG1173	1.0	1.0	7	7	7	7	B3DNN5	G5EG38	Q9VCN6	B0S729	Q13042	P09798	P41889	B3DNN5	G5EG38	Q9VCN6	B0S729	Q13042	P09798	P41889	
KOG1155	1.0	1.0	8	8	7	7	Q9STS3	Q19294	Q9I7L8,E1JHM5	Q7ZVH3	Q9UJX2	P16522	O94556	Q9STS3	Q19294	Q9I7L8,E1JHM5	Q7ZVH3	Q9UJX2	P16522	O94556	
KOG2227	1.0	1.0	8	8	7	7	O82387,Q8W032	P91155	Q9VSM9	F1R1N7	Q99741	P09119	P41411	O82387,Q8W032	P91155	Q9VSM9	F1R1N7	Q99741	P09119	P41411	
KOG0659	1.0	1.0	13	13	7	7	Q9C9U2,Q9C9M7,Q9LMT0	G5EFV5,O17903	Q24216,Q9VD82	A8WIP6,Q2V6H0	Q8IZL9,P50613	P06242	Q12126	Q9C9U2,Q9C9M7,Q9LMT0	G5EFV5,O17903	Q24216,Q9VD82	A8WIP6,Q2V6H0	Q8IZL9,P50613	P06242	Q12126	
KOG0666	1.0	1.0	9	9	7	7	Q84TI6	P90866	Q9VT57	Q8JH47,F1QKS1	Q9BWU1,P49336	P39073	O13958	Q84TI6	P90866	Q9VT57	Q8JH47,F1QKS1	Q9BWU1,P49336	P39073	O13958	
KOG4762	1.0	1.0	7	7	6	6	Q9SJW9,Q9M1S9	Q86S68	Q7JVY2	E7F2R5	Q9H211		P40382	Q9SJW9,Q9M1S9	Q86S68	Q7JVY2	E7F2R5	Q9H211		P40382	
KOG2607	1.0	1.0	5	5	5	5	Q9FG23	Q9U2Y2	Q95SK3	F1Q5I0	Q96JB5			Q9FG23	Q9U2Y2	Q95SK3	F1Q5I0	Q96JB5			
KOG3484	1.0	1.0	12	12	7	7	O23249,Q9SJJ5	Q17868,Q95XM4	Q24152,Q9VHN1	Q1LX17,Q6DEL8	P61024,P33552	P20486	P08463	O23249,Q9SJJ5	Q17868,Q95XM4	Q24152,Q9VHN1	Q1LX17,Q6DEL8	P61024,P33552	P20486	P08463	
KOG0668	1.0	1.0	16	16	7	7	Q08467,Q08466,O64817,O64816	P18334	P08181	Q803N7,Q6IQV0,Q7ZU33,E7FCZ6	P68400,P19784,Q8NEV1	P15790,P19454	P40231	Q08467,Q08466,O64817,O64816	P18334	P08181	Q803N7,Q6IQV0,Q7ZU33,E7FCZ6	P68400,P19784,Q8NEV1	P15790,P19454	P40231	
KOG2829	1.0	1.0	11	11	5	5	Q9FNY3,Q9FNY2	Q22703	Q24318	Q803N1,X1WHW8,F1R508	Q14186,Q14188,Q5H9I0,C9J977			Q9FNY3,Q9FNY2	Q22703	Q24318	Q803N1,X1WHW8,F1R508	Q14186,Q14188,Q5H9I0,C9J977			
KOG4593	1.0	1.0	6	6	6	6	Q9LTY1		Q7KND8	D9IWE2	Q9Y6D9	P40957	P87169	Q9LTY1		Q7KND8	D9IWE2	Q9Y6D9	P40957	P87169	
KOG3285	1.0	1.0	7	7	7	7	Q9LU93	Q9NGT3	Q9VRQ2	F1QHN1	Q13257	P40958	O14417	Q9LU93	Q9NGT3	Q9VRQ2	F1QHN1	Q13257	P40958	O14417	
KOG2218	1.0	1.0	7	7	6	6	Q8GXP1,Q9STU3		Q9VS46	Q5RGZ9	Q6NUQ1	P33891	Q9C0W8	Q8GXP1,Q9STU3		Q9VS46	Q5RGZ9	Q6NUQ1	P33891	Q9C0W8	
KOG0596	1.0	1.0	6	6	6	6	Q84VX4		A0A0B4KG66	Q8AYG3	P33981	P54199	O94235	Q84VX4		A0A0B4KG66	Q8AYG3	P33981	P54199	O94235	
KOG2310	1.0	1.0	6	6	6	6	Q9XGM2	Q23255	Q9XYZ4		P49959	P32829	Q09683	Q9XGM2	Q23255	Q9XYZ4		P49959	P32829	Q09683	
KOG2379	1.0	1.0	8	8	7	7	Q5W9E7,F4KFU8	P91153	Q9V3T1	Q7SXA9	Q96NY9	Q04149	P87231	Q5W9E7,F4KFU8	P91153	Q9V3T1	Q7SXA9	Q96NY9	Q04149	P87231	
ENOG502QQ7Y	1.0	1.0	4	4	4	4	Q0H8D7		Q9VT40	Q5I2W8	O60934			Q0H8D7		Q9VT40	Q5I2W8	O60934			
KOG0744	1.0	1.0	6	6	6	6	Q8H1F9	Q09535	Q8SX76	Q6PH52	Q15645	P38126		Q8H1F9	Q09535	Q8SX76	Q6PH52	Q15645	P38126		
KOG1970	1.0	1.0	7	7	7	7	Q9MBA3	G5EGG2	O96532	A2BGQ6	O75943	P32641	P50531	Q9MBA3	G5EGG2	O96532	A2BGQ6	O75943	P32641	P50531	
KOG1010	1.0	1.0	10	10	5	5	Q9LKZ3	G5EDT1	Q24472,Q9VF04	F1Q9D6,F1QY31,E7FDM3	P28749,Q08999,P06400			Q9LKZ3	G5EDT1	Q24472,Q9VF04	F1Q9D6,F1QY31,E7FDM3	P28749,Q08999,P06400			
KOG1020	1.0	1.0	8	8	7	7	A5HEI1	Q95XZ5	Q7PLI2	F5HSE3,F1QBY1	Q6KC79	Q04002	Q09725	A5HEI1	Q95XZ5	Q7PLI2	F5HSE3,F1QBY1	Q6KC79	Q04002	Q09725	
KOG0421	1.0	1.0	6	6	5	5	Q9LJZ5,Q8L7T3		Q9VTY6		O00762	P52492	O00103	Q9LJZ5,Q8L7T3		Q9VTY6		O00762	P52492	O00103	
KOG2152	1.0	1.0	7	7	5	5	F4I7C7,Q9C951	H2L0H5	Q9W517	F1QU33,E7FCL4	Q7Z5K2			F4I7C7,Q9C951	H2L0H5	Q9W517	F1QU33,E7FCL4	Q7Z5K2			
KOG2163	1.0	1.0	5	5	5	5	O48626	Q19642	Q9W4X9	F1QYH5	O43264			O48626	Q19642	Q9W4X9	F1QYH5	O43264			
KOG3004	1.0	1.0	7	7	7	7	Q8GW91	Q9TXI0	Q8INX3	Q6DBR4	Q9BVW5	Q04659	O14350	Q8GW91	Q9TXI0	Q8INX3	Q6DBR4	Q9BVW5	Q04659	O14350	
KOG3999	1.0	1.0	7	7	6	6	Q709F6	G5EFI9	Q9VN60	A0A0R4IZS9	Q8NHY5,O60921		P78955	Q709F6	G5EFI9	Q9VN60	A0A0R4IZS9	Q8NHY5,O60921		P78955	
KOG3032	1.0	1.0	4	4	4	4	Q9M8S7	Q22139	Q9VBY5		Q96NB3			Q9M8S7	Q22139	Q9VBY5		Q96NB3			
KOG4712	1.0	1.0	5	5	5	5	F4JIJ1	Q9U2H4	Q8MYL1	B3DJT4	Q9BXW9			F4JIJ1	Q9U2H4	Q8MYL1	B3DJT4	Q9BXW9			
KOG2810	1.0	1.0	8	8	6	6	F4J7B7	Q95Q27	O96533	F2Z4U5,B0S509	Q99638,Q6WBX8		P26306	F4J7B7	Q95Q27	O96533	F2Z4U5,B0S509	Q99638,Q6WBX8		P26306	
KOG0655	1.0	1.0	6	6	4	4		O01501	P54733	P47794,A0A0R4IK54	P24864,O96020				O01501	P54733	P47794,A0A0R4IK54	P24864,O96020			
KOG3932	1.0	1.0	9	9	4	4		Q22695	Q9V3H5	Q6DEG2,B3DH98,Q568S1,Q1LWT0,F1Q6W4	Q15078,Q13319				Q22695	Q9V3H5	Q6DEG2,B3DH98,Q568S1,Q1LWT0,F1Q6W4	Q15078,Q13319			
KOG0662	1.0	1.0	4	4	4	4		G5ECH7	P48609	Q9DE44	Q00535				G5ECH7	P48609	Q9DE44	Q00535			
KOG0615	1.0	1.0	8	8	6	6		Q9U1Y5,A4F324	O61267	B0V1J5	O96017	P39009,P22216	Q09170		Q9U1Y5,A4F324	O61267	B0V1J5	O96017	P39009,P22216	Q09170	
KOG4743	1.0	1.0	12	12	4	4		Q22197,G5EEJ2	Q7JNL9	Q90YX4,Q6IQT7,A0A0R4ITZ5,A5WWG3,Q5RGY9,A0A0R4IIK7	P38936,P46527,P49918				Q22197,G5EEJ2	Q7JNL9	Q90YX4,Q6IQT7,A0A0R4ITZ5,A5WWG3,Q5RGY9,A0A0R4IIK7	P38936,P46527,P49918			
KOG3924	1.0	1.0	10	10	5	5		Q6AW06,Q23375,Q18939,Q20856,Q23200,Q20794	Q8INR6	F1Q4W7	Q8TEK3	Q04089			Q6AW06,Q23375,Q18939,Q20856,Q23200,Q20794	Q8INR6	F1Q4W7	Q8TEK3	Q04089		
KOG3548	1.0	1.0	5	5	5	5		Q7JKP6		F1RBE6	Q12888	P14737	P87074		Q7JKP6		F1RBE6	Q12888	P14737	P87074	
KOG3194	1.0	1.0	6	6	6	6		G5EC44	Q9VQD4	Q6P2T4	O60671	P48581	P22193		G5EC44	Q9VQD4	Q6P2T4	O60671	P48581	P22193	
KOG0575	1.0	1.0	17	17	6	6		P34331,Q9N2L7,Q20845	O97143,P52304	Q7ZVS3,Q6DRK7,B0S6K2,A8WHV5,E7EXD4	P53350,Q9NYY3,Q9H4B4,O00444,Q496M5	P32562	P50528		P34331,Q9N2L7,Q20845	O97143,P52304	Q7ZVS3,Q6DRK7,B0S6K2,A8WHV5,E7EXD4	P53350,Q9NYY3,Q9H4B4,O00444,Q496M5	P32562	P50528	
KOG4803	1.0	1.0	4	4	4	4		Q95XP9	Q9VA00	A5WWB6	Q9H900				Q95XP9	Q9VA00	A5WWB6	Q9H900			
KOG3993	1.0	1.0	8	8	4	4		G5EFY4	Q9V3B8,A0A0B4KH20	Q6P0F9,Q7T3H2,E7FGH8	Q01101,Q96T92				G5EFY4	Q9V3B8,A0A0B4KH20	Q6P0F9,Q7T3H2,E7FGH8	Q01101,Q96T92			
KOG3711	1.0	1.0	4	4	4	4		O44500	Q9VEX5	Q5TZE9	Q9NVM9				O44500	Q9VEX5	Q5TZE9	Q9NVM9			
KOG2120	1.0	1.0	4	4	4	4		Q09397	Q7YZ95	A3KP53	Q13309				Q09397	Q7YZ95	A3KP53	Q13309			
KOG4470	1.0	1.0	8	8	4	4		Q95PZ7	Q9V3P3	Q9PUC4,Q7ZU20,Q9PTH5	Q06323,Q9UL46,P61289				Q95PZ7	Q9V3P3	Q9PUC4,Q7ZU20,Q9PTH5	Q06323,Q9UL46,P61289			
KOG4848	1.0	1.0	4	4	4	4		P90915	Q9VP13	F1QAF2	Q8TAE8				P90915	Q9VP13	F1QAF2	Q8TAE8			
ENOG502R8ER	1.0	1.0	4	4	4	4			A1Z8C0	E7F6N8	Q96AY2		Q9C103			A1Z8C0	E7F6N8	Q96AY2		Q9C103	
KOG1674	0.98413	0.95833	23	24	7	7	Q9LJ45,Q9SHD3,Q9M205,Q8LB60,O80513,Q9LY16,Q9FKF6,Q84M91,Q1G3M7	O17407	Q7PLT1	B8A448	Q9BV87	P53124,P24867,P25693,P38794,P40038,P40186,Q08966,Q12477,P20052	P87049,O42979	Q9LJ45,Q9SHD3,Q9M205,Q8LB60,O80513,Q9LY16,Q9FKF6,Q1G3M7	O17407	Q7PLT1	B8A448	Q9BV87	P53124,P24867,P25693,P38794,P40038,P40186,Q08966,Q12477,P20052	P87049,O42979	
KOG0663	0.94444	0.91667	11	12	6	6	Q9FGW5,Q9CAG1	Q09437,Q23357	Q9VPC0,A1Z840	F1QKU6,A0A0R4IPD5	P21127,Q15131,Q5QPR3		O60145	Q9FGW5,Q9CAG1	Q09437,Q23357	Q9VPC0,A1Z840	F1QKU6,A0A0R4IPD5	P21127,Q15131		O60145	
KOG0982	0.9375	0.875	7	8	4	4		Q95ZS6	M9ND89	Q7T005,Q3LGD4,B3DGU2,I3ISN7	O75154,Q86YS3				Q95ZS6	M9ND89	Q7T005,Q3LGD4,B3DGU2	O75154,Q86YS3			
