P38903	convert	559292	YOR014W
P38903	eggNOG	559292	KOG2085
P31383	convert	559292	YAL016W
P31383	eggNOG	559292	KOG0211
Q00362	convert	559292	YGL190C
Q00362	eggNOG	559292	KOG1354
P47177	convert	559292	YJR149W
P47177	eggNOG	559292	ENOG502S1Q4
P47096	convert	559292	YJR025C
P47096	eggNOG	559292	KOG3995
P40433	convert	559292	YIL107C
P40433	eggNOG	559292	KOG0234
Q12471	convert	559292	YOL136C
Q12471	eggNOG	559292	KOG0234
P38720	convert	559292	YHR183W
P38720	eggNOG	559292	KOG2653
P53319	convert	559292	YGR256W
P53319	eggNOG	559292	KOG2653
P47182	convert	559292	YJR155W
P47182	eggNOG	559292	KOG1575
P42884	convert	559292	YNL331C
P42884	eggNOG	559292	KOG1575
Q08361	convert	559292	YOL165C
Q08361	eggNOG	559292	KOG1575
Q02895	convert	559292	YPL088W
Q02895	eggNOG	559292	KOG1575
P25612	convert	559292	YCR107W
P25612	eggNOG	559292	KOG1575
Q07747	convert	559292	YDL243C
Q07747	eggNOG	559292	KOG1575
P43547	convert	559292	YFL056C
P43547	eggNOG	559292	KOG1575
P12904	convert	559292	YGL115W
P12904	eggNOG	559292	KOG1764
P37898	convert	559292	YHR047C
P37898	eggNOG	559292	KOG1046
P08521	convert	559292	YOR302W
P32357	convert	559292	YBL074C
P32357	eggNOG	559292	KOG3937
P23542	convert	559292	YLR027C
P23542	eggNOG	559292	KOG1412
Q01802	convert	559292	YKL106W
Q01802	eggNOG	559292	KOG1411
Q08641	convert	559292	YOR239W
Q08641	eggNOG	559292	KOG2361
P14164	convert	559292	YKL112W
P14164	eggNOG	559292	ENOG502QSTW
Q02486	convert	559292	YMR072W
Q02486	eggNOG	559292	KOG0381
P47146	convert	559292	YJR108W
P15891	convert	559292	YCR088W
P15891	eggNOG	559292	KOG3655
P39970	convert	559292	YER045C
P39970	eggNOG	559292	KOG1414
P40535	convert	559292	YIL036W
P40535	eggNOG	559292	KOG1414
Q00955	convert	559292	YNR016C
Q00955	eggNOG	559292	KOG0368
P31787	convert	559292	YGR037C
P31787	eggNOG	559292	KOG0817
P21192	convert	559292	YLR131C
P21192	eggNOG	559292	KOG1721
P28240	convert	559292	YER065C
P28240	eggNOG	559292	KOG1260
Q12031	convert	559292	YPR006C
Q12031	eggNOG	559292	KOG1260
P47129	convert	559292	YJR083C
P47129	eggNOG	559292	ENOG502S3WS
P32316	convert	559292	YBL015W
P32316	eggNOG	559292	KOG2828
Q07622	convert	559292	YDL203C
Q07622	eggNOG	559292	KOG1550
Q03771	convert	559292	YDR161W
Q03771	eggNOG	559292	ENOG502QSAH
Q08981	convert	559292	YPL267W
Q08981	eggNOG	559292	ENOG502S399
P21147	convert	559292	YGL055W
P21147	eggNOG	559292	KOG0537
P21147	eggNOG	559292	KOG1600
P39533	convert	559292	YJL200C
P39533	eggNOG	559292	KOG0453
P19414	convert	559292	YLR304C
P19414	eggNOG	559292	KOG0453
P13711	convert	559292	YGL205W
P13711	eggNOG	559292	KOG0136
P32463	convert	559292	YKL192C
P32463	eggNOG	559292	KOG1748
Q01574	convert	559292	YAL054C
Q01574	eggNOG	559292	KOG1175
P52910	convert	559292	YLR153C
P52910	eggNOG	559292	KOG1175
P60010	convert	559292	YFL039C
P60010	eggNOG	559292	KOG0676
Q02336	convert	559292	YDR448W
Q02336	eggNOG	559292	KOG0457
P37254	convert	559292	YNR033W
P37254	eggNOG	559292	KOG1224
Q03233	convert	559292	YMR184W
Q03233	eggNOG	559292	ENOG502S4DB
P53909	convert	559292	YNL141W
P53909	eggNOG	559292	KOG1097
Q2V2Q1	convert	559292	YCL058W-A
Q2V2Q1	eggNOG	559292	ENOG502SFBX
P00330	convert	559292	YOL086C
P00330	eggNOG	559292	KOG0023
P00331	convert	559292	YMR303C
P00331	eggNOG	559292	KOG0023
P07246	convert	559292	YMR083W
P07246	eggNOG	559292	KOG0023
P10127	convert	559292	YGL256W
P10127	eggNOG	559292	KOG3857
P38113	convert	559292	YBR145W
P38113	eggNOG	559292	KOG0023
Q04894	convert	559292	YMR318C
Q04894	eggNOG	559292	KOG0023
P25377	convert	559292	YCR105W
P25377	eggNOG	559292	KOG0023
P47143	convert	559292	YJR105W
P47143	eggNOG	559292	KOG2854
P25371	convert	559292	YCR011C
P25371	eggNOG	559292	KOG0061
Q01976	convert	559292	YBR111C
Q01976	eggNOG	559292	KOG3041
P07248	convert	559292	YDR216W
P07248	eggNOG	559292	KOG1721
P48360	convert	559292	YDR376W
P48360	eggNOG	559292	KOG1800
Q12184	convert	559292	YPL252C
Q12184	eggNOG	559292	KOG3309
P04710	convert	559292	YMR056C
P04710	eggNOG	559292	KOG0749
P18239	convert	559292	YBL030C
P18239	eggNOG	559292	KOG0749
P18238	convert	559292	YBR085W
P18238	eggNOG	559292	KOG0749
P38872	convert	559292	YHR185C
P38872	eggNOG	559292	ENOG502SCEP
P25613	convert	559292	YCR010C
P25613	eggNOG	559292	ENOG502QUJS
Q07732	convert	559292	YDL239C
Q05955	convert	559292	YLR227C
Q05955	eggNOG	559292	ENOG502S0MP
P32493	convert	559292	YMR064W
P32493	eggNOG	559292	ENOG502RXUX
P22136	convert	559292	YMR282C
P22136	eggNOG	559292	ENOG502RX9I
Q12089	convert	559292	YPL005W
Q12089	eggNOG	559292	ENOG502QVB0
P53930	convert	559292	YNL107W
P53930	eggNOG	559292	KOG3149
Q07988	convert	559292	YLR040C
Q07988	eggNOG	559292	ENOG502S3Y9
P32317	convert	559292	YEL052W
P32317	eggNOG	559292	KOG2383
P32794	convert	559292	YLR397C
P32794	eggNOG	559292	KOG0730
P39925	convert	559292	YER017C
P39925	eggNOG	559292	KOG0731
Q99222	convert	559292	YOR129C
Q99222	eggNOG	559292	ENOG502QQUZ
P33304	convert	559292	YDR085C
P33304	eggNOG	559292	ENOG502S3XF
P22149	convert	559292	YGL071W
P22149	eggNOG	559292	KOG4818
Q08957	convert	559292	YPL202C
Q08957	eggNOG	559292	ENOG502S28S
P32323	convert	559292	YNR044W
P32323	eggNOG	559292	ENOG502THFQ
P32781	convert	559292	YGL032C
P32781	eggNOG	559292	ENOG502SCZQ
Q12482	convert	559292	YPR021C
Q12482	eggNOG	559292	KOG0751
Q04412	convert	559292	YDR524C
Q04412	eggNOG	559292	KOG0521
P40529	convert	559292	YIL044C
P40529	eggNOG	559292	KOG0703
P38628	convert	559292	YEL058W
P38628	eggNOG	559292	KOG2537
P25376	convert	559292	YCL025C
P25376	eggNOG	559292	KOG1286
P38090	convert	559292	YBR132C
P38090	eggNOG	559292	KOG1286
P43548	convert	559292	YFL055W
P43548	eggNOG	559292	KOG1286
P43567	convert	559292	YFL030W
P43567	eggNOG	559292	KOG2862
Q12449	convert	559292	YDR214W
Q12449	eggNOG	559292	KOG2936
Q12433	convert	559292	YOR023C
Q12433	eggNOG	559292	ENOG502QWTP
P25649	convert	559292	YCR082W
P25649	eggNOG	559292	ENOG502S8R2
P38013	convert	559292	YLR109W
P38013	eggNOG	559292	KOG0541
P29589	convert	559292	YHR093W
P03875	convert	559292	Q0050
P03875	eggNOG	559292	KOG4768
P03876	convert	559292	Q0055
P03876	eggNOG	559292	KOG4768
Q9ZZX0	convert	559292	Q0075
P52923	convert	559292	YNR074C
P52923	eggNOG	559292	KOG1336
P87275	convert	559292	YER093C-A
P87275	eggNOG	559292	ENOG502SAK0
P53109	convert	559292	YGL160W
P53109	eggNOG	559292	KOG0039
P23180	convert	559292	YHL021C
P23180	eggNOG	559292	KOG3888
P38884	convert	559292	YHR198C
P38884	eggNOG	559292	ENOG502RGD3
P40502	convert	559292	YIL087C
P40502	eggNOG	559292	ENOG502S412
P40451	convert	559292	YIL158W
P40563	convert	559292	YIR003W
P40563	eggNOG	559292	ENOG502S25J
P47015	convert	559292	YJL131C
P47015	eggNOG	559292	ENOG502RY27
P47127	convert	559292	YJR080C
P47127	eggNOG	559292	ENOG502RXC5
P47140	convert	559292	YJR100C
P47140	eggNOG	559292	KOG0621
P32858	convert	559292	YKL037W
P36154	convert	559292	YKR074W
P36154	eggNOG	559292	KOG4147
P39721	convert	559292	YAL049C
P39721	eggNOG	559292	KOG3043
Q04689	convert	559292	YML050W
Q04689	eggNOG	559292	ENOG502QS3W
Q04516	convert	559292	YML087C
Q04516	eggNOG	559292	KOG0534
Q03673	convert	559292	YMR003W
Q03673	eggNOG	559292	ENOG502S5IP
Q03798	convert	559292	YMR157C
Q03798	eggNOG	559292	ENOG502S2G9
Q08223	convert	559292	YOL053W
Q08223	eggNOG	559292	ENOG502QT12
P38266	convert	559292	YBR108W
P38266	eggNOG	559292	ENOG502S02E
Q12032	convert	559292	YOR215C
Q12032	eggNOG	559292	ENOG502RZX9
Q99299	convert	559292	YPL158C
Q99299	eggNOG	559292	ENOG502R02U
P38885	convert	559292	YHR199C
P38885	eggNOG	559292	ENOG502RGD3
P38305	convert	559292	YBR194W
P38305	eggNOG	559292	ENOG502SDQZ
Q07716	convert	559292	YDL237W
Q07716	eggNOG	559292	ENOG502QVA8
Q12156	convert	559292	YDR063W
Q12156	eggNOG	559292	KOG1736
P40053	convert	559292	YER080W
P40053	eggNOG	559292	ENOG502QV1E
P46680	convert	559292	YMR092C
P46680	eggNOG	559292	KOG0318
P40507	convert	559292	YIL079C
P40507	eggNOG	559292	KOG4400
Q12476	convert	559292	YDL175C
Q12476	eggNOG	559292	KOG4400
P38080	convert	559292	YBR059C
P38080	eggNOG	559292	KOG1989
P39010	convert	559292	YDR264C
P39010	eggNOG	559292	KOG0509
Q12013	convert	559292	YOR034C
Q12013	eggNOG	559292	KOG0509
P10869	convert	559292	YER052C
P10869	eggNOG	559292	KOG0456
P52893	convert	559292	YLR089C
P52893	eggNOG	559292	KOG0258
P52892	convert	559292	YDR111C
P52892	eggNOG	559292	KOG0258
P47019	convert	559292	YJL122W
P47019	eggNOG	559292	ENOG502S14D
P47771	convert	559292	YMR170C
P47771	eggNOG	559292	KOG2450
P54114	convert	559292	YMR169C
P54114	eggNOG	559292	KOG2450
P46367	convert	559292	YOR374W
P46367	eggNOG	559292	KOG2450
P40047	convert	559292	YER073W
P40047	eggNOG	559292	KOG2450
P54115	convert	559292	YPL061W
P54115	eggNOG	559292	KOG2450
Q08548	convert	559292	YOR175C
Q08548	eggNOG	559292	KOG2704
P14540	convert	559292	YKL060C
P14540	eggNOG	559292	KOG4153
P50076	convert	559292	YGR227W
P50076	eggNOG	559292	KOG2642
P53954	convert	559292	YNL048W
P53954	eggNOG	559292	KOG1387
P53730	convert	559292	YNR030W
P53730	eggNOG	559292	KOG2516
P53178	convert	559292	YGL047W
P53178	eggNOG	559292	KOG3349
P38242	convert	559292	YBR070C
P38242	eggNOG	559292	KOG3339
P16661	convert	559292	YBR110W
P16661	eggNOG	559292	KOG2941
P43636	convert	559292	YGL065C
P43636	eggNOG	559292	KOG0853
P38179	convert	559292	YBL082C
P38179	eggNOG	559292	KOG2762
P40350	convert	559292	YPL227C
P40350	eggNOG	559292	KOG2977
Q12001	convert	559292	YOR002W
Q12001	eggNOG	559292	KOG2575
P40351	convert	559292	YOR067C
P40351	eggNOG	559292	KOG2576
P53868	convert	559292	YNL219C
P53868	eggNOG	559292	KOG2515
P43633	convert	559292	YGL021W
P43633	eggNOG	559292	KOG2464
P32789	convert	559292	YBL009W
P32789	eggNOG	559292	KOG2464
P32459	convert	559292	YIR032C
P32459	eggNOG	559292	ENOG502S1JQ
P25335	convert	559292	YIR029W
P25335	eggNOG	559292	KOG4145
P32375	convert	559292	YIR027C
P32375	eggNOG	559292	KOG2584
P54783	convert	559292	YML086C
P54783	eggNOG	559292	KOG4730
P38971	convert	559292	YNL270C
P38971	eggNOG	559292	KOG1286
Q08269	convert	559292	YOL130W
Q08269	eggNOG	559292	ENOG502QPTQ
P43553	convert	559292	YFL050C
P43553	eggNOG	559292	ENOG502QPTQ
P36117	convert	559292	YKR021W
P36117	eggNOG	559292	KOG3780
P47029	convert	559292	YJL084C
P47029	eggNOG	559292	KOG3780
P50082	convert	559292	YGR225W
P50082	eggNOG	559292	KOG0305
P22580	convert	559292	YDR242W
P22580	eggNOG	559292	KOG1212
Q08902	convert	559292	YOR378W
Q08902	eggNOG	559292	KOG0254
P38285	convert	559292	YBR158W
P38285	eggNOG	559292	KOG1947
P15274	convert	559292	YML035C
P15274	eggNOG	559292	KOG1096
P14904	convert	559292	YKL103C
