Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG0726	1.0	1.0	10	10	7	7	Q9SZD4,Q9SL67	O16368,P91025	P48601	Q6IQ72,A8KC30	P62191	P40327	P36612	Q9SZD4,Q9SL67	O16368,P91025	P48601	Q6IQ72,A8KC30	P62191	P40327	P36612	
KOG0727	1.0	1.0	8	8	7	7	Q9SEI4	P46502	Q9V405,Q9VH79	B0R1D0	P43686	P33298	O74894	Q9SEI4	P46502	Q9V405,Q9VH79	B0R1D0	P43686	P33298	O74894	
KOG0728	1.0	1.0	10	10	7	7	Q9C5U3,Q94BQ2	Q9XTT9,Q8MXF1	O18413,Q9VA54	Q6AZC1	P62195	Q01939	P41836	Q9C5U3,Q94BQ2	Q9XTT9,Q8MXF1	O18413,Q9VA54	Q6AZC1	P62195	Q01939	P41836	
KOG1498	1.0	1.0	8	8	7	7	Q8VWK0,B3H6B0	Q19324	Q9V3Z4	Q8AW07	O00232	Q12250	P0CU17	Q8VWK0,B3H6B0	Q19324	Q9V3Z4	Q8AW07	O00232	Q12250	P0CU17	
KOG0652	1.0	1.0	8	8	7	7	Q9SEI2,O04019	O76371	Q9V3V6	A0A0R4ILA8	P17980	P33297	O14126	Q9SEI2,O04019	O76371	Q9V3V6	A0A0R4ILA8	P17980	P33297	O14126	
KOG0863	1.0	1.0	9	9	7	7	P34066,O23712	O44156	P12881,Q9VK14	Q6DGX8	P25786	P40302	O14250	P34066,O23712	O44156	P12881,Q9VK14	Q6DGX8	P25786	P40302	O14250	
KOG0184	1.0	1.0	7	7	7	7	O23715	Q09583	Q9V5C6	Q4V918	P25788	P21242	O59770	O23715	Q09583	Q9V5C6	Q4V918	P25788	P21242	O59770	
KOG0178	1.0	1.0	9	9	7	7	O81148,F4JJE5	Q9N599	Q9VA12,P18053	Q7ZV77	P25789	P23638	Q09682	O81148,F4JJE5	Q9N599	Q9VA12,P18053	Q7ZV77	P25789	P23638	Q09682	
KOG0176	1.0	1.0	8	8	7	7	O81149,Q42134	Q95008	Q95083	Q6TGV6	P28066	P32379	Q9UT97	O81149,Q42134	Q95008	Q95083	Q6TGV6	P28066	P32379	Q9UT97	
KOG0182	1.0	1.0	10	10	7	7	O81146,O81147	O17586	Q9XZJ4	Q7SXN6,Q6GQM3,Q6DGY8	P60900	P21243	O94517	O81146,O81147	O17586	Q9XZJ4	Q7SXN6,Q6GQM3,Q6DGY8	P60900	P21243	O94517	
KOG0183	1.0	1.0	11	11	7	7	P30186,O24616	Q95005	P22769,Q24178,Q27575	Q6P0I2	O14818,Q8TAA3	P40303	Q10329	P30186,O24616	Q95005	P22769,Q24178,Q27575	Q6P0I2	O14818,Q8TAA3	P40303	Q10329	
KOG0179	1.0	1.0	7	7	7	7	P42742	P34286	P40304	Q6DRF3	P20618	P23724	Q9UQY2	P42742	P34286	P40304	Q6DRF3	P20618	P23724	Q9UQY2	
KOG0177	1.0	1.0	10	10	7	7	O23714,O24633	P91477	Q9VQE5,Q8T8U1,Q9VJJ0	Q6DHI9	P49721	P22141	Q09720	O23714,O24633	P91477	Q9VQE5,Q8T8U1,Q9VJJ0	Q6DHI9	P49721	P22141	Q09720	
KOG0180	1.0	1.0	8	8	7	7	Q9XI05,O81153	Q23237	Q9XYN7	Q7ZUJ8	P49720	P25451	Q9Y7T8	Q9XI05,O81153	Q23237	Q9XYN7	Q7ZUJ8	P49720	P25451	Q9Y7T8	
KOG0185	1.0	1.0	7	7	7	7	Q7DLR9	P90868	Q9VNA5	A8E7N8	P28070	P30657	Q9USQ9	Q7DLR9	P90868	Q9VNA5	A8E7N8	P28070	P30657	Q9USQ9	
KOG0175	1.0	1.0	13	13	7	7	O23717,Q9LIP2	Q9XUV0	Q9W1S5,Q8INY4,Q7K148	O57330,B0R028	A5LHX3,P28074,P28062	P30656	P30655	O23717,Q9LIP2	Q9XUV0	Q9W1S5,Q8INY4,Q7K148	O57330,B0R028	A5LHX3,P28074,P28062	P30656	P30655	
KOG0174	1.0	1.0	10	10	7	7	Q8LD27	Q966I8	A0AQH0	Q9PUS6,Q9PUS3,F1RCM3	P28072,P28065	P38624	O43063	Q8LD27	Q966I8	A0AQH0	Q9PUS6,Q9PUS3,F1RCM3	P28072,P28065	P38624	O43063	
KOG0173	1.0	1.0	13	13	7	7	O23710,Q7DLS1	O62102	Q9VUJ1,Q9W470,Q8T915	F1QR78,Q1LWY1,F1Q5N4	P40306,Q99436	P25043	Q09841	O23710,Q7DLS1	O62102	Q9VUJ1,Q9W470,Q8T915	F1QR78,Q1LWY1,F1Q5N4	P40306,Q99436	P25043	Q09841	
KOG2062	1.0	1.0	8	8	7	7	O48844,Q9MAT0	Q18115	Q9V3P6	F1QY43	Q99460	P32565	O74762	O48844,Q9MAT0	Q18115	Q9V3P6	F1QY43	Q99460	P32565	O74762	
KOG2005	1.0	1.0	10	10	7	7	Q9SIV2,Q6XJG8,Q9SYE4	Q9GZH5	Q9VW54	A0A0G2KH95,A0A0R4IFL5	Q13200	P38764	P87048	Q9SIV2,Q6XJG8,Q9SYE4	Q9GZH5	Q9VW54	A0A0G2KH95,A0A0R4IFL5	Q13200	P38764	P87048	
KOG2581	1.0	1.0	8	8	7	7	Q9LNU4,Q9LQR8	Q04908	P25161	Q6NYV1	O43242	P40016	O42897	Q9LNU4,Q9LQR8	Q04908	P25161	Q6NYV1	O43242	P40016	O42897	
KOG1556	1.0	1.0	8	8	7	7	O24412,Q9C774	O61792	P26270	Q7ZYX7	P51665	Q08723	O74440	O24412,Q9C774	O61792	P26270	Q7ZYX7	P51665	Q08723	O74440	
KOG3151	1.0	1.0	8	8	6	6	Q9SGW3,Q9FHY0	Q23449	Q9V436,Q9VUJ4		P48556	P32496	P50524	Q9SGW3,Q9FHY0	Q23449	Q9V436,Q9VUJ4		P48556	P32496	P50524	
KOG2884	1.0	1.0	8	8	7	7	P55034	O61742	P55035	Q561Y1,Q6IQC6	P55036	P38886	O94444	P55034	O61742	P55035	Q561Y1,Q6IQC6	P55036	P38886	O94444	
KOG0687	1.0	1.0	7	7	7	7	Q93Y35	Q20585	Q9V3G7	F1QZA5	C9J0E9	Q06103	Q10335	Q93Y35	Q20585	Q9V3G7	F1QZA5	C9J0E9	Q06103	Q10335	
KOG4764	1.0	1.0	7	7	6	6	Q9FL96,F4I886	Q95Y72	Q9VM46	F6NMA4		O94742	O14140	Q9FL96,F4I886	Q95Y72	Q9VM46	F6NMA4		O94742	O14140	
KOG4470	1.0	1.0	8	8	4	4		Q95PZ7	Q9V3P3	Q9PUC4,Q7ZU20,Q9PTH5	Q06323,Q9UL46,P61289				Q95PZ7	Q9V3P3	Q9PUC4,Q7ZU20,Q9PTH5	Q06323,Q9UL46,P61289			
KOG0729	0.95238	0.88889	8	9	7	7	Q0WQM8,Q9SSB5,Q9SSB4	Q18787	Q7KMQ0	Q7T3B1	P35998	P33299	O42931	Q9SSB5,Q9SSB4	Q18787	Q7KMQ0	Q7T3B1	P35998	P33299	O42931	
KOG1463	0.95238	0.9	9	10	7	7	Q9LP45	Q20938,P34481,C0P265	Q7KLV9	F6P3G4,F1QGH9	O00231	Q12377	Q9P7S2	Q9LP45	Q20938,P34481	Q7KLV9	F6P3G4,F1QGH9	O00231	Q12377	Q9P7S2	
KOG0651	0.92857	0.81818	9	11	7	7	Q9SEI3,Q9MAK9,P10896,Q9AST9	O17071	Q9VTQ9,Q9W414	Q6DRD2	P62333	P53549	O74445	Q9SEI3,Q9MAK9	O17071	Q9VTQ9,Q9W414	Q6DRD2	P62333	P53549	O74445	
KOG0181	0.92857	0.88889	8	9	7	7	O23708,Q8L4A7	Q27488	P40301	Q4VBR8	Q0VF49,P25787	P23639	O94579	O23708,Q8L4A7	Q27488	P40301	Q4VBR8	P25787	P23639	O94579	
KOG3037	0.92857	0.9	9	10	7	7	O48726	Q09289,Q8MNU2	Q7K2G1,Q9W4E6	Q6NZ09	Q16186	O13563	Q9Y7Y6,Q9USM1	O48726	Q09289	Q7K2G1,Q9W4E6	Q6NZ09	Q16186	O13563	Q9Y7Y6,Q9USM1	
KOG2908	0.85714	0.875	7	8	6	7	Q8RWF0,Q8GYA6	Q22253	Q7KMP8	Q7ZU69	H0YD73	Q04062	Q9US13	Q8RWF0,Q8GYA6	Q22253	Q7KMP8	Q7ZU69		Q04062	Q9US13	
KOG0915	0.71429	0.71429	5	7	5	7	F4IVJ8	Q18983	Q9V677	B8A5L1	Q5VYK3	P38737	Q9P7H8		Q18983	Q9V677		Q5VYK3	P38737	Q9P7H8	
KOG1555	0.63095	0.5	8	16	7	7	Q9LT08,F4JC55,Q8RW94	O76577,P41883	Q9VKJ1,Q9V3H2	Q08CH3,Q5RGA4,F1QHE5	P46736,Q8N594,Q5VVJ2,O00487	P43588	P41878	Q9LT08	O76577,P41883	Q9V3H2	F1QHE5	O00487	P43588	P41878	
KOG1851	0.6	0.44444	4	9	3	5	F4JC97	K7ZUR1,Q58A94,P91834,Q17971		F1QFR9,F1R2X6	Q14997	P43583		F4JC97			F1QFR9,F1R2X6	Q14997			
KOG1872	0.52381	0.35714	5	14	5	7	Q8W3M6,Q949Y0,Q84WC6	Q17361	Q9XZ16,Q9VKZ8	Q6DI37,A0A0R4IIH0,F1R4B7	Q8WVY7,O14562,P54578	P43593	Q92353		Q17361		F1R4B7	P54578	P43593	Q92353	
KOG4828	0.5	0.5	2	4	2	4	Q9LER5		Q9VPP7	Q6DGH7	Q9BT73			Q9LER5			Q6DGH7				
KOG2778	0.36111	0.36364	4	11	3	6	Q9FFF2,O04482	Q09444	Q7K5N4,Q9XZ61,Q9VYQ3	A1L2G3,Q6NWL6	Q92560,Q9Y5K5		Q9UUB6			Q9XZ61,Q9VYQ3		Q9Y5K5		Q9UUB6	
KOG3061	0.29167	0.44444	4	9	2	6	Q94B05,Q9FFV7,F4I0E9,A0A219HZL6		Q9VIJ5	Q6DGT9	Q9Y244	P38293	O74416	Q94B05,Q9FFV7,F4I0E9		Q9VIJ5					
KOG0942	0.28571	0.28571	2	7	2	7	Q8RWB8	O17736	Q9W196	Q1LY19	Q15386	P53119	Q1K9C4					Q15386	P53119		
KOG3129	0.28571	0.28571	2	7	2	7	A0A1P8BA81	Q10920	Q9VFS8	F1R7L1	O00233	P40555	O94393	A0A1P8BA81				O00233			
KOG4412	0.2	0.28571	2	7	2	5	Q8GZ22			Q6TGV5,A0A0G2KME3	Q8N9B4,O75832	P50086	Q10311				Q6TGV5	O75832			
KOG0011	0.19048	0.1875	3	16	2	7	Q84L32,Q84L33,Q84L31,Q84L30,F4KCN6	Q23451	Q9VCD5,Q9V3W9	Q1L8N2,F1R6E5,F1QHZ1	P54725,P54727	Q12285,P32628	O74803				F1R6E5	P54725,P54727			
KOG2758	0.16667	0.14286	1	7	1	6	Q9C5Z3	O61820	O77410	Q6DRI1,Q1LUA8	P60228		O94513	Q9C5Z3							
KOG0908	0.16667	0.14286	1	7	1	6	Q9SQZ9	G5EES9,Q9N357	Q9VRP3	B8A5D4	O43396		Q9USR1					O43396			
KOG2753	0.16667	0.28571	2	7	1	6	Q8W4A0,Q9LF21	Q94261	Q7JVI3	Q7T3B0	Q7L2H7		Q09722	Q8W4A0,Q9LF21							
KOG4413	0.16667	0.16667	1	6	1	6	F4IXH9	Q20058	Q9VYG1	F1QU35	Q16401		O74867					Q16401			
KOG1140	0.14286	0.18182	2	11	2	7	F4KCC2	P91133	Q9VX91	F1Q745,F8W4R2	Q8IWV7,Q8IWV8	P19812,Q07963	O13731,O60152					Q8IWV7	P19812		
KOG1415	0.14286	0.09091	1	11	1	7	Q8GWE1	Q965V9,Q8MNY0,Q9UAV3	P35122	Q6YI49,Q504C0	P09936,P15374	P35127	Q10171							Q10171	
KOG1816	0.14286	0.1	1	10	1	7	Q9SVK0,Q6NLS0,A8MQW3,A0A1P8B7F5	Q19584	Q9VTF9	Q6DRD5	Q92890	P53044	O42915			Q9VTF9					
KOG3183	0.11111	0.15385	2	13	1	6	Q8VZ42,Q67YE6,Q9SCM4,F4K080	Q9XUW8	Q9VQQ7,A0A0B4KEY8	F1R230,Q7SXI4	Q8TCF1,Q8N6M9,Q8WV99	P53899						Q8N6M9,Q8WV99			
KOG1873	0.1	0.14286	1	7	1	5	Q9FPT5,Q8W4N3		Q9W4C3	A8HAL1	Q9Y5T5,Q70EL2		Q9P7S5	Q8W4N3							
KOG0415	0.08333	0.125	1	8	1	6	Q6Q151,Q9SSB4	G5EEW6	Q9XYZ6	A5PM92	Q6UX04,Q8WUA2		Q9UUE4	Q9SSB4							
KOG0207	0.07143	0.05882	1	17	1	7	Q9M3H5,Q9SZW4,P0CW77,O64474,Q9SH30,Q9SZC9,Q9S7J8,B9DFX7	G5EE14	Q9VYT4	F1Q5B3,I3ITM6	Q04656,P35670	P38360,P38995	O59666						P38360		
KOG2480	0.07143	0.1	1	10	1	7	P14891,P43256	Q19207	P14773	A9JSZ0,A0A0R4IFH5	P04035	P12683,P12684	Q10283						P12684		
KOG0959	0.07143	0.04545	1	22	1	7	O22941,F4J3D9,F4HNU6,Q9FJT9,Q9FIH8,F4K9D7,F4J3D6	Q10040,G5ED87,Q17593,O16249	P22817,Q9VYT3,Q9VP94	A0A0R4IL71,B0S6B9,Q1L985	P14735,O43847	P40851,Q06010	O14077					P14735			
KOG1685	0.07143	0.09091	1	11	1	7	Q9LXT5,Q8S8D2,Q9LMI1	Q20720	Q9VLK2	F1R8M8	O76021	P38779,P36144	Q9Y7R7,Q9UT32						P38779		
