GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A023HHK9	A0A023HHK9	GO:0003677		9606		F
UniProtKB	A0A023HHK9	A0A023HHK9	GO:0003677		9606		F
UniProtKB	A0A023HHL0	A0A023HHL0	GO:0003677		9606		F
UniProtKB	A0A023HHL0	A0A023HHL0	GO:0003677		9606		F
UniProtKB	A0A024QZ23	TFE3	GO:0000978		9606	TFE3,hCG_19823	F
UniProtKB	A0A024QZ63	hCG_27198	GO:0003677		9606	hCG_27198	F
UniProtKB	A0A024QZ86	TBX2	GO:0003677		9606	TBX2,hCG_32216	F
UniProtKB	A0A024QZ86	TBX2	GO:0003677		9606	TBX2,hCG_32216	F
UniProtKB	A0A024QZ86	TBX2	GO:0003677		9606	TBX2,hCG_32216	F
UniProtKB	A0A024QZC8	FLJ23436	GO:0003677		9606	FLJ23436,hCG_1788527	F
UniProtKB	A0A024QZC8	FLJ23436	GO:0003677		9606	FLJ23436,hCG_1788527	F
UniProtKB	A0A024QZD8	TEAD2	GO:0003677		9606	TEAD2,hCG_16234	F
UniProtKB	A0A024QZD8	TEAD2	GO:0003677		9606	TEAD2,hCG_16234	F
UniProtKB	A0A024QZD9	ZNF668	GO:0000978		9606	ZNF668,hCG_21157	F
UniProtKB	A0A024QZE1	IRF3	GO:0000976		9606	IRF3,hCG_21108	F
UniProtKB	A0A024QZE1	IRF3	GO:0003677		9606	IRF3,hCG_21108	F
UniProtKB	A0A024QZE2	TEAD2	GO:0003677		9606	TEAD2,hCG_16234	F
UniProtKB	A0A024QZE2	TEAD2	GO:0003677		9606	TEAD2,hCG_16234	F
UniProtKB	A0A024QZG3	ATF5	GO:0000976		9606	ATF5,hCG_21104	F
UniProtKB	A0A024QZG3	ATF5	GO:0043565		9606	ATF5,hCG_21104	F
UniProtKB	A0A024QZP6	H2AFY2	GO:0003677		9606	H2AFY2,hCG_25264	F
UniProtKB	A0A024QZP6	H2AFY2	GO:0003677		9606	H2AFY2,hCG_25264	F
UniProtKB	A0A024QZP6	H2AFY2	GO:0031490		9606	H2AFY2,hCG_25264	F
UniProtKB	A0A024QZQ1	SIRT1	GO:0000978		9606	SIRT1,hCG_32306	F
UniProtKB	A0A024QZZ4	ZNF322A	GO:0000987		9606	ZNF322A,hCG_1787373	F
UniProtKB	A0A024QZZ7	HIST1H2BD	GO:0003677		9606	HIST1H2BD,hCG_1640483	F
