GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A021WW32	vtd	GO:1990414	replication-born double-strand break repair via sister chromatid exchange	7227	vtd,80Fh,CG40222,DRAD21,DRad21,DmRAD21,Dmel\CG17436,Drad21,RAD21,Rad21,Scc1,VTD,Vtd,cohesin,dRad21,drad21,l(3)80Fh,l(3)Lh3,l3	P
UniProtKB	A0A023GPN3	mus312	GO:0006281	DNA repair	7227	mus312,Dmel\CG8601,MUS312,mus(3)312,CG8601,Dmel_CG8601	P
UniProtKB	A0A023GPN3	mus312	GO:0006310	DNA recombination	7227	mus312,Dmel\CG8601,MUS312,mus(3)312,CG8601,Dmel_CG8601	P
UniProtKB	A0A023GPN3	mus312	GO:0006281	DNA repair	7227	mus312,Dmel\CG8601,MUS312,mus(3)312,CG8601,Dmel_CG8601	P
UniProtKB	A0A023HHK9	A0A023HHK9	GO:0080111	DNA demethylation	9606		P
UniProtKB	A0A023HHK9	A0A023HHK9	GO:0080111	DNA demethylation	9606		P
UniProtKB	A0A023HHL0	A0A023HHL0	GO:0080111	DNA demethylation	9606		P
UniProtKB	A0A023HHL0	A0A023HHL0	GO:0080111	DNA demethylation	9606		P
UniProtKB	A0A024E347	spel1-RD	GO:0006298	mismatch repair	7227	spel1-RD	P
UniProtKB	A0A024E347	spel1-RD	GO:0006281	DNA repair	7227	spel1-RD	P
UniProtKB	A0A024QZ63	hCG_27198	GO:0006259	DNA metabolic process	9606	hCG_27198	P
UniProtKB	A0A024QZQ1	SIRT1	GO:0000731	DNA synthesis involved in DNA repair	9606	SIRT1,hCG_32306	P
UniProtKB	A0A024QZQ1	SIRT1	GO:0000720	pyrimidine dimer repair by nucleotide-excision repair	9606	SIRT1,hCG_32306	P
UniProtKB	A0A024R045	hCG_37731	GO:0006281	DNA repair	9606	hCG_37731	P
UniProtKB	A0A024R0I2	SYCP1	GO:0000711	meiotic DNA repair synthesis	9606	SYCP1,hCG_38460	P
UniProtKB	A0A024R0I2	SYCP1	GO:0007131	reciprocal meiotic recombination	9606	SYCP1,hCG_38460	P
UniProtKB	A0A024R0I2	SYCP1	GO:0051026	chiasma assembly	9606	SYCP1,hCG_38460	P
UniProtKB	A0A024R0Q4	PLD3	GO:0045145	single-stranded DNA 5'-3' exodeoxyribonuclease activity	9606	PLD3,hCG_1995506	F
UniProtKB	A0A024R0Q4	PLD3	GO:0006259	DNA metabolic process	9606	PLD3,hCG_1995506	P
UniProtKB	A0A024R0Q6	ERCC1	GO:0006281	DNA repair	9606	ERCC1,hCG_20728	P
UniProtKB	A0A024R0Q6	ERCC1	GO:0006281	DNA repair	9606	ERCC1,hCG_20728	P
UniProtKB	A0A024R0Q6	ERCC1	GO:0000720	pyrimidine dimer repair by nucleotide-excision repair	9606	ERCC1,hCG_20728	P
UniProtKB	A0A024R0Q6	ERCC1	GO:0006310	DNA recombination	9606	ERCC1,hCG_20728	P
UniProtKB	A0A024R0Q6	ERCC1	GO:0006302	double-strand break repair	9606	ERCC1,hCG_20728	P
UniProtKB	A0A024R0Q6	ERCC1	GO:0006289	nucleotide-excision repair	9606	ERCC1,hCG_20728	P
UniProtKB	A0A024R0Q6	ERCC1	GO:0006281	DNA repair	9606	ERCC1,hCG_20728	P
UniProtKB	A0A024R0Q6	ERCC1	GO:0045190	isotype switching	9606	ERCC1,hCG_20728	P
UniProtKB	A0A024R0Q6	ERCC1	GO:0036297	interstrand cross-link repair	9606	ERCC1,hCG_20728	P
UniProtKB	A0A024R0Q6	ERCC1	GO:0090656	t-circle formation	9606	ERCC1,hCG_20728	P
UniProtKB	A0A024R0S8	XRCC1	GO:0000012	single strand break repair	9606	XRCC1,hCG_39345	P
UniProtKB	A0A024R0S8	XRCC1	GO:0006303	double-strand break repair via nonhomologous end joining	9606	XRCC1,hCG_39345	P
UniProtKB	A0A024R0S8	XRCC1	GO:0006284	base-excision repair	9606	XRCC1,hCG_39345	P
UniProtKB	A0A024R1C2	TOP3B	GO:0006265	DNA topological change	9606	TOP3B,hCG_2010987	P
UniProtKB	A0A024R1N4	XRCC6	GO:0000723	telomere maintenance	9606	XRCC6,hCG_2013151	P
UniProtKB	A0A024R1N4	XRCC6	GO:0006303	double-strand break repair via nonhomologous end joining	9606	XRCC6,hCG_2013151	P
UniProtKB	A0A024R1N4	XRCC6	GO:0006310	DNA recombination	9606	XRCC6,hCG_2013151	P
UniProtKB	A0A024R1N4	XRCC6	GO:0006281	DNA repair	9606	XRCC6,hCG_2013151	P
UniProtKB	A0A024R1S2	CDC6	GO:0006270	DNA replication initiation	9606	CDC6,hCG_1643836	P
UniProtKB	A0A024R1S2	CDC6	GO:0006270	DNA replication initiation	9606	CDC6,hCG_1643836	P
UniProtKB	A0A024R1U1	PSMC3IP	GO:0007131	reciprocal meiotic recombination	9606	PSMC3IP,hCG_16948	P
UniProtKB	A0A024R1V0	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1V0	BRCA1	GO:0006310	DNA recombination	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1V0	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1V7	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1V7	BRCA1	GO:0006310	DNA recombination	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1V7	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1V8	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1V8	BRCA1	GO:0006310	DNA recombination	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1V8	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1W0	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1W0	BRCA1	GO:0006310	DNA recombination	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1W0	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1W9	PSMC3IP	GO:0007131	reciprocal meiotic recombination	9606	PSMC3IP,hCG_16948	P
UniProtKB	A0A024R1Y0	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1Y0	BRCA1	GO:0006310	DNA recombination	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1Y0	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1Y1	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1Y1	BRCA1	GO:0006310	DNA recombination	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1Y1	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1Z8	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1Z8	BRCA1	GO:0006310	DNA recombination	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R1Z8	BRCA1	GO:0006281	DNA repair	9606	BRCA1,hCG_16943	P
UniProtKB	A0A024R2I7	RAD18	GO:0006301	postreplication repair	9606	RAD18,hCG_21556	P
UniProtKB	A0A024R2I7	RAD18	GO:0006281	DNA repair	9606	RAD18,hCG_21556	P
UniProtKB	A0A024R2I7	RAD18	GO:0006281	DNA repair	9606	RAD18,hCG_21556	P
UniProtKB	A0A024R2L1	WDR48	GO:0000724	double-strand break repair via homologous recombination	9606	WDR48,hCG_19029	P
UniProtKB	A0A024R2M8	XPC	GO:0006289	nucleotide-excision repair	9606	XPC,hCG_27237	P
UniProtKB	A0A024R2M8	XPC	GO:0006281	DNA repair	9606	XPC,hCG_27237	P
