GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A024QZS4	PPIF	GO:0006457	protein folding	9606	PPIF,hCG_22611	P
UniProtKB	A0A024R1C1	PPIL2	GO:0006457	protein folding	9606	PPIL2,hCG_32559	P
UniProtKB	A0A024R3V4	PPIL3	GO:0006457	protein folding	9606	PPIL3,hCG_16559	P
UniProtKB	A0A024R3X4	HSPD1	GO:0006457	protein folding	9606	HSPD1,hCG_2012240	P
UniProtKB	A0A024R3X4	HSPD1	GO:0042026	protein refolding	9606	HSPD1,hCG_2012240	P
UniProtKB	A0A024R3X7	HSPE1	GO:0006457	protein folding	9606	HSPE1,hCG_21429	P
UniProtKB	A0A024R5X7	CLPX	GO:0006457	protein folding	9606	CLPX,hCG_23663	P
UniProtKB	A0A024R5X7	CLPX	GO:0006457	protein folding	9606	CLPX,hCG_23663	P
UniProtKB	A0A024R6S1	DNAJA2	GO:0006457	protein folding	9606	DNAJA2,hCG_21797	P
UniProtKB	A0A024RCX8	PPIL1	GO:0006457	protein folding	9606	PPIL1,hCG_15366	P
UniProtKB	A0A024RD80	HSP90AB1	GO:0006457	protein folding	9606	HSP90AB1,hCG_19001	P
UniProtKB	A0A024RD80	HSP90AB1	GO:0006457	protein folding	9606	HSP90AB1,hCG_19001	P
UniProtKB	A0A024RD80	HSP90AB1	GO:0044183	protein folding chaperone	9606	HSP90AB1,hCG_19001	F
UniProtKB	A0A024RDL1	CCT6A	GO:0006457	protein folding	9606	CCT6A,hCG_18831	P
UniProtKB	A0A024RDS1	HSPH1	GO:0051085	chaperone cofactor-dependent protein refolding	9606	HSPH1,hCG_32198	P
UniProtKB	A0A075B759	PPIAL4E	GO:0006457	protein folding	9606	PPIAL4E	P
UniProtKB	A0A075B759	PPIAL4E	GO:0006457	protein folding	9606	PPIAL4E	P
UniProtKB	A0A075B767	PPIAL4H	GO:0006457	protein folding	9606	PPIAL4H	P
UniProtKB	A0A075B767	PPIAL4H	GO:0006457	protein folding	9606	PPIAL4H	P
UniProtKB	A0A087WT48	DNAJA2	GO:0006457	protein folding	9606	DNAJA2	P
UniProtKB	A0A087WT78	HSP90B1	GO:0006457	protein folding	9606	HSP90B1	P
