GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A023GRW3	Dmel\CG4896	GO:0000398	mRNA splicing, via spliceosome	7227	Dmel\CG4896,cg4896,CG4896,Dmel_CG4896	P
UniProtKB	A0A023T787	RBM8	GO:0006397	mRNA processing	9606	RBM8,RBM8A,Y14	P
UniProtKB	A0A024QZ98	RP11-78J21.1	GO:0006397	mRNA processing	9606	RP11-78J21.1,hCG_1981929	P
UniProtKB	A0A024QZY5	PRPF4B	GO:0045292	mRNA cis splicing, via spliceosome	9606	PRPF4B,hCG_21956	P
UniProtKB	A0A024R0A8	AHCYL1	GO:0006378	mRNA polyadenylation	9606	AHCYL1,hCG_38162	P
UniProtKB	A0A024R0R6	SYMPK	GO:0006397	mRNA processing	9606	SYMPK,hCG_20812	P
UniProtKB	A0A024R106	ZCRB1	GO:0000398	mRNA splicing, via spliceosome	9606	ZCRB1,hCG_1818570	P
UniProtKB	A0A024R106	ZCRB1	GO:0006397	mRNA processing	9606	ZCRB1,hCG_1818570	P
UniProtKB	A0A024R163	ROD1	GO:0006397	mRNA processing	9606	ROD1,hCG_1996226	P
UniProtKB	A0A024R163	ROD1	GO:0006397	mRNA processing	9606	ROD1,hCG_1996226	P
UniProtKB	A0A024R179	NCBP1	GO:0045292	mRNA cis splicing, via spliceosome	9606	NCBP1,hCG_28165	P
UniProtKB	A0A024R179	NCBP1	GO:0006397	mRNA processing	9606	NCBP1,hCG_28165	P
UniProtKB	A0A024R179	NCBP1	GO:0006370	7-methylguanosine mRNA capping	9606	NCBP1,hCG_28165	P
UniProtKB	A0A024R1I7	TFIP11	GO:0006397	mRNA processing	9606	TFIP11,hCG_40088	P
UniProtKB	A0A024R1I7	TFIP11	GO:0000390	spliceosomal complex disassembly	9606	TFIP11,hCG_40088	P
UniProtKB	A0A024R1K8	SF3A1	GO:0045292	mRNA cis splicing, via spliceosome	9606	SF3A1,hCG_41298	P
UniProtKB	A0A024R1K8	SF3A1	GO:0006397	mRNA processing	9606	SF3A1,hCG_41298	P
UniProtKB	A0A024R1U2	PHF5A	GO:0000398	mRNA splicing, via spliceosome	9606	PHF5A,hCG_41557	P
UniProtKB	A0A024R1X0	CASC3	GO:0006397	mRNA processing	9606	CASC3,hCG_2007192	P
UniProtKB	A0A024R1X0	CASC3	GO:0006397	mRNA processing	9606	CASC3,hCG_2007192	P
UniProtKB	A0A024R214	CPEB1	GO:0006397	mRNA processing	9606	CPEB1,hCG_26948	P
UniProtKB	A0A024R2U6	RBM5	GO:0006397	mRNA processing	9606	RBM5,hCG_17474	P
UniProtKB	A0A024R332	NIF3L1BP1	GO:0006397	mRNA processing	9606	NIF3L1BP1,hCG_23514	P
UniProtKB	A0A024R3B4	HSPC148	GO:0000398	mRNA splicing, via spliceosome	9606	HSPC148,hCG_21495	P
UniProtKB	A0A024R3B4	HSPC148	GO:0006397	mRNA processing	9606	HSPC148,hCG_21495	P
UniProtKB	A0A024R3C8	HSPC148	GO:0000398	mRNA splicing, via spliceosome	9606	HSPC148,hCG_21495	P
UniProtKB	A0A024R3C8	HSPC148	GO:0006397	mRNA processing	9606	HSPC148,hCG_21495	P
UniProtKB	A0A024R4E2	TARDBP	GO:0006397	mRNA processing	9606	TARDBP,hCG_2005583	P
UniProtKB	A0A024R566	SF1	GO:0000398	mRNA splicing, via spliceosome	9606	SF1,hCG_23378	P
UniProtKB	A0A024R566	SF1	GO:0006397	mRNA processing	9606	SF1,hCG_23378	P
UniProtKB	A0A024R566	SF1	GO:0000398	mRNA splicing, via spliceosome	9606	SF1,hCG_23378	P
UniProtKB	A0A024R572	SF1	GO:0000398	mRNA splicing, via spliceosome	9606	SF1,hCG_23378	P
UniProtKB	A0A024R572	SF1	GO:0006397	mRNA processing	9606	SF1,hCG_23378	P
UniProtKB	A0A024R572	SF1	GO:0000398	mRNA splicing, via spliceosome	9606	SF1,hCG_23378	P
UniProtKB	A0A024R588	SF1	GO:0000398	mRNA splicing, via spliceosome	9606	SF1,hCG_23378	P
UniProtKB	A0A024R588	SF1	GO:0006397	mRNA processing	9606	SF1,hCG_23378	P
UniProtKB	A0A024R588	SF1	GO:0000398	mRNA splicing, via spliceosome	9606	SF1,hCG_23378	P
UniProtKB	A0A024R5D9	SF1	GO:0000398	mRNA splicing, via spliceosome	9606	SF1,hCG_23378	P
UniProtKB	A0A024R5D9	SF1	GO:0006397	mRNA processing	9606	SF1,hCG_23378	P
UniProtKB	A0A024R5D9	SF1	GO:0000398	mRNA splicing, via spliceosome	9606	SF1,hCG_23378	P
UniProtKB	A0A024R6E3	SNW1	GO:0000398	mRNA splicing, via spliceosome	9606	SNW1,hCG_2028781	P
UniProtKB	A0A024R6E3	SNW1	GO:0006397	mRNA processing	9606	SNW1,hCG_2028781	P
UniProtKB	A0A024R6H0	CPSF2	GO:0006378	mRNA polyadenylation	9606	CPSF2,hCG_21259	P
UniProtKB	A0A024R6H0	CPSF2	GO:0006397	mRNA processing	9606	CPSF2,hCG_21259	P
UniProtKB	A0A024R6J7	PAPOLA	GO:0006397	mRNA processing	9606	PAPOLA,hCG_24516	P
UniProtKB	A0A024R6M3	PAPOLA	GO:0006397	mRNA processing	9606	PAPOLA,hCG_24516	P
UniProtKB	A0A024R6W2	NUDT21	GO:0006397	mRNA processing	9606	NUDT21,hCG_23912	P
UniProtKB	A0A024R6W2	NUDT21	GO:0006378	mRNA polyadenylation	9606	NUDT21,hCG_23912	P
UniProtKB	A0A024R6W2	NUDT21	GO:0006397	mRNA processing	9606	NUDT21,hCG_23912	P
UniProtKB	A0A024R6W2	NUDT21	GO:0006378	mRNA polyadenylation	9606	NUDT21,hCG_23912	P
UniProtKB	A0A024R726	PRMT7	GO:0000387	spliceosomal snRNP assembly	9606	PRMT7,hCG_28114	P
UniProtKB	A0A024R7K0	SFRS14	GO:0006397	mRNA processing	9606	SFRS14,hCG_38580	P
UniProtKB	A0A024R7N3	SF4	GO:0006397	mRNA processing	9606	SF4,hCG_38578	P
UniProtKB	A0A024R9L1	AQR	GO:0000398	mRNA splicing, via spliceosome	9606	AQR,hCG_38784	P
UniProtKB	A0A024R9L1	AQR	GO:0006397	mRNA processing	9606	AQR,hCG_38784	P
UniProtKB	A0A024R9L1	AQR	GO:0000398	mRNA splicing, via spliceosome	9606	AQR,hCG_38784	P
UniProtKB	A0A024RA28	HNRNPA2B1	GO:0006397	mRNA processing	9606	HNRNPA2B1,HNRPA2B1,hCG_38388	P
UniProtKB	A0A024RA85	CDC2L5	GO:0000380	alternative mRNA splicing, via spliceosome	9606	CDC2L5,hCG_2010226	P
UniProtKB	A0A024RAL9	C5orf21	GO:0006397	mRNA processing	9606	C5orf21,hCG_2016229	P
UniProtKB	A0A024RAZ7	HNRPA1	GO:0006397	mRNA processing	9606	HNRPA1,hCG_2017591	P
UniProtKB	A0A024RB53	HNRPA1	GO:0006397	mRNA processing	9606	HNRPA1,hCG_2017591	P
UniProtKB	A0A024RBX2	FAM51A1	GO:0000387	spliceosomal snRNP assembly	9606	FAM51A1,hCG_19696	P
