K04C1.3.1
Y47D3A.30a.1
F43G9.6a.1
Y46H3C.2a.1
Y55F3BR.8a.1
B0252.3b.1
T23H2.1.1
Y71H2AL.1.1
T13G4.1.1
C54E10.5.1
F44C8.8a.1
F11A5.13.1
C45G3.1.1
K08D8.5.1
C14C6.9.1
D1025.4.1
Y57G11B.7.1
F58E2.3.1
VW02B12L.4.1
R03E1.1.2
F11H8.3.1
Y48C3A.20.1
F27E11.2.2
F54D5.11.1
F16C3.2.1
T13F2.4.1
ZK1193.1.1
K09D9.1.1
T10H4.8.1
D1022.9a.1
F22F7.7a.1
C09G4.2c.1
F18E3.2.1
Y38C9B.1.1
T04G9.6.1
F54B8.12.1
C49C8.1.1
C06E7.6.1
T04F8.6.1
F59A3.1.1
Y19D10A.4a.1
R05D11.6.1
T01H10.7.1
C42C1.4a.1
T25C8.1.1
Y51A2D.12.1
F14B6.2.1
W06D11.1.1
K01G5.8b.1
F21H7.7.1
T23G11.7a.1
T10B5.5a.2
C32D5.6.1
F15A2.5.1
C54F6.20.1
ZK742.1a.1
T22H6.7.1
W07G4.2.1
F20B6.3.1
F01F1.11.1
T20H4.5.1
F29C4.7a.2
T20B3.3.1
T11G6.8a.1
W04C9.5.1
ZK287.3.1
K08E4.7.1
ZC239.8.1
Y51H4A.4a.1
H14N18.3.1
C50F2.10.1
F21F8.10.1
F54B11.4.1
C02C2.5.1
F44C8.1.1
F08B6.4a.2
T05H4.5.2
F52F12.6a.1
F35H8.1.1
M05D6.9b.1
R144.5.1
K01A11.4a.1
C14B9.4b.1
ZK353.1b.1
Y39B6A.29a.1
B0035.9.1
F07C3.4.1
F46E10.9.2
F46H5.6.1
Y48G10A.4a.2
C42D4.3.1
Y105E8A.22.1
C09G5.13.1
C02H7.3a.1
T07G12.3.1
T28A8.7.1
Y55B1BL.1a.1
C34E11.3e.1
Y57G11C.41.1
T23B7.2.1
M199.6.1
R09D1.2.1
T01H10.8.1
C05D2.3.1
T14G8.3a.1
H11E01.2.1
W08D2.8.1
T26A5.5a.1
C16C2.3a.1
T10G3.2.1
W04G3.2.1
T19H12.12.1
Y82E9BR.2.1
C07H4.1b.1
F32A11.6.1
R12H7.4.1
K02E10.5.1
K10G6.3g.1
R11G1.7.1
BE10.4.1
C29F9.5.1
ZC239.2.1
C11H1.7a.2
Y77E11A.15.1
B0334.5.1
C34F11.5.1
F52B11.5.1
T28F2.5.1
Y49E10.4.2
C23H4.1.2
F42G8.3a.1
T28F4.2.1
K05F1.5.2
F08B4.6.1
C03G6.5.1
K06C4.10.1
T23G5.1.2
ZK849.4.1
Y39G8B.7.1
F21C10.10.2
C32B5.15a.1
Y54E10BR.2.1
T09B4.10.2
H17B01.2.1
E02H4.1a.1
K03A1.5.2
C08B11.1.2
F09E5.12.1
H03A11.2.1
F49A5.2.1
EGAP9.3.1
Y47D3A.1.1
C06A12.4a.1
ZK418.8.1
C09G5.8a.1
M01D1.10.1
C35D6.1.1
W04G3.5b.1
F27C1.4.1
F59B2.5a.1
F10G8.4b.1
H10E21.3b.1
F57F4.4.2
D2092.2.1
B0213.7.1
F11D11.21.1
VF39H2L.1.1
F08A7.1a.1
R144.9.1
C11D9.1.1
F42A10.7.1
T05C3.7.1
C50E3.6.1
R151.5a.1
C14C6.4.1
Y113G7A.8b.1
T03D3.11.1
Y25C1A.4.1
Y10G11A.2b.1
F56F11.2.1
K02A11.3.1
F38B6.4.1
T05A10.5b.1
C01B4.7a.1
T19A6.2a.1
F35E12.5.1
F12F6.6.1
ZK596.2.1
T03E6.1.1
C01G8.5b.1
C32E8.10c.1
C10F3.5a.1
Y38C1AA.12a.1
T01B7.3.1
Y47D9A.5.2
T07G12.5a.1
R07E5.17.1
H19N07.4a.2
F58A6.11.1
B0273.1a.1
T16G1.1.1
F42G2.6.1
R01E6.2.1
T19H12.5.1
T22E5.5.1
C10A4.1.1
F22F7.1a.1
F34D6.2.1
Y116A8C.42.1
C45E5.6b.1
C16D9.3.1
Y17G9A.6.1
F18G5.6.1
K12H4.1.1
F49H6.4.1
T21C12.3.1
F35C8.7c.1
F54E2.6.1
T01E8.6.1
T01D3.1b.1
F48C11.1.1
C08F11.9.1
ZC455.10.1
F43G6.16.1
Y71D11A.5.1
T05G11.6.1
F13B10.1f.1
C50H11.10.1
C33A12.6b.1
F26F12.3a.2
Y51A2D.1a.1
F14E5.1.1
ZC443.5.1
Y54G11A.8a.1
F58D7.1.1
B0024.1.1
T19H12.3.1
Y53F4B.30.1
Y15E3A.1a.2
Y60A3A.12.1
H06A10.2.1
Y49C4A.1.1
ZK370.5.1
T28A11.12.1
M01E5.4.1
Y75B8A.2a.1
F26A1.1.1
C49A9.9a.3
Y71G12B.26a.1
F55B11.1.1
F10G7.5b.1
C56G2.9.1
H12D21.4.1
K10B3.1b.1
T13H5.2a.1
K11B4.1.1
F25C8.4.1
Y75B8A.30.1
C24B9.3.1
K07E1.1.2
D1022.7b.2
F33D11.2.1
F31D4.8.1
M195.2b.1
F11C1.1.1
K01A2.11d.1
F55G1.11.1
F02A9.4.1
M01B2.1.1
E03D2.1.1
M01G12.14.1
ZK105.3.1
C31B8.3.1
T01G1.4.1
C47A10.5a.1
F42G8.6.1
F52H2.4.1
JC8.8.1
C07A9.1.1
F21F8.4.2
T28H11.7.1
ZK1010.7.1
F39F10.5.1
B0238.12.1
Y41E3.7h.1
T20D3.3a.1
T24H7.3.3
C45B2.7.1
T06E4.12.1
ZK384.6.1
R07B1.12.1
ZK675.2.1
C32D5.9.1
Y76B12C.2.1
F35H10.11.1
T04A11.9.1
F16D3.7.1
F33H1.6.1
C07A9.11.1
F44E5.2.1
ZK1025.2.1
B0464.3.1
C18A3.7.1
W09C5.5.1
C26F1.1b.1
T22H6.3.1
C43H6.6.1
C18G1.9.1
C49A9.6.1
W07G1.6.1
F44A2.7.1
R09H10.3a.1
H38K22.7.1
K04A8.21.1
C02A12.3.1
Y71H2AM.6a.1
C27F2.7.1
T16G1.4.1
W06H8.7.1
C43E11.10.1
Y51F10.3a.1
Y44E3A.3.1
Y39B6A.35.1
F15B9.4.1
W04E12.9.1
F21H7.4.1
F22F7.2.1
C15A11.2.1
F25H8.5k.1
F25H9.4.1
C44H9.6.1
Y46C8AM.1.1
F08B1.2a.1
R05D11.5.1
F59A6.5.1
E02H4.7.1
W05E7.2.1
K07A3.2a.1
ZK666.8.1
Y54G11A.14a.1
C25A11.4f.1
F58G6.9a.1
R03C1.3a.1
Y54E5A.4.1
C17E7.3a.1
T19D12.10.1
Y45F3A.1.1
R09D1.11a.1
Y45G12C.6.1
ZK863.8.1
Y87G2A.14.1
F52A8.1.1
C29F5.3.1
T28H11.6.1
Y69A2AR.15.1
Y53F4B.2.1
W08A12.4.1
C02B4.2.1
K11B4.2.1
F13E9.6.1
F55D10.3.1
W05B10.4.1
R09B3.4.1
ZK930.1a.1
C04E7.2.1
F31E8.2b.1
F53B3.3.1
C04C11.2.1
C54G6.2a.1
C29E6.1a.2
C40H1.8.1
F57B9.9.1
T12G3.6b.1
B0491.7.1
C50F7.4.1
F42H10.6.1
C36E6.5.1
F58H1.8.1
T10D4.14.1
K12H6.12.1
R09D1.8.1
F13E9.12.1
T01C3.9.1
F44F4.1.1
F52D1.2c.1
C15H9.11.1
Y48G9A.11.1
T22C1.1.2
F57G4.11.1
Y57G11C.23.1
Y17G7B.12.1
C06E2.5.1
R02D3.4a.1
ZC250.4.1
M04D8.5.1
F13E6.5.1
ZC581.1.1
Y37E3.19.1
B0495.6.1
M05D6.5a.1
C46F11.1a.1
R144.11.1
C33G8.1.1
F52G3.1.1
R10D12.11.1
C13B9.2.1
C06B8.4.1
Y49A3A.1.1
C25E10.12.1
T15H9.2.1
F56E10.1b.1
F09F3.1a.1
C49D10.11.1
C04G6.4.1
F45C12.10b.1
C08E8.5.1
R12E2.5.2
C39E9.13.1
Y39G10AR.6.1
K03B8.8.1
ZC204.11.1
C15H11.3.1
ZK1058.3.1
F49E2.4b.1
W01A8.3.1
C53B7.3b.1
Y71G12B.4.1
B0019.1.1
T26H5.4a.1
T28A11.4.1
T02D1.5.1
K04B12.3a.1
H09F14.1b.1
F49F1.7a.1
W02B12.10.1
W03F9.6.1
Y67D2.1a.1
F52C12.5.2
T03D3.14.1
T14G12.3.1
F47B8.9a.1
B0280.12b.1
C01G5.3.1
F26B1.5.1
C47A4.3.1
F55A4.1.1
ZK218.7.1
R13A1.3.1
H43E16.1a.1
T20G5.5.1
T03F1.11.1
ZC8.6.1
F22B3.7.1
F45D11.14.1
C04G6.3.1
R08D7.1.1
F32H5.3a.1
B0198.1.1
R11.2.1
F42G8.12.1
F40D4.5.1
F26A3.8a.1
Y43C5A.5a.1
C28C12.3.1
F32B6.1.1
C55C2.2.1
F57A10.3.1
K06A4.7.1
Y71A12B.5.1
Y39G10AR.20.1
K09A9.3.1
F21G4.4.2
F39H2.3.2
C11G6.2.1
F38E1.10.1
F32A7.6.1
Y6G8.2a.1
R07B7.6a.1
F54C1.7.2
M03F8.5.1
F16H6.3.1
C50E10.3.1
Y60A3A.2.1
C26B9.1a.2
F55A4.7.1
ZK563.2.1
C08F8.9.1
F57B9.2a.1
H02K04.1.1
K07E3.4b.1
Y48G1C.10a.2
C14B1.9.1
C45B2.4a.1
T02D1.6a.1
F45F2.12.1
Y37H2A.4.1
Y54G2A.5a.1
T05D4.1.2
F56C11.5a.2
H10D18.2.1
F54A3.3.1
K12F2.2a.1
Y110A7A.18.1
F32A7.3c.2
Y54H5A.3.1
F10G7.10a.1
M02B7.2a.1
F29C4.1a.1
F14B4.3.1
F49F1.11.1
Y54F10AM.1.1
W01A11.1a.1
T01H10.2.1
C32H11.6.1
F38A5.11.1
F28E10.4.1
M03F8.1.1
ZK945.8.1
F17H10.3a.1
F59H6.7.1
F35H8.2.1
C17C3.12c.1
ZK1037.4a.1
R08C7.10b.1
C15C7.6.1
F10D2.3.1
E03H12.3.1
Y48G1A.1.1
T15D6.5.1
C44H4.8.1
F49H12.4.1
C16D2.1a.1
C55C3.6a.1
T23D5.1.1
C24A8.6b.1
C42D4.11.1
F52E10.5.1
T10E10.2.2
F54G2.2.1
T02G6.2a.1
C14F11.4a.1
W08D2.6.1
C01B10.8.2
M60.7.1
B0025.2.1
F49F1.6a.1
C47E12.10a.1
C39E9.3.1
ZK666.5.1
F47C10.3a.1
F36D1.3.1
C49H3.3.1
C42D8.5a.2
F11C7.1.1
ZK596.1.1
F26D11.1.1
Y48E1B.11.1
F14B6.5.1
C39H7.8.1
C51E3.9a.1
T22F7.5.1
F32A6.5c.1
F32A5.5a.1
F54C9.6a.1
F43G9.11.1
C04G6.10.1
Y66A7A.6.2
C03G6.21.1
F10G7.1.1
Y22D7AR.6.2
F25H2.12a.1
W01A11.3a.1
B0513.9a.1
Y44A6C.2.1
K09C8.5.1
K10H10.2.2
F44F4.3.1
F25D7.3a.1
R07C3.4.1
F11A1.3a.1
W08F4.1.1
C14C6.10a.1
ZC190.7.1
Y62E10A.5a.1
K02B12.6.1
C47C12.6.3
ZK1320.3.2
Y49C4A.2.1
Y71G12B.14.1
W02A2.2.1
C31B8.13.1
Y116A8C.24b.1
M03A1.7.2
Y73B6BL.30a.1
F23B12.4a.1
T10H10.1.1
C27A2.6.1
F38E11.12.1
Y53C12A.10.1
W04G5.6.1
Y55D5A.1a.1
W04H10.3a.1
Y39E4A.1.1
F48F7.6.1
C56A3.3b.1
T21C12.8a.1
R11E3.2.1
F35E12.10.2
Y79H2A.1a.1
T26C5.3a.1
C30G12.4.1
AH10.2.1
T04B2.7.1
C07G3.3a.1
K10C3.5a.1
JC8.12a.1
D1005.1.1
Y53G8AL.4b.1
B0310.2a.1
F18E2.4.1
Y17G7B.6a.1
C03G5.14.1
C17G1.3a.1
ZC477.1.1
F42G8.5.1
C49D10.2.1
M04G12.4a.1
F22H10.6.1
C27A12.6.1
F10G8.6.1
F28C12.5.1
ZK1098.10e.1
C25D7.10.1
Y47A7.1.1
C27F2.10.2
C48D1.9a.1
K11H12.3.1
C01B10.11.1
C04A11.4a.1
T22F7.1.1
K04B12.1.1
H27C11.1a.1
C49H3.9.1
C16C4.11.1
T08B2.15.1
C34E11.7.1
C14F11.1a.2
C50D2.9.1
F30A10.3.2
Y27F2A.3.1
R12E2.13.1
F32H2.3.1
T21G5.4.1
B0348.2a.1
T05A8.4.1
Y46C8AL.4.1
R11D1.5.1
F13B12.6.1
F55C12.5b.1
Y45F10D.13a.1
H23N18.2.1
C53A5.1.1
C09B9.6.1
F10D2.5.1
F17B5.6.1
K05C4.9.1
Y39E4B.6a.1
K12D9.9.1
F55F3.1.2
C11H1.4a.2
C37C3.11.1
C38D4.5a.1
F56B3.1.1
F36H2.6.1
T07D1.4d.1
C40A11.1.1
F15A2.3.1
Y57A10A.15.1
F40G12.4.1
F58A4.6.1
C11E4.2.1
ZK1290.2a.1
M01D7.6.1
F26F2.6.1
C10F3.1.1
T05E7.2.1
F10F2.1.1
W04B5.5.1
T07F8.1.1
ZK370.3a.1
T13A10.13.1
T08G3.2.1
Y40C5A.3m.1
F47B8.1.1
F53C3.1.1
R74.1.1
F41E6.2.1
Y43F11A.1.1
ZK520.5.1
T06A10.4a.1
F20G2.1.1
T06G6.2.1
F56H6.11.1
C29E4.2.1
Y47A7.2.1
K08C7.4.1
F40F8.3.1
F01D5.10.1
C23G10.3.1
F40F9.8.1
F32D8.1.1
F36D3.8.1
C56C10.3.2
W09H1.1a.1
T27F6.1.1
T27E4.9.1
K07D4.9.1
Y71G12B.23a.1
R13A5.11b.1
B0495.4.1
Y95D11A.1.1
T05A10.2.1
K07C11.4.1
T06E4.10.1
ZK616.8.1
F55G1.10.1
K04D7.3a.1
D2024.3.1
F16C3.1.1
Y87G2A.15.1
F48D6.4a.1
F29A7.3.1
F09G8.6.1
M01G12.1.1
F54B8.11.1
Y15E3A.2.1
Y38H8A.2a.1
F58G11.1a.1
E03H12.7.1
C32E8.11.1
ZK1053.3.1
K08F8.4a.1
C27A12.10.1
K07E3.8.2
H14A12.3.1
F20A1.7b.1
Y105E8A.19.1
T28F3.5a.1
C55B7.12b.1
Y108G3AL.1a.3
C34E10.9.1
B0272.2.1
T10A3.1a.1
R08H2.13.1
C05G5.3.1
ZC123.1.1
ZC506.3.3
Y23H5A.2a.1
C09F5.1a.1
M110.7.1
F08G5.1a.2
T23C6.5.1
C17H11.6d.1
Y17G7B.1.1
K09C6.10.1
F49C12.11.1
F36A4.14.1
T28A11.11.1
F39E9.4.1
C34G6.2.1
D1044.2c.1
F32E10.5.1
D1081.8.1
F54C9.14.1
ZK20.4a.2
K04G2.5b.1
Y71H2AM.3.1
Y48E1B.1.1
EGAP5.1.1
D1009.3a.1
F26A1.7.1
Y48G8AL.12.1
ZK1236.5.1
T07C4.4.2
F11A5.12.1
F18A11.5a.2
W06D4.3.1
F17B5.2.1
Y38H6C.22.1
Y51H4A.8.1
F29G9.6b.1
F42F12.1.1
W09C5.2.1
C54C8.7.1
T01E8.4.1
Y37E11AL.2a.1
T01G1.3.3
F15B10.1a.1
W04B5.3b.1
C01B9.1b.1
C42D4.2.1
F17C8.4.1
F43C11.3.1
C25E10.8.1
M7.12.1
F35F10.2.1
B0507.1.1
C18H7.4.1
Y56A3A.11.1
F31E3.5.3
D1005.5a.1
F40D4.3.1
Y49F6B.5.1
F56A11.4a.1
F55A4.8a.1
K10D2.5.1
C29E4.15.1
Y77E11A.23.1
R186.2a.1
F42E11.3.1
W10D9.4a.1
W02A11.4.1
C52E12.4.1
T10D4.12.1
F54F11.1.1
Y62E10A.9.2
C25B8.1b.1
F13E6.2.1
ZK524.3a.1
F10D7.10.1
K07H8.11.1
T28D6.3.1
T22G5.5b.1
C07H4.2.1
Y70C5C.4.1
F07C4.13.1
F44E2.7a.1
F52H2.1.1
Y71G12B.6a.1
ZK697.12.1
C03D6.9.1
Y49F6B.2.1
C38D4.8.1
F08F8.8.1
Y11D7A.19.1
Y46H3A.2.1
Y105E8A.7d.1
T01G6.6b.1
ZK813.4a.1
C13D9.1.1
C09H10.10a.1
F14H12.3.1
W06B11.3.1
F47G4.5.1
Y47H9C.2.1
T04C10.1.1
C37A2.6.1
F41D3.2.1
Y37E3.11i.1
T13F2.8a.1
W05B2.2.1
C56C10.4.2
R06A4.7.1
Y75B8A.34.1
C49C8.3.1
R04D3.8.1
F10D7.2.1
F22A3.5.1
T21D9.1.1
ZK131.2.1
K02E11.3.2
F28C6.7a.1
R05D11.3.1
F18E9.3.1
T12E12.4b.3
F14B4.2a.2
Y41E3.15.1
H22D14.1.1
C44H4.1.1
K11H3.8a.1
T19H12.2.1
C05D9.2.1
C25F6.1.1
F53C11.3.1
Y69A2AR.21.1
W10G6.2b.1
C36B1.9.1
C46F11.6.1
C28G1.10.1
ZK1307.7b.1
F10D7.1.1
B0524.2.1
T19D7.1.1
C15B12.2.1
F01F1.13a.1
Y50D4B.2b.1
F09E8.8.1
K02E7.9.1
F10G7.2.1
Y52E8A.4a.1
B0250.10.1
F21F3.6.1
F54F3.3.1
C44C10.12.1
F38A1.9.1
C54D1.3b.1
T08B2.9a.2
ZC64.3a.1
Y57E12B.3.1
ZK6.9.1
R102.8.1
T07D10.3.1
C52E4.2c.1
F10E9.8.1
T13H5.4.1
F35H12.6.1
D2063.2.1
T01G6.4.1
Y61A9LA.3c.1
C33A11.2.1
F33E2.5.2
C26F1.4.3
ZK520.3a.1
C32E12.5.2
F25H2.5.1
F59A1.7.1
T19D12.7.2
F53A3.1.1
Y57G11C.2.1
F31E3.12.1
C30F12.3.1
F15A2.1a.1
F18E9.4.1
C28G1.2.1
C56G2.6c.1
ZK783.2.1
W03D8.6a.1
K01G5.6.2
T07D1.3.1
W09C3.8.1
Y57G11C.30a.1
C44C3.9.1
Y51H7C.3.1
F41C6.5.1
R13H9.4.1
C47E8.1.1
M88.5c.1
C01F1.1.1
T27A1.5a.1
C33A12.7.1
Y59A8B.10a.1
Y41C4A.5.1
ZK381.4b.1
Y73B6BL.41.1
F41B5.8a.1
T09D3.8.1
ZC455.11.1
W09B7.3.1
C49A9.2.2
R107.5b.1
C28D4.1.1
Y54E10A.9c.2
B0303.11b.2
AC3.2.1
F55A11.11.1
Y49F6A.1.1
F45E10.2b.1
C47E12.3a.1
C01B4.5.1
R13D7.6.1
C40A11.2.2
K07C6.4.1
F17A9.5.1
F08F3.10.1
K08H2.1.1
W02H5.7a.1
F23H12.2.1
T05C12.9.1
C54C6.1.3
E02A10.4.1
C34F6.12.1
F13A7.2.1
Y47H10A.4.1
F42D1.2.1
F25E2.1.1
M01B2.10.1
Y71H2AR.2.1
Y40H7A.1.1
R11G10.1a.1
F46F3.3b.1
Y47G6A.26.1
F45E1.1.1
T18D3.7a.1
F53A2.11.1
F20E11.4.1
T09E11.1.1
C44B7.9.1
Y57A10C.8.1
C49G7.7.1
Y62E10A.12a.1
C34D1.4a.1
Y65B4BL.3a.1
F49D11.1.2
F25H2.3.1
T20C4.1a.1
T03F7.3.1
ZK418.5.1
F53B1.8a.1
T21G5.6.1
F42H11.1.1
F08G2.4.1
ZK1086.3.1
T05E12.6a.1
F59C6.8.1
F58D5.7.1
Y39F10C.1b.1
R10E11.1b.1
H38K22.5a.2
R05H10.1.1
Y73B6A.1a.1
F09B9.1a.1
C36B1.1d.1
F53B6.7.1
Y51H7C.11.1
E03H4.6.1
C05C12.4.1
Y46E12BL.1.1
W02D3.5.1
E03H4.11.1
C06E4.6.1
F55C5.8.1
F53E10.6.1
C42C1.10.1
D2021.4a.1
F16F9.2.1
C53B4.1.1
T05H10.3.1
K02E2.6.1
H20J04.5.1
Y71H2AM.29.1
Y46G5A.14.1
T28A11.20.1
C08B6.5.1
B0280.13.1
Y105E8A.10a.1
K11C4.1.1
ZK792.8.1
B0280.5.1
C33C12.9.1
C47G2.4.1
D2089.2.1
Y57G11B.5.1
C44C8.3.1
Y54E10BL.4.1
R05D3.7.1
D1086.19.1
F56D5.2.1
R08H2.2.1
F09C12.2.1
C33A12.14.1
Y119D3B.14.1
C44C8.4.1
R01B10.3.1
T16G12.6.1
F27D9.1a.1
W03C9.4a.1
T05A12.4.1
F13H8.3.1
C13C4.4.1
F30A10.14.1
K02B2.4a.1
B0336.2.3
T07H8.4a.1
F49D11.3a.1
F54C1.6.1
F43E2.1.1
Y17G7B.10b.3
F55A12.8.1
F53B3.2.1
F58E1.12.1
F32H2.1a.1
C35A5.8.1
ZK1127.9a.1
C08H9.7.1
T05A7.7.1
Y46G5A.30.1
F42C5.4a.1
Y50E8A.4a.1
T22B7.3.1
T28D6.2.1
Y19D10B.6.1
Y75B7AL.3.1
F35F11.2.1
H23N18.4.1
C44B11.3.1
F38A5.5.1
T06A10.3a.1
ZK185.3.1
B0496.1.1
F14H12.1.1
H05C05.1c.1
F38B7.5.1
K09E2.2a.1
F58E6.13c.1
H23L24.4.1
T08G11.5.2
C50B8.3.1
F26D10.8.1
ZC518.2.1
E01F3.1i.1
F34D10.3.1
C47E8.6.1
B0403.4.1
T25G3.3.1
ZK1010.4a.1
T28C6.4.1
Y41D4A.4e.2
F12E12.7.1
Y45G5AM.1a.2
F52C9.5.1
C56C10.8.2
F12D9.2.1
F48C1.5.1
F35F10.1.1
Y102A5C.4.1
T07F10.1a.1
Y81G3A.2.1
M04B2.7j.1
F28C12.2.1
M110.8b.1
R06B9.6.1
T27F7.1.2
F52B5.7.1
T01C8.1b.1
B0350.2f.1
F42H10.7b.1
Y45F10D.2.1
F52C6.10.1
ZK632.5.1
K11C4.2.1
T06D8.10.1
Y71G12B.25a.1
F13G3.3a.1
B0507.6.1
K08E7.9.1
Y43D4A.5a.1
Y41D4B.19b.1
F38A5.3a.1
K03C7.2a.1
C33A12.1.1
F38C2.2.1
F18A1.4a.1
Y4C6A.2d.2
R13F6.6c.1
R09D1.14.1
F08F1.1b.1
H05L03.3.2
F25H5.7.1
C25A1.4.2
ZK829.7.1
R10E4.6.1
F49E12.5a.1
T28H10.4.1
ZK524.2d.1
Y55F3AL.1b.1
K12H6.2.1
K06A5.8b.3
F53B1.6.1
ZC262.9.1
M176.8.1
ZK673.6.1
B0205.3.2
Y116A8C.32a.1
M199.7.1
Y105E8A.6.1
F36G9.7.1
C47B2.5.2
C54H2.1a.1
F14F11.1h.1
W02D9.4.1
Y102A5B.1.1
F27D4.4a.1
T23G11.3.1
F38B6.8.1
F08G5.3b.1
JC8.13a.2
F59B10.6.1
Y69H2.3b.1
W06D4.1.1
C35C5.10b.1
W04C9.4.1
F23F12.13.1
F42C5.2.1
T23F1.5.1
T06C12.9.1
C53A5.11.1
F30A10.2.1
C35D10.2.1
T25B6.7.1
C16A11.8.1
Y68A4B.1.1
F11E6.5.1
ZK816.1.1
E02H9.1.1
F54B11.2.1
C34H4.4.1
Y54G2A.73a.1
K07C11.9.1
C03G5.8.1
Y47D9A.2a.1
C04A2.3a.1
F36F12.2.1
T23B7.3a.1
F59B10.4a.1
C52D10.7.1
Y40H7A.10.1
Y39B6A.22.1
C54E10.4.1
Y42H9AR.4.2
C07B5.3.1
C34D4.9.1
Y111B2A.20a.1
W02A2.3a.1
C49A9.8.2
D1014.6.1
W03G9.10.1
F09B12.6.1
C08F1.10.1
Y5H2B.7.1
F47H4.9.1
F14F8.3.1
Y39A1A.7.2
C18G1.5.1
MTCE.21.1
C12D8.11.2
T23B5.3d.1
Y51H4A.17a.1
C48B4.3.1
F27C1.13.1
C43H8.2.2
Y48G10A.3.1
F19D8.2.1
B0391.4.1
C07G3.4.1
F49D11.11.1
Y49F6B.10.1
Y80D3A.5.1
Y39H10A.1.1
F46C5.2.1
C05C10.7.1
F09E10.3.1
F26G1.15.1
C41G11.3a.1
F41G3.21.1
Y59E9AL.1.1
C17G10.9e.1
ZK1037.1.1
Y18D10A.21.1
ZK632.1a.1
ZK1128.8b.1
F10G7.3.1
AC7.2c.1
F49A5.4b.1
C25B8.8.1
F36H5.2c.1
C54D1.2.1
T10B10.7.1
T19C3.1.1
ZK1058.5.1
K09B11.9a.1
T28F2.6.1
Y59E9AR.3.1
Y39A1A.15a.1
C32C4.3c.2
C28C12.5.1
F29G9.2a.1
C06E1.7.1
C13F10.1a.1
F37C12.14.1
F49E8.3b.1
C10A4.3.1
ZK418.9a.1
F37B4.4.1
C07F11.1.1
F15E6.2a.1
C32B5.4.1
F18E3.13.1
T09H2.1.1
Y71F9AR.3.1
Y38C1BA.3.1
C39D10.3a.1
C12D8.16.1
T06C12.10.1
Y64G10A.1.1
M163.2.1
ZK354.9.1
Y56A3A.36.1
F55A4.3.1
T20D3.6a.1
ZC434.6b.1
Y25C1A.1.1
W09G12.1.1
C12C8.3a.1
C29F3.4.1
F40F11.1.1
C49G7.8.1
C16E9.4a.1
K07C5.1.1
R10D12.13b.1
Y54E5A.6.1
C50B6.1.1
C27C12.6.1
F26D11.6.1
C32E12.3.1
Y50E8A.1.1
ZC410.2.1
ZK418.2a.1
F28D9.4.1
T28F4.4b.1
F27C1.2b.1
T27C10.8.1
T12G3.1a.2
C56E6.6.1
ZK899.1.1
F28B3.9.2
C06E7.3a.2
C01G8.4.1
F07B7.8.1
F36F2.6.1
Y75B7AR.1.1
C17H12.8.2
K10B4.4.1
F26D12.1a.1
H04M03.11.1
B0304.9.1
H20J04.4b.2
F14F8.4.1
ZK1005.1a.1
C48C5.3.1
F22F4.5.1
T09A5.1a.1
C17E4.20.1
T13C2.4.1
T02B11.4.1
Y44A6E.1b.1
T23D8.4.1
Y18H1A.3e.1
K03E5.1.1
F56B6.5d.1
Y53C12B.3b.1
F31F7.1a.1
