Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG3977	0.75	0.83333	15	18	3	4		Q20334,Q9GYF1,Q9XUN9,O44572	P36188	Q6DHP2,E9QH70,Q6DHL8,Q0P3Z4,A0A0R4IGX4,Q6IQ92,Q0D2W2,F1QCC0,Q6DHU6,Q5U3E9	P19237,P48788,P19429				Q20334,Q9GYF1,Q9XUN9,O44572	P36188	Q6DHP2,E9QH70,Q6DHL8,Q0P3Z4,A0A0R4IGX4,Q6IQ92,Q0D2W2,F1QCC0,Q6DHU6,Q5U3E9				
KOG3634	0.75	0.75	9	12	3	4		Q27371,H2KYL8,Q7Z072,K8ERV5	P19351	A8WGA6,Q8AVB1,Q9I8U9,B3DG30	P13805,P45379,P45378				Q27371,H2KYL8,Q7Z072,K8ERV5	P19351	A8WGA6,Q8AVB1,Q9I8U9,B3DG30				
KOG3735	0.625	0.46667	7	15	3	4		O01479,Q8I7M7	A0A0B4K6N4	E7F7X0,E7F062,E9QGR6,Q9PUQ6,A0A8M9PRG4	P29536,Q6P5Q4,Q0VAK6,P28289,Q9NZR1,Q9NYL9,Q9NZQ9				O01479	A0A0B4K6N4	E7F7X0,E7F062,E9QGR6,Q9PUQ6,A0A8M9PRG4				
KOG1003	0.5	0.53333	8	15	3	6		Q22866	P06754,P09491	P13104,F1R412,I3ISQ1,Q6IQD7,Q7SXW1	P06753,H0YKX5,K7ENT6,Q5TCU3	P17536,P40414	Q02088		Q22866	P06754,P09491	P13104,F1R412,I3ISQ1,Q6IQD7,Q7SXW1				
KOG0161	0.38333	0.43478	20	46	3	6		P02567,P12845,P12844,P02566,P10567,G5EBY3,Q21000,Q9XWR0,Q20641,O62244	P05661,Q99323,P35415,Q8INC3	A0A8M9QEC8,A0A0R4INI3,Q6IQX1,F1R3G4,A0A0R4J7R2,A2BGX6,B6IDE1,B8A569,F1R6C7,F1QVX3,E9QF07,F1QZW1	Q92614,Q8IUG5,P35580,P35749,Q9UKX3,Q7Z406,Q9Y2K3,P12882,Q9UKX2,P11055,Q9Y623,P13533,A7E2Y1,P12883,P13535,P35579,Q9Y6X6	P08964	Q9USI6,O14157		P02567,P12845,P12844,P02566,P10567,Q21000,Q9XWR0,O62244	P05661,Q99323,P35415	A0A8M9QEC8,A0A0R4INI3,Q6IQX1,A2BGX6,B6IDE1,B8A569,F1R6C7,F1QVX3,F1QZW1				
KOG1419	0.33333	0.16667	2	12	2	4		Q8MQC5,Q9GYM8,Q9XWG9	A1Z856	B0R0K2,E7FEC8,F1RB62	P51787,O43526,O43525,P56696,Q9NR82					A1Z856	B0R0K2				
KOG2611	0.25	0.25	1	4	1	4	Q5E911		Q9VI25	A0A0R4ILN3	Q9UBB6					Q9VI25					
KOG3533	0.25	0.16667	1	6	1	4		Q9Y0A1	P29993	F8W4B1	Q14643,Q14571,Q14573				Q9Y0A1						
KOG3623	0.25	0.2	1	5	1	4		G5EBU4	P28166	F1QMZ5	P37275,O60315						F1QMZ5				
KOG1701	0.25	0.07692	1	13	1	4		Q9U3F4	Q9VY77,Q9N675	A8DZE6,F1QC03,E7FFI0	Q96IF1,Q8WUP2,Q9UGP4,Q93052,Q15654,A6NIX2,Q15942				Q9U3F4						
KOG4579	0.25	0.25	1	4	1	4		Q21347	H0RNK3	A0A0R4IPB8	Q8TCA0					H0RNK3					
KOG3812	0.20833	0.2	2	10	2	4		A0A078BQJ0,O01661	M9PD84	Q2Q551,B0F0D0,B0F0D1	Q02641,Q08289,P54284,O00305				O01661		Q2Q551				
KOG0231	0.2	0.02703	1	37	1	5	Q6F6B5,Q9CAP2,O82174,Q8L7W4,Q9SFE3	Q22667	Q9VNZ8,Q9VN91,Q9VK29,Q8MLN3,Q9VT16,Q7JV09,A1ZB08,Q9VT14	Q4VBJ9,Q08CH7,A0A0M3HEM6,F1R2C3,A4QNV2,Q1ECU7,E7F2R3,A0A0R4IT36,Q566N4,F8W4K3	Q60I27,Q96Q42,Q9HDC5,Q9BR39,Q8WXH2,Q96JJ6,Q5T089,Q6PF18,Q8NDC4,Q5VZ52,P0C881,B2RC85,Q8WYR4				Q22667						
KOG0566	0.2	0.11111	1	9	1	5		G5ECL2	Q5U0V7		O43426,O15056	P40559,P50942,Q12271	O43001,Q9USQ6		G5ECL2						
KOG3336	0.14286	0.1	1	10	1	7	Q9FYA3	O62173	Q9V3U9	E7EZZ3,Q7ZVG4	Q96N28,Q9Y3B1	P35200,Q04006	O59707			Q9V3U9					
