Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG2965	0.83333	0.77778	7	9	5	6		A0A1X7RC97	O76895	E7F8R4,Q6PH54	P05089,P78540	P00812	P37818,Q10066		A0A1X7RC97	O76895	E7F8R4,Q6PH54		P00812	P37818,Q10066	
KOG1706	0.66667	0.66667	4	6	4	6	Q9SZX3		O97069	Q66I24	P00966	P22768	O94354			O97069	Q66I24		P22768	O94354	
KOG1504	0.4	0.4	2	5	2	5	O50039			E9QHD9	P00480	P05150	P31317				E9QHD9			P31317	
KOG1599	0.25	0.25	1	4	1	4	O04420		P16163	Q6DG85			O74409							O74409	
KOG4145	0.25	0.25	1	4	1	4				Q6DGA6	Q8N6M5	P25335	Q09913							Q09913	
KOG0534	0.25	0.22222	6	27	4	7	Q9ZNT1,P83291,P11832,P11035	O16522,Q9XWF1,O16521	A1ZBK6,Q4LDP7,Q9VWK8	Q0P487,Q502I6,A3KP77,Q6NYE6	Q9UHQ9,Q6BCY4,P00387,Q7L1T6,Q6IPT4,Q96HP4	Q04516,P38909,P36060,P38626,Q12746	O74557,O13809	P11832,P11035	O16522,O16521	Q4LDP7	Q0P487				
KOG2436	0.2	0.1	1	10	1	5	Q9SCL7,Q84JF4,B5X4Z4,Q3EBW2			E7FCP8	Q8N159	Q01217,P40360	P31318,O94330				E7FCP8				
KOG0238	0.16667	0.11111	1	9	1	6	O04983,Q42523	Q19842,O45430	Q9V9T5	A0A0R4IH35	Q96RQ3,P05165	P32528							P32528		
KOG1316	0.16667	0.25	2	8	1	6	Q9LEU8		Q9VLG9	F1RA91	P04424,H7C0S8	P04076	P40369,P50514							P40369,P50514	
KOG0535	0.16667	0.33333	2	6	1	4	P11832,P11035,Q9S850	Q9XTQ8	Q9VWP4		P51687			P11832,P11035							
KOG1186	0.125	0.05882	1	17	1	4	P0DO00,O23349,F4IAX0,F4IAX1,Q8H1H9,Q9M2B9,Q8L866,Q3EBM6,Q9STI4,Q8L742,Q9STI3			A0JMP5	P19801,O75106,Q16853		Q9P7F2,O42890							O42890	
KOG0370	0.09524	0.125	2	16	1	7	Q9LVW7,Q42601,P49077	Q18990	P05990	A2BGS3,U3JAV8	P31327,P27708,Q8NCL8	P07258,P03965,P07259	O60060,O94313,Q09794							O60060,O94313	
KOG1211	0.07143	0.06667	1	15	1	7	Q9FR37,A0A1P8B760,Q7XJJ7,Q9LI77,Q9LVH5,F4KCL7,F4K6N3	U4PC78	Q9VE09	F1QAJ4	Q9H0R6	P32528,Q03557	O94509,Q9URY4						P32528		
KOG1317	0.07143	0.09091	1	11	1	7	P93033,Q9FI53	O17214	Q8IPD2,Q9W3X6,Q9W3X5,Q9VTI5	Q7SX99	P07954	P08417	O94552	Q9FI53							
KOG0683	0.04082	0.09091	2	22	1	7	Q56WN1,Q8LCE1,Q9LVI8,Q9FMD9,Q8GXW5,Q43127,F4J9A0	P34497,O02225,Q9XVU2,Q9U307,Q95YD1	P20477,P20478	Q08CT3,Q7T2P7,Q29RF4,Q7ZVF2	P15104,Q5TDP6	P32288	Q09179	Q56WN1,Q9FMD9							
KOG0537	0.03571	0.0625	2	32	1	7	Q9FDW8,O48845,Q9ZNV4,Q9ZWT2,Q42342,O22704,P11832,P11035	G5EBI9,Q93315,Q9XVS0,O01816,Q20976	Q9V4N3,Q9VQY5,Q9VJC0,Q9VUZ3,Q8IRR0	Q567I9,A8WGS0,Q6NY41	Q6P9G0,O43169,P00167,Q7L5A8	P21147,P00175,P40312,Q03529	O94523,O94391,Q9USM6	P11832,P11035							
