Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG3018	0.875	0.8	4	5	4	4	Q7Y1Z8	Q20048		A3KP65	O95822,A0A087X1B8			Q7Y1Z8	Q20048		A3KP65	A0A087X1B8			
KOG0368	0.85714	0.81818	9	11	6	7	Q38970,F4I1L3	Q9XUC3,H2L0M0	A8DY67	F6P055	Q13085,O00763	Q00955,P32874	P78820	Q38970,F4I1L3	Q9XUC3,H2L0M0	A8DY67	F6P055		Q00955,P32874	P78820	
KOG2576	0.85714	0.85714	6	7	6	7	O80505	P52887	Q9W3V8	Q566T2	Q9BVK2	P40351	Q10479	O80505	P52887	Q9W3V8	Q566T2		P40351	Q10479	
KOG1771	0.85714	0.85714	6	7	6	7	Q94A15	G5EDN2	Q9VZM5	Q7SXZ1	Q92521	P30777	Q9USN0	Q94A15	G5EDN2	Q9VZM5	Q7SXZ1		P30777	Q9USN0	
KOG3495	0.85714	0.8	8	10	6	7	Q96253	P34539,O16298	Q9VXN2,Q9VH24	F8W3H2	Q5VTU8,P56381	P21306	P87316	Q96253	P34539,O16298	Q9VXN2,Q9VH24	F8W3H2		P21306	P87316	
KOG3366	0.85714	0.875	7	8	6	7	Q9FT52	Q17763	Q24251,A1ZAH1	Q6PC77	O75947	P30902	O94390	Q9FT52	Q17763	Q24251,A1ZAH1	Q6PC77		P30902	O94390	
KOG4665	0.85714	0.88889	8	9	6	7	P93298,P92547,P56758	P24888	P00850	Q9MIY5	P00846	P00854	P21535	P93298,P92547,P56758	P24888	P00850	Q9MIY5		P00854	P21535	
KOG1353	0.85714	0.9	9	10	6	7	P92549,P56757,F4IMB5	Q9XXK1,O45827	P35381	Q08BA1	P25705	P07251	P24487	P92549,P56757,F4IMB5	Q9XXK1,O45827	P35381	Q08BA1		P07251	P24487	
KOG1350	0.85714	0.9	9	10	6	7	P83484,Q9C5A9,P19366	P46561	Q05825,Q8T4C4	A8WGC6	P06576	P00830	P22068	P83484,Q9C5A9,P19366	P46561	Q05825,Q8T4C4	A8WGC6		P00830	P22068	
KOG3110	0.85714	0.85714	6	7	6	7	Q84MD8	Q21918	O76206	E7FE37	Q969G6	Q03778	O74866	Q84MD8	Q21918	O76206	E7FE37		Q03778	O74866	
KOG1393	0.85714	0.75	6	8	6	7	P54873	P54871	Q7K4Q9	A0A0R4IQG1	Q01581,P54868	P54839	P54874	P54873	P54871	Q7K4Q9	A0A0R4IQG1		P54839	P54874	
KOG2480	0.85714	0.88889	8	9	6	7	P14891,P43256	Q19207	P14773	A9JSZ0	P04035	P12683,P12684	Q10283	P14891,P43256	Q19207	P14773	A9JSZ0		P12683,P12684	Q10283	
KOG1448	0.85714	0.85	17	20	6	7	Q42581,Q42583,Q93Z66,Q680A5,O64888	Q6AHR3	Q9VT33	Q4KME9,Q08CA5	P60891,P11908,P21108	P32895,P38620,P38689,P38063,Q12265	P41831,O94413,P87171	Q42581,Q42583,Q93Z66,Q680A5,O64888	Q6AHR3	Q9VT33	Q4KME9,Q08CA5		P32895,P38620,P38689,P38063,Q12265	P41831,O94413,P87171	
