Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG3925	0.85714	0.875	7	8	6	7	Q6NLH7	Q10950	A1Z830	Q66ID3	Q5T280	P53336,Q04867	O13641	Q6NLH7	Q10950	A1Z830	Q66ID3		P53336,Q04867	O13641	
KOG1045	0.83333	0.85714	6	7	5	6	Q9C5Q8,F4JVP4	P34283	Q7K175	Q568P9	Q5T8I9		Q9UST9	Q9C5Q8,F4JVP4	P34283	Q7K175	Q568P9			Q9UST9	
KOG1880	0.8	0.8	4	5	4	5	Q9FIK2	O61817	Q9V7W9	A5PF58	Q12972			Q9FIK2	O61817	Q9V7W9	A5PF58				
KOG4508	0.8	0.8	4	5	4	5	B4F7N8	Q9NA34	Q8MLP8	A4QP78	Q9UKZ1			B4F7N8	Q9NA34	Q8MLP8	A4QP78				
KOG1817	0.8	0.8	4	5	4	5		O01326	Q7KNF1		Q9NRR4	Q02555	P22192		O01326	Q7KNF1			Q02555	P22192	
KOG2039	0.79167	0.66667	18	27	5	6	Q8VZG7,Q9FLT0	Q19328	Q9W0S7,P25823,Q9VCU7,A1Z9P1,A1ZAC4,Q9VE55,Q9VWS8,Q0E910	Q7ZT42,Q58EK5,Q1L981,F1R237,A6NAF9,E7FDW8,A0A8M1NXB8,F1R3C5	Q9BXT8,Q7KZF4,B5MCY1,Q9BXT4,Q8NAT2,O60522,Q8NHU6		Q9Y7U7	Q8VZG7,Q9FLT0	Q19328	Q9W0S7,P25823,Q9VCU7,A1Z9P1,A1ZAC4,Q9VE55,Q0E910	Q7ZT42,Q58EK5,Q1L981,F1R237,A6NAF9,E7FDW8,A0A8M1NXB8			Q9Y7U7	
KOG1882	0.75	0.71429	5	7	5	6	Q8W4D8,Q9ZQ27	P91125	Q9W5Q1	Q4V8W8	Q8TAD8	Q07930		Q8W4D8	P91125	Q9W5Q1	Q4V8W8		Q07930		
KOG1972	0.75	0.71429	5	7	5	6	Q9LSH4,F4J6D7	G5EG51	Q9VXW9	E7F365	Q9H7Z3		O42975	F4J6D7	G5EG51	Q9VXW9	E7F365			O42975	
KOG3967	0.75	0.8	4	5	3	4		Q9XW78	Q95RN0	Q7T297,A0A8M6Z6D8	Q8WUF8				Q9XW78	Q95RN0	Q7T297,A0A8M6Z6D8				
KOG1807	0.75	0.75	3	4	3	4		E9P860	Q9VCB7		Q9P2E3		O74465		E9P860	Q9VCB7				O74465	
KOG4334	0.75	0.75	3	4	3	4		U4PRH5	Q9V9V7	A2BEG3	Q8WYQ5				U4PRH5	Q9V9V7	A2BEG3				
KOG1042	0.75	0.6	6	10	3	4		P90786	Q7PLK0,O76922,Q9VKM1	Q8UVX0,A2CEI6	Q96J94,Q8TC59,Q7Z3Z3,Q7Z3Z4				P90786	Q7PLK0,O76922,Q9VKM1	Q8UVX0,A2CEI6				
KOG0701	0.74074	0.6	9	15	5	6	Q9SP32,Q3EBC8,Q9LXW7,P84634,Q9LTQ0,Q9FKF0,Q0WVZ1,A0A1P8B4K5,A0A1P8B7F5	P34529	Q9VCU9,A1ZAW0	Q6TV19	Q9UPY3		Q09884	Q3EBC8,P84634,Q9FKF0,A0A1P8B4K5	P34529	Q9VCU9,A1ZAW0	Q6TV19			Q09884	
KOG1804	0.7	0.6	9	15	3	4	Q8GYD9		Q6J5K9,A1ZAP7,A1Z9K0,Q9VUH9	Q6NYU2,Q1LXK4,Q1LXK5,E7FAV9,X1WF29	Q8WUE5,Q9BYK8,P42694,Q9BXT6,Q9HCE1			Q8GYD9		Q6J5K9,A1ZAP7,A1Z9K0,Q9VUH9	Q6NYU2,Q1LXK4,Q1LXK5,E7FAV9				
KOG1041	0.67857	0.70732	29	41	5	6	Q9XGW1,O04379,Q9SHF3,Q9SHF2,Q9ZVD5,Q9SJK3,O48771,Q9C793,Q3E984,Q84VQ0	O61931,Q21691,P34681,Q21770,O62275,Q09249,G5EEH0,G5EES3,Q86NJ8,A0A0U1RML5,O16720,Q9TXN7,G5ED77,A0A0T7CIX3,Q9XVI3,Q17600,Q9XVF1,D9N120,H2KZD5,Q9N585,Q21772	Q9VUQ5,Q7JWH6,Q32KD4	A3KPK0,X1WG39	Q9UL18,Q9UKV8,Q9H9G7,Q9HCK5		O74957	O04379,O48771,Q9C793,Q3E984,Q84VQ0	O61931,Q21691,P34681,Q21770,O62275,Q09249,G5EEH0,G5EES3,Q86NJ8,A0A0U1RML5,O16720,Q9TXN7,G5ED77,A0A0T7CIX3,Q9XVI3,Q9XVF1,D9N120,H2KZD5,Q9N585	Q9VUQ5,Q32KD4	A3KPK0,X1WG39			O74957	
KOG2295	0.66667	0.66667	4	6	4	6	Q9ZVD0	Q966L5	Q9V9K7	Q66I22	Q9BXP5		O94326		Q966L5	Q9V9K7	Q66I22			O94326	
KOG1881	0.65	0.5	4	8	4	5	B7SY83,Q0WW94,O22964,F4HUY1	P34648	E2QCZ5	E7F3T1	Q9BWU0			Q0WW94	P34648	E2QCZ5	E7F3T1				
KOG0121	0.57143	0.5	4	8	4	7	Q9XFD1	Q93594	Q9V3L6	Q8JGR6	A6PVI3,P52298	Q08920	Q9P383		Q93594	Q9V3L6	Q8JGR6		Q08920		
KOG0542	0.55	0.36364	4	11	4	5	Q8W566	Q10905,O44406,Q9TZZ9,Q94285		Q502M8,Q503G0	Q8IV48,A8K979,O43414		Q08I43	Q8W566	O44406		Q503G0			Q08I43	
KOG1845	0.5	0.53846	7	13	2	4	Q84WV6,Q5FV35,F4KAF2,F4K2G3,Q56Y74,F4JRS4	Q23243		Q68EG7,A0A0R4ITL2	Q86VD1,Q9Y6X9,Q14149,Q8TE76			Q84WV6,Q5FV35,F4KAF2,F4K2G3,Q56Y74,F4JRS4	Q23243						
KOG1104	0.5	0.57143	4	7	3	6	Q9SIU2	O01763	Q7K4N3,Q4V551		Q09161	P34160	O14253		O01763	Q7K4N3,Q4V551			P34160		
KOG2471	0.5	0.5	2	4	2	4	Q93ZI7		Q9V3G6	Q08CL8	Q9H9A5					Q9V3G6	Q08CL8				
