Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG0847	0.83333	0.71429	5	7	4	4		G5EGE2	Q9NHP8	F1RAI4,A0A0R4IY89	P78426,Q9C056,A6NJ46				G5EGE2	Q9NHP8	F1RAI4,A0A0R4IY89	A6NJ46			
KOG4800	0.83333	0.8	8	10	4	4		Q19430	M9PGC0	Q8UUS8,Q8UUT3,Q8UUT6,Q8UUT4,Q8UUT0	P51674,P60201,B7Z613				Q19430	M9PGC0	Q8UUS8,Q8UUT3,Q8UUT6,Q8UUT4,Q8UUT0	B7Z613			
KOG0527	0.81878	0.63265	31	49	6	6		Q8T3B9,Q21305,Q20201,A0A1N7SZG1	Q24533,P40656,P40657,M9PCG2,M9PFG6,Q9VA17,M9PCZ7	Q32PP9,Q6DGL6,Q2Z1R2,Q6P0E1,Q6EJB7,Q9DDD7,Q7SZS1,Q6RVD7,Q7SZW4,Q6TEN5,Q5PQZ5,Q9DFH1,Q90XD1,A0A0R4ITJ3,Q6P0Z4,E7F9I2,Q9I9C8,Q9DFH2	C9JSJ3,P56693,P35716,O15370,O95416,O60248,Q9H6I2,P35713,O00570,Q9Y651,P48431,O94993,P41225,Q06945,Q9BT81,P57073,P48436,A0A0A6YYK5	P25042	P0CY17		Q8T3B9,Q21305,Q20201,A0A1N7SZG1	Q24533,P40656,P40657,M9PCG2,M9PFG6,M9PCZ7	Q32PP9,Q6DGL6,Q2Z1R2,Q6P0E1,Q6EJB7,Q9DDD7,Q7SZS1,Q6RVD7,Q7SZW4,Q6TEN5,Q5PQZ5,Q9DFH1,Q90XD1,A0A0R4ITJ3,Q6P0Z4,E7F9I2,Q9I9C8,Q9DFH2	A0A0A6YYK5	P25042	P0CY17	
KOG3107	0.8	0.5	4	8	4	5	O82162	O17670	Q05201	Q66HX1	Q99502,O00167,Q99504,O95677			O82162	O17670	Q05201	Q66HX1				
KOG1917	0.8	0.66667	4	6	4	5	Q5S2C4	P55163	P55162	B0S6R1	Q9Y2A7,P55160			Q5S2C4	P55163	P55162	B0S6R1				
KOG3534	0.8	0.71429	5	7	4	5	Q5S2C3	O44518	Q9VF87	Q90YM8,A5A5E1	Q7L576,Q96F07			Q5S2C3	O44518	Q9VF87	Q90YM8,A5A5E1				
KOG4758	0.8	0.75	6	8	5	5	Q93ZW4,Q93XX0	O76687	Q9U1M2	Q1LY80,A3KNK1	A0PK00,Q9BXJ8			Q93XX0	O76687	Q9U1M2	Q1LY80,A3KNK1	A0PK00			
KOG3266	0.8	0.8	4	5	4	5	A0JQ11	P34452	Q9VFR1	Q1LU93	Q9NX38			A0JQ11	P34452	Q9VFR1	Q1LU93				
KOG0843	0.8	0.73333	11	15	4	4		G5ECT8,P20269,P20270,P34663	P18488,Q9VFQ3,Q9VEA3	Q804S6,Q801E0,Q801E1	Q04741,Q04743,A8MTQ0,Q5SQQ9,Q9UIW0				G5ECT8,P20269,P20270,P34663	P18488,Q9VFQ3,Q9VEA3	Q804S6,Q801E0,Q801E1	A8MTQ0			
KOG0485	0.79167	0.75	9	12	4	4		P56407,Q18533	Q9VEI9,Q9VFK4,Q8MZ02	Q504H8,U3JAS7,B7ZD71,F1QTJ6	Q9NP08,A2RU54,A6NHT5				P56407,Q18533	Q9VEI9,Q9VFK4,Q8MZ02	Q504H8,U3JAS7	A2RU54,A6NHT5			
KOG3858	0.775	0.6087	14	23	4	4		O44516,G5EEE7,Q9U3M2,Q19475	Q9V4E1	P79727,P79728,O73874,Q6PGZ9,Q90YC5,Q90Z33,O93431,Q90Z32	P20827,O43921,P52797,P52798,P52803,P98172,P52799,Q15768,Q9BVV8,B4DXG7				O44516,G5EEE7,Q9U3M2,Q19475	Q9V4E1	P79727,P79728,O73874,Q6PGZ9,Q90YC5,Q90Z33,O93431,Q90Z32	B4DXG7			
KOG2537	0.75	0.71429	5	7	5	6	P57750	Q19680	Q9VTZ4		O95394	P38628	Q09687,Q09770	P57750	Q19680	Q9VTZ4			P38628	Q09687	
KOG2824	0.75	0.27778	5	18	3	4	Q9LH89,Q9FLE8,Q9M1J3,Q9FNG2,Q9FFZ0,Q9M031,Q9FGG8,Q9ZVB8,Q9SGW5,Q9LZC2,Q9ZSB9,Q9LPI8,F4J7G2	Q9N3V8	Q9VNL4,Q9W4S1		A8MXD5,A6NFK2				Q9N3V8	Q9VNL4,Q9W4S1		A8MXD5,A6NFK2			
KOG2611	0.75	0.75	3	4	3	4	Q5E911		Q9VI25	A0A0R4ILN3	Q9UBB6			Q5E911		Q9VI25	A0A0R4ILN3				
KOG3932	0.75	0.77778	7	9	3	4		Q22695	Q9V3H5	Q6DEG2,F1Q6W4,B3DH98,Q568S1,A0A8M2BHE6	Q15078,Q13319				Q22695	Q9V3H5	Q6DEG2,F1Q6W4,B3DH98,Q568S1,A0A8M2BHE6				
KOG0662	0.75	0.75	3	4	3	4		G5ECH7	P48609	Q9DE44	Q00535				G5ECH7	P48609	Q9DE44				
KOG0850	0.75	0.64706	11	17	3	4		Q9U1R1,Q18273	P20009	Q98875,P50574,Q98876,Q01702,Q98879,Q98878,P50576,Q98877	P56177,Q07687,O60479,Q92988,P56178,P56179				Q9U1R1,Q18273	P20009	Q98875,P50574,Q98876,Q01702,Q98879,Q98878,P50576,Q98877				
KOG0774	0.75	0.6	6	10	3	4		Q45EK2,P41779,Q19503	P40427	F1QSY5,Q9PW77	P40424,P40425,P40426,Q9BYU1				Q45EK2,P41779,Q19503	P40427	F1QSY5,Q9PW77				
KOG3701	0.75	0.71429	20	28	3	4		F5GUE5,Q95QI7,Q21733,Q02330,P45896,P45897,G5EDS9	P42003,Q5U110,O62609,O96660	Q9I8V2,Q9I9P9,Q9W7E7,B1PS59,F1QXZ9,A0A8M1N9U9,Q8AY15,E7FFZ5,Q1L8Y3	Q15797,Q15796,P84022,Q13485,Q99717,O43541,O15105,O15198				F5GUE5,Q95QI7,Q21733,Q02330,P45896,P45897,G5EDS9	P42003,Q5U110,O62609,O96660	Q9I8V2,Q9I9P9,Q9W7E7,B1PS59,F1QXZ9,A0A8M1N9U9,Q8AY15,E7FFZ5,Q1L8Y3				
KOG3993	0.75	0.71429	5	7	3	4		G5EFY4	Q9V3B8,A0A0B4KH20	Q6P0F9,Q7T3H2	Q01101,Q96T92				G5EFY4	Q9V3B8,A0A0B4KH20	Q6P0F9,Q7T3H2				
KOG1836	0.75	0.4	8	20	3	4		Q21313,Q18823,G5ECE3	Q00174,P15215,Q8IP51	Q1LVF0,F1QPJ1	Q7Z3E2,Q5M9N0,P25391,P24043,Q16787,Q16363,O15230,P11047,Q13753,Q9Y6N6,Q9Y2I2,O75445				Q21313,Q18823,G5ECE3	Q00174,P15215,Q8IP51	Q1LVF0,F1QPJ1				
KOG3805	0.75	0.5	5	10	3	4		A8WFJ9	P29775	F1QFB6,Q78AM8,F1QF97	O95238,P17947,Q01892,Q8N5J4,M0R3H8				A8WFJ9	P29775	F1QFB6,Q78AM8,F1QF97				
KOG3559	0.75	0.66667	4	6	3	4		P90953	P05709	Q98SJ5,C1JIE2	P81133,Q14190				P90953	P05709	Q98SJ5,C1JIE2				
KOG4577	0.75	0.6	3	5	3	4		P20271	M9PD53	B0S5S7	Q9UBR4,Q969G2				P20271	M9PD53	B0S5S7				
KOG0493	0.75	0.75	6	8	3	4		P34326	P02836	Q04896,P09015,P31533,Q5BJ08	Q05925,P19622				P34326	P02836	Q04896,P09015,P31533,Q5BJ08				
KOG0695	0.75	0.6	3	5	3	4		Q19266	A1Z9X0	Q90XF2	P41743,Q05513				Q19266	A1Z9X0	Q90XF2				
KOG3562	0.75	0.71429	5	7	3	4		P34683	P32028,P32029	O93312,O73779	Q99853,Q5VYV0				P34683	P32028,P32029	O93312,O73779				
KOG4395	0.75	0.81818	9	11	3	4		Q10574	Q9Y0A7,P48987,P41894,Q0IGT4	Q8AW52,A0A8M9Q9E7,B0R059,B3DH94	Q92858,Q8N100				Q10574	Q9Y0A7,P48987,P41894,Q0IGT4	Q8AW52,A0A8M9Q9E7,B0R059,B3DH94				
KOG3913	0.75	0.61224	30	49	3	4		Q27886,Q10459,P34888,P34889,G5EG05	P28465,P40589,P28466,Q9VFX1,P09615,Q9VM26,Q9VM25	P43446,Q801F7,O73864,P24257,Q92048,P47793,Q92050,P51028,P51029,F1Q5B7,F1R205,B6V3E1,Q4JLT0,A5WVL3,Q9I9I2,E7FBM9,B6V3E2,B0LK22	Q9GZT5,O00744,O96014,Q9UBV4,P04628,Q93097,P09544,P56704,P56703,P56705,P41221,Q9H1J7,Q9Y6F9,O00755,P56706,Q9H1J5,Q93098,O14904,O14905				Q27886,Q10459,P34888,P34889,G5EG05	P28465,P40589,P28466,Q9VFX1,P09615,Q9VM26,Q9VM25	P43446,Q801F7,O73864,P24257,Q92048,P47793,Q92050,P51028,P51029,F1Q5B7,F1R205,B6V3E1,Q4JLT0,A5WVL3,Q9I9I2,E7FBM9,B6V3E2,B0LK22				
KOG4154	0.75	0.6	3	5	3	4		Q9N3B0	Q9XZ63	A4QNW4	Q49AH0,P55145				Q9N3B0	Q9XZ63	A4QNW4				
KOG3592	0.75	0.66667	8	12	3	4		P91859,Q18494,A9UJN7	Q9W596	B2ZZ14,A0A140LH51,B0S6B4,X1WDB0	Q8N9W4,P78559,P46821,Q66K74				P91859,Q18494,A9UJN7	Q9W596	B2ZZ14,A0A140LH51,B0S6B4,X1WDB0				
KOG3960	0.75	0.5	4	8	3	4		P22980	P22816	Q6VNZ9,Q90477	P13349,P23409,P15172,P15173				P22980	P22816	Q6VNZ9,Q90477				
KOG4215	0.75	0.75	6	8	3	4		O02151,O45666,O44960,P91829	P49866	F1QM73	P41235,Q14541				O02151,O45666,O44960,P91829	P49866	F1QM73				
KOG3576	0.75	0.57143	4	7	3	4		G5EDU6	P51521	F8W4G4,E9QH99	O14753,Q9BRP0,O00110				G5EDU6	P51521	F8W4G4,E9QH99				
KOG3563	0.75	0.57143	4	7	3	4		Q17381	P14734	Q07342,Q6P0C9	P55317,Q9Y261,P55318				Q17381	P14734	Q07342,Q6P0C9				
KOG3779	0.75	0.66667	4	6	3	4		P34522	P29617	F1QAE1,D2DHG1	Q92786,Q3B8N5				P34522	P29617	F1QAE1,D2DHG1				
KOG0790	0.75	0.6	3	5	3	4		G5EC24	P29349	E7F3D4	Q06124,P29350				G5EC24	P29349	E7F3D4				
KOG1428	0.75	0.75	3	4	3	4		Q17551	Q9NB71	F1RD40	O75592				Q17551	Q9NB71	F1RD40				
KOG1024	0.75	0.83333	5	6	3	4		G5EGT9	Q27324,Q9V422,Q7JQT0	E7FAI5	P34925				G5EGT9	Q27324,Q9V422,Q7JQT0	E7FAI5				
KOG4222	0.75	0.54545	6	11	3	4		G5EBF1	Q9VPZ7,Q9W213,M9PC46	F1RE66,F1QFK4	Q8IVU1,Q9Y6N7,Q9HCK4,Q96MS0,Q8WZ75				G5EBF1	Q9VPZ7,Q9W213,M9PC46	F1RE66,F1QFK4				
KOG3611	0.75	0.58333	28	48	3	4		Q17330,Q95XP4,Q9TYS4	Q24322,Q24323,Q9VTT0,Q7KK54,A0A0B4KG38	Q9W7J1,Q9W686,Q9W6G6,Q9YHX4,A0A8M1NJX9,E7F6C0,F1R9L1,F1QU86,Q1LYS1,F1QF70,M9MM97,F1Q5G8,E7F898,A0A8M1Q1V7,A0A286Y9T7,E7FBE1,F1R501,F1QPQ6,E3W9A6,B8JMB1	Q14563,Q13214,Q99985,O95025,O15041,Q13275,Q9NS98,Q9H3S1,Q9NPR2,Q9C0C4,Q92854,O95754,Q9NTN9,Q13591,Q9P283,Q9H2E6,Q9H3T3,Q9H3T2,Q8NFY4,O75326				Q17330,Q95XP4,Q9TYS4	Q24322,Q24323,Q9VTT0,Q7KK54,A0A0B4KG38	Q9W7J1,Q9W686,Q9W6G6,Q9YHX4,A0A8M1NJX9,E7F6C0,F1R9L1,F1QU86,Q1LYS1,F1QF70,M9MM97,F1Q5G8,E7F898,A0A8M1Q1V7,A0A286Y9T7,E7FBE1,F1R501,F1QPQ6,E3W9A6,B8JMB1				
KOG0577	0.75	0.625	5	8	3	4		P46549	Q0KHQ5	X1WD79,A0A8M3B289,X1WGA8	Q7L7X3,Q9UL54,Q9H2K8				P46549	Q0KHQ5	X1WD79,A0A8M3B289,X1WGA8				
