Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG2012	0.90476	0.83333	10	12	7	7	P93028,P92974	Q27481	Q8T0L3	A0A8M9PY01,A0A8M2B975,E7EYF3	P22314,A0AVT1,P41226	P22515	O94609	P93028,P92974	Q27481	Q8T0L3	A0A8M9PY01,A0A8M2B975,E7EYF3	A0AVT1	P22515	O94609	
KOG2165	0.85714	0.85714	6	7	6	7	Q8H1U5	P34514	Q9W1E5	A0A0R4ISV4	Q9UJX6	Q12440	Q874R3	Q8H1U5	P34514	Q9W1E5	A0A0R4ISV4		Q12440	Q874R3	
KOG1126	0.85714	0.875	7	8	6	7	Q06AN9,Q8LGU6	Q9N593	Q9VS37	F1Q5X3	P30260	P38042	P10505	Q06AN9,Q8LGU6	Q9N593	Q9VS37	F1Q5X3		P38042	P10505	
KOG0734	0.85714	0.88889	8	9	6	7	O80983,Q9FGM0	P54813	F3YDF1	E7EZJ5,A0A0R4IJC7	Q96TA2	P32795	O59824	O80983,Q9FGM0	P54813	F3YDF1	E7EZJ5,A0A0R4IJC7		P32795	O59824	
KOG0803	0.85714	0.85714	6	7	6	7	Q9FGI1	Q65XX2	Q9VW09	E7F4K2	O94822	Q04781	O74349	Q9FGI1	Q65XX2	Q9VW09	E7F4K2		Q04781	O74349	
KOG0314	0.85714	0.90909	10	11	6	7	B9DFV2,F4JP52	O62235	Q9XZ21	I3IS00,E7FBB1,Q6P2V0,A0A0R4ITK7	Q7Z6E9	P35728	O94264	B9DFV2,F4JP52	O62235	Q9XZ21	I3IS00,E7FBB1,Q6P2V0,A0A0R4ITK7		P35728	O94264	
KOG0728	0.85714	0.9	9	10	6	7	Q9C5U3,Q94BQ2	Q9XTT9,Q8MXF1	O18413,Q9VA54	Q6AZC1	P62195	Q01939	P41836	Q9C5U3,Q94BQ2	Q9XTT9,Q8MXF1	O18413,Q9VA54	Q6AZC1		Q01939	P41836	
KOG2908	0.85714	0.875	7	8	6	7	Q8RWF0,Q8GYA6	Q22253	Q7KMP8	Q7ZU69	H0YD73	Q04062	Q9US13	Q8RWF0,Q8GYA6	Q22253	Q7KMP8	Q7ZU69		Q04062	Q9US13	
KOG0863	0.85714	0.88889	8	9	6	7	P34066,O23712	O44156	P12881,Q9VK14	Q6DGX8	P25786	P40302	O14250	P34066,O23712	O44156	P12881,Q9VK14	Q6DGX8		P40302	O14250	
KOG0181	0.85714	0.77778	7	9	6	7	O23708,Q8L4A7	Q27488	P40301	Q4VBR8	Q0VF49,P25787	P23639	O94579	O23708,Q8L4A7	Q27488	P40301	Q4VBR8		P23639	O94579	
KOG0184	0.85714	0.85714	6	7	6	7	O23715	Q09583	Q9V5C6	Q4V918	P25788	P21242	O59770	O23715	Q09583	Q9V5C6	Q4V918		P21242	O59770	
KOG0178	0.85714	0.88889	8	9	6	7	O81148,F4JJE5	Q9N599	Q9VA12,P18053	Q7ZV77	P25789	P23638	Q09682	O81148,F4JJE5	Q9N599	Q9VA12,P18053	Q7ZV77		P23638	Q09682	
KOG0176	0.85714	0.875	7	8	6	7	O81149,Q42134	Q95008	Q95083	Q6TGV6	P28066	P32379	Q9UT97	O81149,Q42134	Q95008	Q95083	Q6TGV6		P32379	Q9UT97	
KOG0182	0.85714	0.9	9	10	6	7	O81146,O81147	O17586	Q9XZJ4	Q6GQM3,Q7SXN6,Q6DGY8	P60900	P21243	O94517	O81146,O81147	O17586	Q9XZJ4	Q6GQM3,Q7SXN6,Q6DGY8		P21243	O94517	
KOG0183	0.85714	0.81818	9	11	6	7	P30186,O24616	Q95005	P22769,Q24178,Q27575	Q6P0I2	O14818,Q8TAA3	P40303	Q10329	P30186,O24616	Q95005	P22769,Q24178,Q27575	Q6P0I2		P40303	Q10329	
KOG0179	0.85714	0.85714	6	7	6	7	P42742	P34286	P40304	Q6DRF3	P20618	P23724	Q9UQY2	P42742	P34286	P40304	Q6DRF3		P23724	Q9UQY2	
KOG0177	0.85714	0.9	9	10	6	7	O23714,O24633	P91477	Q9VQE5,Q8T8U1,Q9VJJ0	Q6DHI9	P49721	P22141	Q09720	O23714,O24633	P91477	Q9VQE5,Q8T8U1,Q9VJJ0	Q6DHI9		P22141	Q09720	
KOG0185	0.85714	0.85714	6	7	6	7	Q7DLR9	P90868	Q9VNA5	A8E7N8	P28070	P30657	Q9USQ9	Q7DLR9	P90868	Q9VNA5	A8E7N8		P30657	Q9USQ9	
KOG0174	0.85714	0.77778	7	9	6	7	Q8LD27	Q966I8	A0AQH0	Q9PUS6,Q9PUS3	P28072,P28065	P38624	O43063	Q8LD27	Q966I8	A0AQH0	Q9PUS6,Q9PUS3		P38624	O43063	
KOG0173	0.85714	0.83333	10	12	6	7	O23710,Q7DLS1	O62102	Q9VUJ1,Q9W470,Q8T915	F1QR78,Q1LWY1	P40306,Q99436	P25043	Q09841	O23710,Q7DLS1	O62102	Q9VUJ1,Q9W470,Q8T915	F1QR78,Q1LWY1		P25043	Q09841	
KOG1556	0.85714	0.875	7	8	6	7	O24412,Q9C774	O61792	P26270	Q7ZYX7	P51665	Q08723	O74440	O24412,Q9C774	O61792	P26270	Q7ZYX7		Q08723	O74440	
KOG2884	0.85714	0.875	7	8	6	7	P55034	O61742	P55035	Q561Y1,Q6IQC6	P55036	P38886	O94444	P55034	O61742	P55035	Q561Y1,Q6IQC6		P38886	O94444	
KOG0425	0.85714	0.8125	13	16	6	7	Q42541,Q42540,F4IWU7	P34477,Q95XN7	Q8SYG3,Q9VUR4,Q9VFR8	Q6DHH9,Q803V7,Q7ZVK2	P62253,P49427,Q712K3	P14682	Q9Y818	Q42541,Q42540,F4IWU7	P34477,Q95XN7	Q8SYG3,Q9VUR4,Q9VFR8	Q6DHH9,Q803V7,Q7ZVK2		P14682	Q9Y818	
KOG0419	0.85714	0.76923	10	13	6	7	P25865,P42745,P42746	P52478	P25153	Q789K9,Q6DGE1,Q803M4	P49459,P63146,Q5VVX9	P06104	P23566	P25865,P42745,P42746	P52478	P25153	Q789K9,Q6DGE1,Q803M4		P06104	P23566	
KOG0418	0.85714	0.90909	10	11	6	7	Q9FI61	P52484,Q18288,Q17720,Q9TZ69,H8W3X5	P52486	Q5PR60	P61086	P21734	O74810	Q9FI61	P52484,Q18288,Q17720,Q9TZ69,H8W3X5	P52486	Q5PR60		P21734	O74810	
KOG0416	0.85714	0.9	9	10	6	7	P42748,P42749,P42750	Q9N2W9	Q7JW03,Q9VGD6	Q7ZUF3	P62256	P28263	Q9P7R4	P42748,P42749,P42750	Q9N2W9	Q7JW03,Q9VGD6	Q7ZUF3		P28263	Q9P7R4	
KOG1415	0.85714	0.8	8	10	6	7	Q8GWE1	Q8MNY0,Q9UAV3,Q965V9	P35122	Q504C0	P09936,P15374	P35127	Q10171	Q8GWE1	Q8MNY0,Q9UAV3,Q965V9	P35122	Q504C0		P35127	Q10171	
KOG0942	0.85714	0.85714	6	7	6	7	Q8RWB8	O17736	Q9W196	Q1LY19	Q15386	P53119	Q1K9C4	Q8RWB8	O17736	Q9W196	Q1LY19		P53119	Q1K9C4	
KOG3341	0.85714	0.85714	6	7	6	7	Q5M759	Q18258	Q9VD72	Q5U3V9	Q96H20	Q12483	O94663	Q5M759	Q18258	Q9VD72	Q5U3V9		Q12483	O94663	
KOG4068	0.85714	0.85714	6	7	6	7	Q8VZC9	Q9U354	Q7JXV9	Q6NWF4	Q9BRG1	P47142	O74967	Q8VZC9	Q9U354	Q7JXV9	Q6NWF4		P47142	O74967	
KOG2760	0.85714	0.85714	6	7	6	7	Q9FF81	Q19519	Q9VU87	Q7ZVK4	Q86VN1	Q06696	O43038	Q9FF81	Q19519	Q9VU87	Q7ZVK4		Q06696	O43038	
KOG3473	0.85714	0.9	9	10	6	7	Q9FIG0	Q23153,B1Q256,Q9BKS1	Q7JWD6	Q502M9,Q66IB1	Q15369	Q03071	Q9USX9	Q9FIG0	Q23153,B1Q256,Q9BKS1	Q7JWD6	Q502M9,Q66IB1		Q03071	Q9USX9	
KOG1858	0.83333	0.83333	5	6	5	6	Q9FFF9	O18191	Q9VXV3		Q9H1A4	P53886	Q9URV2	Q9FFF9	O18191	Q9VXV3			P53886	Q9URV2	
KOG1173	0.83333	0.83333	5	6	5	6	B3DNN5	G5EG38	Q9VCN6		Q13042	P09798	P41889	B3DNN5	G5EG38	Q9VCN6			P09798	P41889	
KOG0745	0.83333	0.9	9	10	5	6	Q9FK07,F4K7F6,Q66GN9	Q65XY4,P90788	Q9VDS7	E7F9J1,Q66HW5	O76031	P38323		Q9FK07,F4K7F6,Q66GN9	Q65XY4,P90788	Q9VDS7	E7F9J1,Q66HW5		P38323		
KOG3394	0.83333	0.75	6	8	5	6	Q8GWH3	Q9NF22,Q09396	Q9VKC7		Q96DZ1,Q13438	Q99220	Q9UTC8	Q8GWH3	Q9NF22,Q09396	Q9VKC7			Q99220	Q9UTC8	
KOG1140	0.83333	0.77778	7	9	5	6	F4KCC2	P91133	Q9VX91		Q8IWV7,Q8IWV8	P19812,Q07963	O13731,O60152	F4KCC2	P91133	Q9VX91			P19812,Q07963	O13731,O60152	
KOG0175	0.83333	0.75	9	12	7	7	O23717,Q9LIP2	Q9XUV0	Q8INY4,Q7K148,Q9W1S5	O57330	A5LHX3,P28074,P28062	P30656	P30655	O23717	Q9XUV0	Q8INY4,Q7K148,Q9W1S5	O57330	A5LHX3	P30656	P30655	
KOG0687	0.83333	0.83333	5	6	5	6	Q93Y35	Q20585	Q9V3G7		C9J0E9	Q06103	Q10335	Q93Y35	Q20585	Q9V3G7			Q06103	Q10335	
KOG2778	0.83333	0.81818	9	11	5	6	Q9FFF2,O04482	Q09444	Q7K5N4,Q9VYQ3,Q9XZ61	A1L2G3,Q6NWL6	Q92560,Q9Y5K5		Q9UUB6	Q9FFF2,O04482	Q09444	Q7K5N4,Q9VYQ3,Q9XZ61	A1L2G3,Q6NWL6			Q9UUB6	
KOG0321	0.83333	0.71429	5	7	5	6	Q94C55	Q22059	Q24371	Q5RHI5	Q9NZJ0,A6NE52		Q10990	Q94C55	Q22059	Q24371	Q5RHI5			Q10990	
KOG2422	0.83333	0.83333	5	6	5	6	O80734	P90919	Q9Y109		Q9BQ70	Q05468	O13796	O80734	P90919	Q9Y109			Q05468	O13796	
KOG2659	0.82857	0.83333	10	12	6	7	Q84WK5,Q8GYP0,Q9LNE1,F4K250,F4I7D4	Q9UAU3	Q8SZN4,Q9VWS1	Q6PC55	Q9NWU2	P40208	Q10446	Q84WK5,Q8GYP0,F4K250,F4I7D4	Q9UAU3	Q8SZN4,Q9VWS1	Q6PC55		P40208	Q10446	
KOG1816	0.82143	0.8	8	10	6	7	A8MQW3,Q9SVK0,Q6NLS0,A0A1P8B7F5	Q19584	Q9VTF9	Q6DRD5	Q92890	P53044	O42915	A8MQW3,Q6NLS0,A0A1P8B7F5	Q19584	Q9VTF9	Q6DRD5		P53044	O42915	
