Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG3643	0.77778	0.68	17	25	4	4		G5ECJ0,O18276,G5ECD3,Q9U2E2	Q08832,P25123	A0A0A0MPE6,B3DIE5,A0A8M1RQZ2,F1QX34,Q5TZ16,A0A8M9QPJ3,A0A8M2BDH7,F1Q4Y6,F1QPW7,F1QZB5	P18505,P47870,P28472,O14764,O00591,P24046,P28476,A8MPY1,Q9UN88				G5ECJ0,O18276,G5ECD3,Q9U2E2	Q08832,P25123	A0A0A0MPE6,B3DIE5,A0A8M1RQZ2,F1QX34,Q5TZ16,A0A8M9QPJ3,A0A8M2BDH7,F1Q4Y6,F1QPW7,F1QZB5	A8MPY1			
KOG3645	0.7619	0.78261	72	92	4	4		G5EG88,P48181,P54244,O76554,Q23022,Q9N587,Q27218,P48182,Q93149,P54246,P34271,P54245,G5ECT0,Q19351,G5EDF1,Q23355,G5EG72,G5EGR1,O16426,Q93329,Q22079,Q22085,Q22081,Q22083,Q17511,O61519,Q6F6K3,Q9N4M3,Q4R170,G5EE87,Q95Y94,Q4W520,Q9N4R6,B1Q281,Q17999,H2KML8,Q9NAM5,A5JYS3,H2KZY7,Q6BEQ0,O61520,Q9XTY8,Q9GUF0,O61216,O44452,Q93323,Q22084,O18228,Q22080,O44497	P09478,P17644,P04755,P25162,Q9VPQ8,Q9W3G6,Q9W288,A8JNX5	Q98880,E7F4S7,Q0PJT8,A0A0R4ISQ3,F1R808,E7F9V1,Q8AV68,Q1RLX8,Q567Y7,A2BG85,R4GF05,A0A140LGX8,Q75XT1	P46098,O95264,Q8WXA8,Q70Z44,A5X5Y0,Q9GZZ6,Q15822,P32297,P43681,P30532,Q15825,Q9UGM1,P02708,P17787,Q05901,P30926,P11230,Q07001,Q04844,P07510,Q401N2				G5EG88,P48181,P54244,O76554,Q23022,Q9N587,Q27218,P48182,Q93149,P54246,P34271,P54245,G5ECT0,Q19351,G5EDF1,Q23355,G5EG72,G5EGR1,O16426,Q93329,Q22079,Q22085,Q22081,Q22083,Q17511,O61519,Q6F6K3,Q9N4M3,Q4R170,G5EE87,Q95Y94,Q4W520,Q9N4R6,B1Q281,Q17999,H2KML8,Q9NAM5,A5JYS3,H2KZY7,Q6BEQ0,O61520,Q9XTY8,Q9GUF0,O61216,O44452,Q93323,Q22084,O18228,Q22080,O44497	P09478,P17644,P04755,P25162,Q9VPQ8,Q9W3G6,Q9W288,A8JNX5	Q98880,E7F4S7,Q0PJT8,A0A0R4ISQ3,F1R808,E7F9V1,Q8AV68,Q1RLX8,Q567Y7,A2BG85,R4GF05,A0A140LGX8,Q75XT1	A5X5Y0			
KOG2824	0.75	0.27778	5	18	3	4	Q9LH89,Q9FLE8,Q9M1J3,Q9FNG2,Q9FFZ0,Q9M031,Q9FGG8,Q9ZVB8,Q9SGW5,Q9LZC2,Q9ZSB9,Q9LPI8,F4J7G2	Q9N3V8	Q9VNL4,Q9W4S1		A8MXD5,A6NFK2				Q9N3V8	Q9VNL4,Q9W4S1		A8MXD5,A6NFK2			
KOG3644	0.75	0.91837	45	49	3	4		Q21005,Q18812,G5EDN0,Q9U358,Q09453,Q17328,G5EBR3,Q95Y52,P41849,Q9GQ00,G5EEZ3,Q95QT7,O17041,A7LPG1,Q7YTP9,G5ECH3,Q22741,P90876,O17274,Q21420,A0A1N7SYW0,G5EEX8,G5EEC1,Q9NA62,H2KYN9,Q2WF65,P91985,Q9N517,Q95Q97,O17402,X5LVB0,Q10052,Q22588	Q94900,Q9V9Y4,Q9W4G1,Q9VVH4,Q8SWZ1,Q9VGI0,Q9VDU9,Q2PDY9	O93430,F1RDZ6,Q6DC22,Q9DES8	P23415,P23416,O75311,P48167				Q21005,Q18812,G5EDN0,Q9U358,Q09453,Q17328,G5EBR3,Q95Y52,P41849,Q9GQ00,G5EEZ3,Q95QT7,O17041,A7LPG1,Q7YTP9,G5ECH3,Q22741,P90876,O17274,Q21420,A0A1N7SYW0,G5EEX8,G5EEC1,Q9NA62,H2KYN9,Q2WF65,P91985,Q9N517,Q95Q97,O17402,X5LVB0,Q10052,Q22588	Q94900,Q9V9Y4,Q9W4G1,Q9VVH4,Q8SWZ1,Q9VGI0,Q9VDU9,Q2PDY9	O93430,F1RDZ6,Q6DC22,Q9DES8				
KOG3646	0.75	0.88235	15	17	3	4		O16926,P48180,Q9U298,P45963,B3WFZ2,Q22224,Q18556,Q65XS8,P91197,Q21645	Q7KT97,Q7KTF8,E1JJR2	A0A0G2L879,Q1L8Y9	P36544,Q494W8				O16926,P48180,Q9U298,P45963,B3WFZ2,Q22224,Q18556,Q65XS8,P91197,Q21645	Q7KT97,Q7KTF8,E1JJR2	A0A0G2L879,Q1L8Y9				
KOG4220	0.75	0.53846	7	13	3	4		Q9U7D5	P16395	Q5TYU9,B3DKN8,A0A8M9PNY8,X1WE62,E7F3U8	P11229,P08172,P20309,P08173,P08912,P35367				Q9U7D5	P16395	Q5TYU9,B3DKN8,A0A8M9PNY8,X1WE62,E7F3U8				
KOG1054	0.75	0.71429	10	14	3	4		P34299,Q10914	Q03445,Q9W581,M9PHV5	Q71E64,A2CG69,F1QKT1,Q71E60,F1QBT6	P42261,P42262,P42263,P48058				P34299,Q10914	Q03445,Q9W581,M9PHV5	Q71E64,A2CG69,F1QKT1,Q71E60,F1QBT6				
KOG1053	0.75	0.53846	7	13	3	4		G5EEH3	Q9W581	A0A8M1NH89,I3NI77,F1QDE5,E7FH62,E7FGL8	Q8TCU5,O60391,Q12879,Q13224,Q14957,O15399				G5EEH3	Q9W581	A0A8M1NH89,I3NI77,F1QDE5,E7FH62,E7FGL8				
KOG0099	0.75	0.66667	4	6	3	4		Q7KPV0	Q05337,P20354	F1QJX7	P38405,Q5JWF2				Q7KPV0	Q05337,P20354	F1QJX7				
ENOG502S270	0.75	0.75	3	4	3	4		Q965S1	Q9W2E1	Q5TYP8	Q69YW2				Q965S1	Q9W2E1	Q5TYP8				
