GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A023GRW4	trol	GO:0008045	motor neuron axon guidance	7227	trol,BcDNA:GM02481,CG12497,CG33675,CG7981,CT23996,Dmel\CG33950,EG:BACR25B3.1,EG:BACR25B3.10,EG:BACR25B3.11,EG:BACR25B3.2,GC7891,MRE7,Pcan,Pcn,TROL,Trol,Trol-A,Trol-B	P
UniProtKB	A0A024QYV2	hCG_1983280	GO:0007411	axon guidance	9606	hCG_1983280	P
UniProtKB	A0A024QYY7	ULK2	GO:0007409	axonogenesis	9606	ULK2,hCG_30690	P
UniProtKB	A0A024QYY7	ULK2	GO:0048675	axon extension	9606	ULK2,hCG_30690	P
UniProtKB	A0A024QZ26	HDAC6	GO:0048668	collateral sprouting	9606	HDAC6,hCG_19817	P
UniProtKB	A0A024QZ26	HDAC6	GO:0060997	dendritic spine morphogenesis	9606	HDAC6,hCG_19817	P
UniProtKB	A0A024QZA8	EPHA2	GO:0070309	lens fiber cell morphogenesis	9606	EPHA2,hCG_24712	P
UniProtKB	A0A024R050	SLC1A3	GO:0048667	cell morphogenesis involved in neuron differentiation	9606	SLC1A3,hCG_36855	P
UniProtKB	A0A024R0V4	VASP	GO:0007411	axon guidance	9606	VASP,hCG_20727	P
UniProtKB	A0A024R1N1	MYH9	GO:0000904	cell morphogenesis involved in differentiation	9606	MYH9,hCG_41454	P
UniProtKB	A0A024R274	SMAD4	GO:0007411	axon guidance	9606	SMAD4,hCG_23686	P
UniProtKB	A0A024R2B3	BCL2	GO:0000902	cell morphogenesis	9606	BCL2,hCG_34092	P
UniProtKB	A0A024R2B3	BCL2	GO:0007409	axonogenesis	9606	BCL2,hCG_34092	P
UniProtKB	A0A024R2Q3	CTNNB1	GO:0000904	cell morphogenesis involved in differentiation	9606	CTNNB1,hCG_27815	P
UniProtKB	A0A024R324	RHOA	GO:0000902	cell morphogenesis	9606	RHOA,hCG_20136	P
UniProtKB	A0A024R324	RHOA	GO:0048812	neuron projection morphogenesis	9606	RHOA,hCG_20136	P
UniProtKB	A0A024R3C5	DRD2	GO:0007409	axonogenesis	9606	DRD2,hCG_39593	P
UniProtKB	A0A024R3L2	ROBO3	GO:0007411	axon guidance	9606	ROBO3,hCG_2032644	P
UniProtKB	A0A024R3X8	KLF7	GO:0007411	axon guidance	9606	KLF7,hCG_16523	P
UniProtKB	A0A024R3X8	KLF7	GO:0007409	axonogenesis	9606	KLF7,hCG_16523	P
UniProtKB	A0A024R3X8	KLF7	GO:0048813	dendrite morphogenesis	9606	KLF7,hCG_16523	P
UniProtKB	A0A024R475	CUL3	GO:0000902	cell morphogenesis	9606	CUL3,hCG_21435	P
UniProtKB	A0A024R475	CUL3	GO:0001831	trophectodermal cellular morphogenesis	9606	CUL3,hCG_21435	P
UniProtKB	A0A024R5J8	LRRC54	GO:0021960	anterior commissure morphogenesis	9606	LRRC54,hCG_41868	P
UniProtKB	A0A024R5J8	LRRC54	GO:0021540	corpus callosum morphogenesis	9606	LRRC54,hCG_41868	P
UniProtKB	A0A024R5P0	PAK1	GO:0048812	neuron projection morphogenesis	9606	PAK1,hCG_41873	P
UniProtKB	A0A024R5P1	PICALM	GO:0007409	axonogenesis	9606	PICALM,hCG_1730090	P
UniProtKB	A0A024R5P1	PICALM	GO:0048813	dendrite morphogenesis	9606	PICALM,hCG_1730090	P
UniProtKB	A0A024R610	NEO1	GO:0007411	axon guidance	9606	NEO1,hCG_2003750	P
UniProtKB	A0A024R687	PLEKHC1	GO:0034446	substrate adhesion-dependent cell spreading	9606	PLEKHC1,hCG_20966	P
UniProtKB	A0A024R6F4	NUMB	GO:0007409	axonogenesis	9606	NUMB,hCG_1811757	P
UniProtKB	A0A024R778	PTN	GO:0140059	dendrite arborization	9606	PTN,hCG_18946	P
UniProtKB	A0A024R7A6	PLXNA4B	GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	9606	PLXNA4B,hCG_2014152	P
UniProtKB	A0A024R7A6	PLXNA4B	GO:0048812	neuron projection morphogenesis	9606	PLXNA4B,hCG_2014152	P
UniProtKB	A0A024R7A6	PLXNA4B	GO:0007411	axon guidance	9606	PLXNA4B,hCG_2014152	P
UniProtKB	A0A024R7A6	PLXNA4B	GO:0008045	motor neuron axon guidance	9606	PLXNA4B,hCG_2014152	P
UniProtKB	A0A024R7A6	PLXNA4B	GO:0021785	branchiomotor neuron axon guidance	9606	PLXNA4B,hCG_2014152	P
UniProtKB	A0A024R7A6	PLXNA4B	GO:0021793	chemorepulsion of branchiomotor axon	9606	PLXNA4B,hCG_2014152	P
UniProtKB	A0A024R7A6	PLXNA4B	GO:0021960	anterior commissure morphogenesis	9606	PLXNA4B,hCG_2014152	P
UniProtKB	A0A024R7I3	RAB8A	GO:0007409	axonogenesis	9606	RAB8A,hCG_36928	P
UniProtKB	A0A024R7I7	RAB3A	GO:0007409	axonogenesis	9606	RAB3A,hCG_36862	P
UniProtKB	A0A024R8E2	ABL1	GO:0048668	collateral sprouting	9606	ABL1,hCG_28416	P
UniProtKB	A0A024R8E2	ABL1	GO:0034446	substrate adhesion-dependent cell spreading	9606	ABL1,hCG_28416	P
UniProtKB	A0A024R8N4	hCG_1776081	GO:0048667	cell morphogenesis involved in neuron differentiation	9606	hCG_1776081	P
UniProtKB	A0A024R9Q4	PAK6	GO:0140058	neuron projection arborization	9606	PAK6,hCG_38958	P
UniProtKB	A0A024R9Q4	PAK6	GO:1990138	neuron projection extension	9606	PAK6,hCG_38958	P
UniProtKB	A0A024RAA5	CDC42	GO:0060997	dendritic spine morphogenesis	9606	CDC42,hCG_1981007	P
UniProtKB	A0A024RB76	C12orf31	GO:0097484	dendrite extension	9606	C12orf31,hCG_2014914	P
UniProtKB	A0A024RC40	SS18	GO:0000902	cell morphogenesis	9606	SS18,hCG_37175	P
UniProtKB	A0A024RCL1	DDR1	GO:1990138	neuron projection extension	9606	DDR1,hCG_26003	P
UniProtKB	A0A024RCL9	LST1	GO:0000902	cell morphogenesis	9606	LST1,hCG_43689	P
UniProtKB	A0A024RCT6	LST1	GO:0000902	cell morphogenesis	9606	LST1,hCG_43689	P
UniProtKB	A0A024RD15	MAPK14	GO:0000902	cell morphogenesis	9606	MAPK14,hCG_1818055	P
UniProtKB	A0A024RD16	SRF	GO:0030220	platelet formation	9606	SRF,hCG_17638	P
UniProtKB	A0A024RD80	HSP90AB1	GO:0048675	axon extension	9606	HSP90AB1,hCG_19001	P
UniProtKB	A0A024RD80	HSP90AB1	GO:0021955	central nervous system neuron axonogenesis	9606	HSP90AB1,hCG_19001	P
UniProtKB	A0A024RDQ1	FRY	GO:0000902	cell morphogenesis	9606	FRY,hCG_33130	P
UniProtKB	A0A024RDS2	POSTN	GO:1990138	neuron projection extension	9606	POSTN,hCG_32814	P
