Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG2653	1.0	1.0	10	10	7	7	Q9SH69,Q9FWA3,Q9FFR3	Q17761	P41572	F1Q883	P52209	P38720,P53319	P78812	Q9SH69,Q9FWA3,Q9FFR3	Q17761	P41572	F1Q883	P52209	P38720,P53319	P78812	
KOG3147	1.0	1.0	16	16	7	7	Q9LMX8,Q8LG70,Q84WW2,Q9FIN1,Q8LEV7	O18229	Q9VZ64	E7FGT2,F1R0C0	O95336,O95479	P50278,P37262,P38858,P53315	O74455	Q9LMX8,Q8LG70,Q84WW2,Q9FIN1,Q8LEV7	O18229	Q9VZ64	E7FGT2,F1R0C0	O95336,O95479	P50278,P37262,P38858,P53315	O74455	
KOG0368	1.0	1.0	12	12	7	7	Q38970,F4I1L3	H2L0M0,Q9XUC3	A8DY67	F1QM37,F6P055	Q13085,O00763	Q00955,P32874	P78820	Q38970,F4I1L3	H2L0M0,Q9XUC3	A8DY67	F1QM37,F6P055	Q13085,O00763	Q00955,P32874	P78820	
KOG2537	1.0	1.0	8	8	7	7	P57750	Q19680	Q9VTZ4	F1QHK0	O95394	P38628	Q09687,Q09770	P57750	Q19680	Q9VTZ4	F1QHK0	O95394	P38628	Q09687,Q09770	
KOG1557	1.0	1.0	20	20	5	5	F4KGQ0,O65581,Q9SJQ9,P22197,Q9LF98,Q9SJU4,Q944G9,Q9ZU52	P54216,P46563	P07764,Q9VBF5	Q4KMC8,Q8JH70,Q8JH71,Q6P043,Q803Q7	P04075,P05062,P09972			F4KGQ0,O65581,Q9SJQ9,P22197,Q9LF98,Q9SJU4,Q944G9,Q9ZU52	P54216,P46563	P07764,Q9VBF5	Q4KMC8,Q8JH70,Q8JH71,Q6P043,Q803Q7	P04075,P05062,P09972			
KOG1387	1.0	1.0	7	7	7	7	Q9XEE9	P53993	Q9VP06	Q7ZW24	Q2TAA5	P53954	O74878	Q9XEE9	P53993	Q9VP06	Q7ZW24	Q2TAA5	P53954	O74878	
KOG2575	1.0	1.0	7	7	7	7	Q9FF17	Q09226	Q9VKX7	I3IT66	Q9Y672	Q12001	O43053	Q9FF17	Q09226	Q9VKX7	I3IT66	Q9Y672	Q12001	O43053	
KOG2576	1.0	1.0	7	7	7	7	O80505	P52887	Q9W3V8	Q566T2	Q9BVK2	P40351	Q10479	O80505	P52887	Q9W3V8	Q566T2	Q9BVK2	P40351	Q10479	
KOG1771	1.0	1.0	7	7	7	7	Q94A15	G5EDN2	Q9VZM5	Q7SXZ1	Q92521	P30777	Q9USN0	Q94A15	G5EDN2	Q9VZM5	Q7SXZ1	Q92521	P30777	Q9USN0	
KOG0572	1.0	1.0	10	10	7	7	Q9SI61,Q9STG9,Q9T0J5	Q22134	Q27601,Q967S0	Q5RG54	Q06203	P04046	P41390	Q9SI61,Q9STG9,Q9T0J5	Q22134	Q27601,Q967S0	Q5RG54	Q06203	P04046	P41390	
