Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG0251	1.0	1.0	29	29	6	6	Q9ZVN6,Q9LHS0,Q9C502,Q9C9X5,Q9FRH3,Q9SHV5,Q9LQW4,Q8L936,Q8H0W9,Q9FKQ2,Q8S9J8,Q8LF20,Q8GX47,Q9SA65,Q8VYT2,Q9LVD8,Q8LBH2,P94017		Q9VI75	A0A0R4IZC2,A0A286Y9N9,Q6AXI5,B7ZDD1,F1QKW9	O60641,Q13492	P38856,P53309	O60167	Q9ZVN6,Q9LHS0,Q9C502,Q9C9X5,Q9FRH3,Q9SHV5,Q9LQW4,Q8L936,Q8H0W9,Q9FKQ2,Q8S9J8,Q8LF20,Q8GX47,Q9SA65,Q8VYT2,Q9LVD8,Q8LBH2,P94017		Q9VI75	A0A0R4IZC2,A0A286Y9N9,Q6AXI5,B7ZDD1,F1QKW9	O60641,Q13492	P38856,P53309	O60167	
KOG3134	1.0	1.0	8	8	7	7	Q5MK24,Q5MK23	Q21765	Q8SYH1	F1QK83	Q9H2C2	Q06541	Q9HDX5	Q5MK24,Q5MK23	Q21765	Q8SYH1	F1QK83	Q9H2C2	Q06541	Q9HDX5	
KOG3462	1.0	1.0	5	5	5	5	Q9SD88	Q09993	Q9VRJ8	Q6PC46	Q9Y284			Q9SD88	Q09993	Q9VRJ8	Q6PC46	Q9Y284			
KOG3024	1.0	1.0	7	7	7	7	Q6GKV1	Q19824	Q9VN19	F1R3Y3	Q7L5D6	Q12125	O74432	Q6GKV1	Q19824	Q9VN19	F1R3Y3	Q7L5D6	Q12125	O74432	
KOG3221	1.0	1.0	9	9	4	4	O22797,Q6NLQ3,Q9LU33		Q9VXV1	A2BG43,Q5U3N0,E7FDW9	Q9NZD2,Q96JA3			O22797,Q6NLQ3,Q9LU33		Q9VXV1	A2BG43,Q5U3N0,E7FDW9	Q9NZD2,Q96JA3			
KOG0946	1.0	1.0	7	7	7	7	B0F9L4	G5EGG0	Q9W3N6	Q7ZW40	O60763	P25386	Q09857	B0F9L4	G5EGG0	Q9W3N6	Q7ZW40	O60763	P25386	Q09857	
KOG3208	1.0	1.0	8	8	7	7	Q9LMP7,O22151	Q95ZW1	Q9VE50	E9QCD0	O95249	P38736	Q09835	Q9LMP7,O22151	Q95ZW1	Q9VE50	E9QCD0	O95249	P38736	Q09835	
KOG1913	1.0	1.0	10	10	7	7	Q9FGK9,Q9FGK8	P34643,H2KZQ8	M9PHF1	F1QN96	O15027,Q96JE7	P48415	O14029	Q9FGK9,Q9FGK8	P34643,H2KZQ8	M9PHF1	F1QN96	O15027,Q96JE7	P48415	O14029	
KOG3251	1.0	1.0	9	9	7	7	Q9SJL6,Q9FK28	P41941,Q21499	Q9VRL2	Q7T366	O14653	P25385	Q9P7G5	Q9SJL6,Q9FK28	P41941,Q21499	Q9VRL2	Q7T366	O14653	P25385	Q9P7G5	
KOG1332	1.0	1.0	8	8	7	7	Q9SRI1,O64740	Q9N4A7	Q9V3J4	Q7T2E1	P55735	Q04491	O94319	Q9SRI1,O64740	Q9N4A7	Q9V3J4	Q7T2E1	P55735	Q04491	O94319	
