Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG1899	1.0	1.0	8	8	4	4	0	0	1	1	1	1	1	4	1	2	0	0	0	0	
KOG3651	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG3580	1.0	1.0	9	9	4	4	0	0	1	1	1	1	1	4	1	3	0	0	0	0	
KOG4809	1.0	1.0	7	7	4	4	0	0	1	1	1	1	1	3	1	2	0	0	0	0	
KOG2272	0.91667	0.85714	6	7	4	4	0	0	1	2	1	1	1	1	1	2	0	0	0	0	
KOG1011	0.91667	0.875	7	8	4	4	0	0	1	1	1	1	1	2	1	3	0	0	0	0	
KOG0249	0.74167	0.71429	10	14	4	4	0	0	1	1	1	1	1	4	1	4	0	0	0	0	
KOG2371	0.73333	0.71429	5	7	4	5	0	0	1	2	1	1	1	1	1	1	0	0	0	0	
KOG3812	0.71429	0.85714	12	14	3	4	0	0	1	2	0	0	1	6	1	4	0	0	0	0	
KOG1048	0.69792	0.83333	20	24	4	4	0	0	1	1	1	1	1	11	1	7	0	0	0	0	
KOG1943	0.57143	0.57143	4	7	4	7	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG3551	0.5625	0.3	3	10	3	4	0	0	1	1	1	1	0	0	1	1	0	0	0	0	
KOG4301	0.5	0.33333	2	6	2	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG0695	0.5	0.5	3	6	3	4	0	0	0	0	1	1	1	1	1	1	0	0	0	0	
ENOG502QRXX	0.5	0.6	3	5	2	4	0	0	0	0	0	0	1	2	1	1	0	0	0	0	
KOG4451	0.5	0.4	2	5	2	4	0	0	0	0	0	0	1	1	1	1	0	0	0	0	
KOG4251	0.5	0.5	2	4	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG3655	0.49444	0.61538	8	13	4	6	0	0	1	1	1	1	1	4	1	2	0	0	0	0	
KOG3606	0.41667	0.33333	4	12	3	4	0	0	0	0	1	1	1	1	1	2	0	0	0	0	
KOG3514	0.41667	0.27273	3	11	2	4	0	0	0	0	1	1	0	0	1	2	0	0	0	0	
KOG2546	0.4	0.15385	2	13	2	5	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG4327	0.4	0.4	2	5	2	5	0	0	0	0	1	1	1	1	0	0	0	0	0	0	
KOG3515	0.39167	0.14286	3	21	3	4	0	0	1	1	1	1	0	0	1	1	0	0	0	0	
KOG3513	0.3803	0.25	8	32	3	4	0	0	0	0	1	2	1	1	1	5	0	0	0	0	
KOG2060	0.3625	0.29412	5	17	4	4	0	0	1	1	1	1	1	2	1	1	0	0	0	0	
KOG3510	0.35998	0.43697	52	119	4	4	0	0	1	4	1	38	1	5	1	5	0	0	0	0	
KOG0517	0.35714	0.26316	5	19	2	4	0	0	0	0	1	2	0	0	1	3	0	0	0	0	
KOG4815	0.33333	0.28571	2	7	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG1024	0.33333	0.33333	2	6	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG0588	0.33333	0.16667	2	12	2	6	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG3895	0.33333	0.28571	2	7	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG4800	0.33333	0.18182	2	11	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG1701	0.32143	0.2	3	15	2	4	0	0	1	1	0	0	0	0	1	2	0	0	0	0	
KOG0708	0.32115	0.37037	10	27	3	4	0	0	1	1	0	0	1	5	1	4	0	0	0	0	
KOG0093	0.31667	0.30769	4	13	3	5	0	0	0	0	1	1	1	2	1	1	0	0	0	0	
KOG4291	0.29167	0.05556	2	36	2	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG3821	0.29167	0.33333	6	18	3	4	0	0	0	0	1	1	1	3	1	2	0	0	0	0	
KOG0609	0.28125	0.17241	5	29	3	4	0	0	1	2	1	2	0	0	1	1	0	0	0	0	
KOG2692	0.25	0.02041	1	49	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG1348	0.25	0.125	1	8	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG1427	0.25	0.25	1	4	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
