Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG1858	1.0	1.0	7	7	7	7	Q9FFF9	O18191	Q9VXV3	F1QTM8	Q9H1A4	P53886	Q9URV2	Q9FFF9	O18191	Q9VXV3	F1QTM8	Q9H1A4	P53886	Q9URV2	
KOG1174	1.0	1.0	4	4	4	4	Q8VY89		Q9W3Y6	A9C3Q3	Q9UJX3			Q8VY89		Q9W3Y6	A9C3Q3	Q9UJX3			
KOG3032	1.0	1.0	4	4	4	4	Q9M8S7	Q22139	Q9VBY5		Q96NB3			Q9M8S7	Q22139	Q9VBY5		Q96NB3			
KOG0580	1.0	1.0	14	14	7	7	Q9M077,Q683C9,O64629	O01427,G5EDL3	Q9VKN7,Q9VGF9	Q6NW76,F1QEM3	O14965,Q96GD4,Q9UQB9	P38991	O59790	Q9M077,Q683C9,O64629	O01427,G5EDL3	Q9VKN7,Q9VGF9	Q6NW76,F1QEM3	O14965,Q96GD4,Q9UQB9	P38991	O59790	
KOG1166	1.0	1.0	16	16	7	7	F4IVI0,O22806,Q9FFG4	Q21776,O02053	Q9VMS5,A1Z6I7	F1Q636,E7F5T9,F1QNS6	O60566,O43683	P41695,P47074	O94751,O59767	F4IVI0,O22806,Q9FFG4	Q21776,O02053	Q9VMS5,A1Z6I7	F1Q636,E7F5T9,F1QNS6	O60566,O43683	P41695,P47074	O94751,O59767	
KOG1036	1.0	1.0	9	9	7	7	Q9LJN8,Q9C701,F4I241	Q9XWH0	Q9VAJ2	U3JAH9	O43684	P26449	O42860	Q9LJN8,Q9C701,F4I241	Q9XWH0	Q9VAJ2	U3JAH9	O43684	P26449	O42860	
KOG0653	1.0	1.0	51	51	7	7	P30183,Q39067,Q39069,O48790,Q39072,Q39068,Q39070,Q9LDM4,Q9SFW6,Q9LM91,Q9SA32,Q1PFW3	Q10653,Q10654,Q9BLB5,H2KZJ3,O45926	Q9I7I0,P20439,Q95TJ9	F1QU95,Q7ZU21,Q6NZ31,Q6NUZ7,F1QRE5,E7EXT9,F1QUY2,Q1LVI4	P14635,O95067,Q8WWL7,P51959,Q16589,Q6ZMN8,Q14094,P22674,Q9H8S5	P20437,P20438,P13365,P24868,P24869,P24870,P24871,P30283,P32943	P24865,P36630,P10815,P25009,O14332	P30183,Q39067,Q39069,O48790,Q39072,Q39068,Q39070,Q9LDM4,Q9SFW6,Q9LM91,Q9SA32,Q1PFW3	Q10653,Q10654,Q9BLB5,H2KZJ3,O45926	Q9I7I0,P20439,Q95TJ9	F1QU95,Q7ZU21,Q6NZ31,Q6NUZ7,F1QRE5,E7EXT9,F1QUY2,Q1LVI4	P14635,O95067,Q8WWL7,P51959,Q16589,Q6ZMN8,Q14094,P22674,Q9H8S5	P20437,P20438,P13365,P24868,P24869,P24870,P24871,P30283,P32943	P24865,P36630,P10815,P25009,O14332	
KOG0656	1.0	1.0	19	19	5	5	P42751,P42752,P42753,Q9FGQ7,Q9SN11,Q8LGA1,Q0WQN9,Q2V3B2,Q9ZR04,Q9LZM0	Q9U2M5	Q7KUZ5	Q90459,F1QNY8,F1R4K9,F1R9R4	P24385,P30279,P30281			P42751,P42752,P42753,Q9FGQ7,Q9SN11,Q8LGA1,Q0WQN9,Q2V3B2,Q9ZR04,Q9LZM0	Q9U2M5	Q7KUZ5	Q90459,F1QNY8,F1R4K9,F1R9R4	P24385,P30279,P30281			
KOG1126	1.0	1.0	8	8	7	7	Q06AN9,Q8LGU6	Q9N593	Q9VS37	F1Q5X3	P30260	P38042	P10505	Q06AN9,Q8LGU6	Q9N593	Q9VS37	F1Q5X3	P30260	P38042	P10505	
KOG1173	1.0	1.0	7	7	7	7	B3DNN5	G5EG38	Q9VCN6	B0S729	Q13042	P09798	P41889	B3DNN5	G5EG38	Q9VCN6	B0S729	Q13042	P09798	P41889	
KOG1155	1.0	1.0	8	8	7	7	Q9STS3	Q19294	E1JHM5,Q9I7L8	Q7ZVH3	Q9UJX2	P16522	O94556	Q9STS3	Q19294	E1JHM5,Q9I7L8	Q7ZVH3	Q9UJX2	P16522	O94556	
KOG2227	1.0	1.0	8	8	7	7	O82387,Q8W032	P91155	Q9VSM9	F1R1N7	Q99741	P09119	P41411	O82387,Q8W032	P91155	Q9VSM9	F1R1N7	Q99741	P09119	P41411	
KOG4762	1.0	1.0	7	7	6	6	Q9SJW9,Q9M1S9	Q86S68	Q7JVY2	E7F2R5	Q9H211		P40382	Q9SJW9,Q9M1S9	Q86S68	Q7JVY2	E7F2R5	Q9H211		P40382	
