Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG1434	1.0	1.0	9	9	6	6	1	2	0	0	1	1	1	2	1	2	1	1	1	1	
KOG4603	1.0	1.0	5	5	5	5	1	1	0	0	0	0	1	1	1	1	1	1	1	1	
KOG3433	1.0	1.0	5	5	5	5	1	1	0	0	0	0	1	1	1	1	1	1	1	1	
KOG0220	1.0	1.0	5	5	5	5	1	1	1	1	0	0	1	1	1	1	1	1	0	0	
KOG0221	1.0	1.0	5	5	5	5	1	1	1	1	0	0	1	1	1	1	1	1	0	0	
KOG2379	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0744	1.0	1.0	6	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	0	0	
KOG2795	1.0	1.0	9	9	7	7	1	3	1	1	1	1	1	1	1	1	1	1	1	1	
KOG4814	1.0	1.0	4	4	4	4	1	1	0	0	0	0	1	1	1	1	1	1	0	0	
KOG4712	1.0	1.0	5	5	5	5	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
KOG4739	1.0	1.0	13	13	5	5	0	0	1	5	1	3	1	2	1	2	1	1	0	0	
ENOG502R8ER	1.0	1.0	4	4	4	4	0	0	0	0	1	1	1	1	1	1	0	0	1	1	
KOG1166	0.92857	0.9375	15	16	7	7	1	3	1	2	1	2	1	3	1	2	1	2	1	1	
KOG1213	0.92857	0.94444	17	18	7	7	1	4	1	2	1	1	1	5	1	3	1	1	1	1	
KOG0442	0.92857	0.88889	8	9	7	7	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
KOG1849	0.90476	0.8	8	10	7	7	1	1	1	2	1	1	1	1	1	1	1	1	1	1	
KOG4652	0.9	0.90909	10	11	5	5	1	2	1	4	0	0	1	1	1	2	1	1	0	0	
KOG4438	0.9	0.83333	5	6	5	5	1	1	0	0	0	0	1	1	1	1	1	1	1	1	
KOG0355	0.87755	0.64706	11	17	7	7	1	1	1	3	1	1	1	2	1	2	1	1	1	1	
KOG0390	0.87143	0.59091	13	22	7	7	1	1	1	2	1	2	1	2	1	2	1	2	1	2	
KOG1433	0.77891	0.61905	13	21	7	7	1	2	1	1	1	2	1	2	1	2	1	1	1	3	
KOG1977	0.75	0.75	3	4	3	4	1	1	0	0	0	0	0	0	1	1	1	1	0	0	
