Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG0256	1.0	1.0	15	15	4	4	Q9LQ10,Q9S9U6,Q8GYY0,Q06429,Q06402,Q43309,Q37001,Q9SAR0,Q9STR4,Q9T065,Q9M2Y8	G5EE32		F1QMK2	Q96QU6,Q4AC99			Q9LQ10,Q9S9U6,Q8GYY0,Q06429,Q06402,Q43309,Q37001,Q9SAR0,Q9STR4,Q9T065,Q9M2Y8	G5EE32		F1QMK2	Q96QU6,Q4AC99			
KOG0172	1.0	1.0	9	9	7	7	Q9SMZ4	U4PFH6	Q9VLX0	E7FD66	Q9UDR5	P38998,P38999	Q09694,O59711	Q9SMZ4	U4PFH6	Q9VLX0	E7FD66	Q9UDR5	P38998,P38999	Q09694,O59711	
KOG1411	1.0	1.0	13	13	7	7	P46643,P46645,P46644,P46646,P46248	O01804,Q17994	Q8IPY3	Q7SYK7,F1QCD4	P00505	Q01802	O94320	P46643,P46645,P46644,P46646,P46248	O01804,Q17994	Q8IPY3	Q7SYK7,F1QCD4	P00505	Q01802	O94320	
KOG2964	1.0	1.0	7	7	4	4	P46637,Q9ZPF5			F1QJZ3	Q9BSE5		Q10088,O42887,Q9C0Y9	P46637,Q9ZPF5			F1QJZ3	Q9BSE5		Q10088,O42887,Q9C0Y9	
KOG1316	1.0	1.0	8	8	6	6	Q9LEU8		Q9VLG9	F1RA91	P04424,H7C0S8	P04076	P40369,P50514	Q9LEU8		Q9VLG9	F1RA91	P04424,H7C0S8	P04076	P40369,P50514	
KOG0571	1.0	1.0	11	11	7	7	P49078,Q9LV77,Q9LFU1	Q21463,O16924	Q7KTW9	A3KQK2	P08243	P49089,P49090	P78753	P49078,Q9LV77,Q9LFU1	Q21463,O16924	Q7KTW9	A3KQK2	P08243	P49089,P49090	P78753	
KOG1706	1.0	1.0	6	6	6	6	Q9SZX3		O97069	Q66I24	P00966	P22768	O94354	Q9SZX3		O97069	Q66I24	P00966	P22768	O94354	
KOG0808	1.0	1.0	5	5	5	5	Q8H183	Q19437	Q9VI04	B0V1I3	Q9UBR1			Q8H183	Q19437	Q9VI04	B0V1I3	Q9UBR1			
KOG1252	1.0	1.0	23	23	5	5	F4K5T2,Q9S757,Q9S6Z7,Q9SXS7,P47998,Q9LJA0,O22682,Q43725,P47999	Q93244,O45679,O01592,Q19374,Q9N4K2,O16284,Q965I8,G5EFH8,G5EF21,O16282	Q9VRD9	F1QIC0,A9JT04		P32582		F4K5T2,Q9S757,Q9S6Z7,Q9SXS7,P47998,Q9LJA0,O22682,Q43725,P47999	Q93244,O45679,O01592,Q19374,Q9N4K2,O16284,Q965I8,G5EFH8,G5EF21,O16282	Q9VRD9	F1QIC0,A9JT04		P32582		
KOG0053	1.0	1.0	23	23	7	7	P55217,Q9C876,P53780,Q9SGU9	P55216,O45391,O02215	Q7JXZ2	F1R5R0,F1QPF7	P32929	P31373,P06106,P47164,P43623,Q12198,Q04533,P53101,P38716	O94350,O13326,O74314,O42851	P55217,Q9C876,P53780,Q9SGU9	P55216,O45391,O02215	Q7JXZ2	F1R5R0,F1QPF7	P32929	P31373,P06106,P47164,P43623,Q12198,Q04533,P53101,P38716	O94350,O13326,O74314,O42851	
KOG0259	1.0	1.0	12	12	5	5	Q9SUR6,Q9SIV0,Q67Y55,Q9FN30,Q9SK47,Q8VYP2,Q9LVY1,F4JL94	Q93703	Q9VY42	F1Q759	P17735			Q9SUR6,Q9SIV0,Q67Y55,Q9FN30,Q9SK47,Q8VYP2,Q9LVY1,F4JL94	Q93703	Q9VY42	F1Q759	P17735			
KOG0622	1.0	1.0	13	13	7	7	Q949X7,Q94A94	P41931,O01579	P40807,P40808	Q801V3,Q9DGJ4	O14977,Q96A70,P11926	P08432	Q9UQW9	Q949X7,Q94A94	P41931,O01579	P40807,P40808	Q801V3,Q9DGJ4	O14977,Q96A70,P11926	P08432	Q9UQW9	
KOG2250	1.0	1.0	16	16	7	7	Q43314,Q38946,Q9S7A0,F4I9M9	Q23621	P54385,Q9VCN3	B8A4B0,Q6P3L9	P00367,P49448	P33327,P07262,P39708	P78804,Q9USN5	Q43314,Q38946,Q9S7A0,F4I9M9	Q23621	P54385,Q9VCN3	B8A4B0,Q6P3L9	P00367,P49448	P33327,P07262,P39708	P78804,Q9USN5	
KOG2843	1.0	1.0	5	5	5	5	Q8RW90	Q94272	Q9VZI8	A0A0R4IKT0	P16930			Q8RW90	Q94272	Q9VZI8	A0A0R4IKT0	P16930			
KOG2438	1.0	1.0	7	7	7	7	Q9FV81	Q9N5X5	Q9VCD0	Q7T010	O75879	P33893	Q9UT77	Q9FV81	Q9N5X5	Q9VCD0	Q7T010	O75879	P33893	Q9UT77	
KOG3373	1.0	1.0	11	11	7	7	P25855,O82179,Q9LQL0	Q20634,O62122	Q9U616	Q6DGX4,F1QRR5	P23434	P39726	Q9HDV9	P25855,O82179,Q9LQL0	Q20634,O62122	Q9U616	Q6DGX4,F1QRR5	P23434	P39726	Q9HDV9	
KOG2040	1.0	1.0	7	7	6	6	Q94B78,O80988	Q21962	Q9VH09		P23378	P49095	Q09785	Q94B78,O80988	Q21962	Q9VH09		P23378	P49095	Q09785	
KOG0683	1.0	1.0	22	22	7	7	Q56WN1,Q8LCE1,Q9LVI8,Q9FMD9,Q8GXW5,Q43127,F4J9A0	P34497,Q9XVU2,O02225,Q9U307,Q95YD1	P20477,P20478	Q7T2P7,Q08CT3,Q29RF4,Q7ZVF2	P15104,Q5TDP6	P32288	Q09179	Q56WN1,Q8LCE1,Q9LVI8,Q9FMD9,Q8GXW5,Q43127,F4J9A0	P34497,Q9XVU2,O02225,Q9U307,Q95YD1	P20477,P20478	Q7T2P7,Q08CT3,Q29RF4,Q7ZVF2	P15104,Q5TDP6	P32288	Q09179	
KOG0399	1.0	1.0	7	7	5	5	Q9ZNZ7,Q9T0P4,Q9LV03	K8F7V7	M9NFH8			Q12680	Q9C102	Q9ZNZ7,Q9T0P4,Q9LV03	K8F7V7	M9NFH8			Q12680	Q9C102	
KOG2467	1.0	1.0	16	16	7	7	O23254,Q9SVM4,Q9LM59,Q84WV0,Q9SZJ5,Q94C74,Q94JQ3	P50432	Q9W457	Q6NYR0	P34896,P34897	P37291,P37292	O13972,Q10104	O23254,Q9SVM4,Q9LM59,Q84WV0,Q9SZJ5,Q94C74,Q94JQ3	P50432	Q9W457	Q6NYR0	P34896,P34897	P37291,P37292	O13972,Q10104	
