Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG2636	1.0	1.0	7	7	7	7	Q9FG01	Q22469	O46106	A0A0R4ILH7	Q12874	P19736	O59706	Q9FG01	Q22469	O46106	A0A0R4ILH7	Q12874	P19736	O59706	
KOG2202	1.0	1.0	14	14	6	6	Q9SY74,Q9S709,Q9FMY5,Q3EAP8	Q9U2U0	Q94535,Q9VR26	F1RB94,E7F2A1	Q01081,Q15695,Q15696,A0A1B0GW87		Q09176	Q9SY74,Q9S709,Q9FMY5,Q3EAP8	Q9U2U0	Q94535,Q9VR26	F1RB94,E7F2A1	Q01081,Q15695,Q15696,A0A1B0GW87		Q09176	
KOG2476	1.0	1.0	7	7	7	7	Q84WU9	O16216	A1Z8J0	Q5RGJ5	Q69YN2	P53255	Q10414	Q84WU9	O16216	A1Z8J0	Q5RGJ5	Q69YN2	P53255	Q10414	
KOG2370	1.0	1.0	7	7	6	6	F4I2J8,F4IP14	G5EG14	Q9VR99	F1Q8W0	Q8WUQ7		O14342	F4I2J8,F4IP14	G5EG14	Q9VR99	F1Q8W0	Q8WUQ7		O14342	
KOG0050	1.0	1.0	7	7	7	7	P92948	G5EFC4	Q9W0R0	E9QIC1	Q99459	Q03654	P39964	P92948	G5EFC4	Q9W0R0	E9QIC1	Q99459	Q03654	P39964	
KOG3786	1.0	1.0	8	8	7	7	Q9LJ87	Q9N5U5	Q9VHI1,A1Z9G9	X1WHN7	Q6P1J9	Q06697	Q9UUE7	Q9LJ87	Q9N5U5	Q9VHI1,A1Z9G9	X1WHN7	Q6P1J9	Q06697	Q9UUE7	
KOG1689	1.0	1.0	6	6	5	5	Q94AF0,Q8GXS3	Q93716	Q0E8G6	Q7T3C6	O43809			Q94AF0,Q8GXS3	Q93716	Q0E8G6	Q7T3C6	O43809			
KOG0468	1.0	1.0	8	8	7	7	Q9LNC5,F4JWP9	Q23463	Q9VAX8	F1Q6N0	Q15029	P36048	O94316	Q9LNC5,F4JWP9	Q23463	Q9VAX8	F1Q6N0	Q15029	P36048	O94316	
KOG2749	1.0	1.0	8	8	7	7	Q9SR06,Q9FLE2	P52874	Q7K284	E7F3I6	Q92989	Q08685	Q10299	Q9SR06,Q9FLE2	P52874	Q7K284	E7F3I6	Q92989	Q08685	Q10299	
KOG1135	1.0	1.0	7	7	7	7	Q9LKF9	O17403	Q9V3D6	F1QVV4	Q9P2I0	Q12102	O74740	Q9LKF9	O17403	Q9V3D6	F1QVV4	Q9P2I0	Q12102	O74740	
KOG0640	1.0	1.0	5	5	5	5	Q8L4J2	Q19864	Q9V9V0	F1QFK9	Q05048			Q8L4J2	Q19864	Q9V9V0	F1QFK9	Q05048			
KOG1914	1.0	1.0	7	7	7	7	Q8GUP1	Q19866	P25991	F1QIB2	Q12996	P25298	O14233	Q8GUP1	Q19866	P25991	F1QIB2	Q12996	P25298	O14233	
KOG2863	1.0	1.0	7	7	7	7	Q94K01	Q966M6	Q9VSD7	Q7T3E4	Q9UK59	P24309	O13765	Q94K01	Q966M6	Q9VSD7	Q7T3E4	Q9UK59	P24309	O13765	
KOG1996	1.0	1.0	5	5	5	5	P42698	Q20966	Q7PL83	Q7ZVN6	Q96I25			P42698	Q20966	Q7PL83	Q7ZVN6	Q96I25			
KOG2991	1.0	1.0	4	4	4	4	Q9ZSZ8		Q9Y091	Q7SXL7	Q15007			Q9ZSZ8		Q9Y091	Q7SXL7	Q15007			
KOG3238	1.0	1.0	5	5	5	5	Q9LVA7	G5EG22	A1ZAW5	A0A0R4IJ12	P54105			Q9LVA7	G5EG22	A1ZAW5	A0A0R4IJ12	P54105			
KOG2136	1.0	1.0	8	8	5	5	Q9FNN3,F4KCH7	G5ECH1	Q9VI54	E7FCK8,E9QDJ4	P16383,Q9Y5B6			Q9FNN3,F4KCH7	G5ECH1	Q9VI54	E7FCK8,E9QDJ4	P16383,Q9Y5B6			
KOG1027	1.0	1.0	13	13	7	7	Q9C5S2,Q93VJ2,Q9SF12	Q09499	A8JR46	F1Q6G0,F1QYL2,E7F499	O75460,Q76MJ5,Q05823	P32361	O94537	Q9C5S2,Q93VJ2,Q9SF12	Q09499	A8JR46	F1Q6G0,F1QYL2,E7F499	O75460,Q76MJ5,Q05823	P32361	O94537	
KOG1782	1.0	1.0	8	8	7	7	Q945P8,Q8LFL8	Q20229	Q9W2K2	Q6DBW5	O15116	P47017	P87173	Q945P8,Q8LFL8	Q20229	Q9W2K2	Q6DBW5	O15116	P47017	P87173	
KOG3448	1.0	1.0	7	7	7	7	Q1H595	P92022	Q9VTW6	Q5RKP8	Q9Y333	P38203	O94408	Q1H595	P92022	Q9VTW6	Q5RKP8	Q9Y333	P38203	O94408	
KOG3293	1.0	1.0	7	7	7	7	F4K4E3	Q19952	Q9VKW8	Q6P6E4	Q9Y4Z0	P40070	O14352	F4K4E3	Q19952	Q9VKW8	Q6P6E4	Q9Y4Z0	P40070	O14352	
