Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG0368	1.0	1.0	12	12	7	7	Q38970,F4I1L3	H2L0M0,Q9XUC3	A8DY67	F1QM37,F6P055	Q13085,O00763	Q00955,P32874	P78820	Q38970,F4I1L3	H2L0M0,Q9XUC3	A8DY67	F1QM37,F6P055	Q13085,O00763	Q00955,P32874	P78820	
KOG1252	1.0	1.0	23	23	5	5	F4K5T2,Q9S757,Q9S6Z7,Q9SXS7,P47998,Q9LJA0,O22682,Q43725,P47999	Q93244,O45679,O01592,Q19374,Q9N4K2,O16284,Q965I8,G5EFH8,G5EF21,O16282	Q9VRD9	F1QIC0,A9JT04		P32582		F4K5T2,Q9S757,Q9S6Z7,Q9SXS7,P47998,Q9LJA0,O22682,Q43725,P47999	Q93244,O45679,O01592,Q19374,Q9N4K2,O16284,Q965I8,G5EFH8,G5EF21,O16282	Q9VRD9	F1QIC0,A9JT04		P32582		
KOG0053	1.0	1.0	23	23	7	7	P55217,Q9C876,P53780,Q9SGU9	P55216,O45391,O02215	Q7JXZ2	F1R5R0,F1QPF7	P32929	P31373,P06106,P47164,P43623,Q12198,Q04533,P53101,P38716	O94350,O13326,O74314,O42851	P55217,Q9C876,P53780,Q9SGU9	P55216,O45391,O02215	Q7JXZ2	F1R5R0,F1QPF7	P32929	P31373,P06106,P47164,P43623,Q12198,Q04533,P53101,P38716	O94350,O13326,O74314,O42851	
KOG0788	1.0	1.0	10	10	7	7	Q96286,Q9S7T9,Q9LSU6,Q3E9D5	O02655	P91931	Q7ZVU7	P17707	P21182	Q9P7E3	Q96286,Q9S7T9,Q9LSU6,Q3E9D5	O02655	P91931	Q7ZVU7	P17707	P21182	Q9P7E3	
KOG4020	1.0	1.0	7	7	7	7	Q8L7Z3	P41847	Q9V3Y2	Q6AZB3	Q6FI81	P36152	O74821	Q8L7Z3	P41847	Q9V3Y2	Q6AZB3	Q6FI81	P36152	O74821	
KOG0814	1.0	1.0	5	5	5	5	Q9C8L4	O17636	Q86PD3	F1RBN6	O95571			Q9C8L4	O17636	Q86PD3	F1RBN6	O95571			
KOG3413	1.0	1.0	7	7	7	7	Q9ZR07	Q9TY03	Q9W385	B0V2S4	Q16595	Q07540	O74831	Q9ZR07	Q9TY03	Q9W385	B0V2S4	Q16595	Q07540	O74831	
KOG3182	1.0	1.0	12	12	7	7	Q8GY54,Q84MC1,Q84QC1	Q9GZE8	Q9VYK7,Q9VCI9	Q5SPB6,Q4KMJ1	Q9BUX1,Q8WUX2	P32656	P87305	Q8GY54,Q84MC1,Q84QC1	Q9GZE8	Q9VYK7,Q9VCI9	Q5SPB6,Q4KMJ1	Q9BUX1,Q8WUX2	P32656	P87305	
KOG0021	1.0	1.0	7	7	7	7	P46416	Q21549	Q86B44	F1RC64	P48637	Q08220	P35669	P46416	Q21549	Q86B44	F1RC64	P48637	Q08220	P35669	
KOG0405	1.0	1.0	7	7	6	6	P48641,P42770	Q93379		E7FGA5	P00390	P41921	P78965	P48641,P42770	Q93379		E7FGA5	P00390	P41921	P78965	
