Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG1354	1.0	1.0	17	17	7	7	1	2	1	1	1	1	1	7	1	4	1	1	1	1	
KOG3077	1.0	1.0	20	20	7	7	1	3	1	1	1	3	1	6	1	5	1	1	1	1	
KOG0671	1.0	1.0	17	17	7	7	1	3	1	3	1	1	1	4	1	4	1	1	1	1	
KOG2880	1.0	1.0	10	10	5	5	1	3	0	0	1	1	1	3	1	2	0	0	1	1	
KOG1499	1.0	1.0	28	28	7	7	1	5	1	2	1	8	1	5	1	5	1	1	1	2	
KOG1500	1.0	1.0	6	6	4	4	1	2	0	0	1	1	1	2	1	1	0	0	0	0	
KOG0822	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1501	1.0	1.0	7	7	5	5	1	1	1	1	1	1	1	2	1	2	0	0	0	0	
KOG1858	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG4640	1.0	1.0	5	5	5	5	1	1	0	0	1	1	0	0	1	1	1	1	1	1	
KOG4322	1.0	1.0	4	4	4	4	1	1	0	0	1	1	0	0	1	1	0	0	1	1	
KOG1174	1.0	1.0	4	4	4	4	1	1	0	0	1	1	1	1	1	1	0	0	0	0	
KOG1446	1.0	1.0	11	11	7	7	1	2	1	2	1	2	1	1	1	1	1	1	1	2	
KOG1771	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0679	1.0	1.0	11	11	7	7	1	1	1	1	1	1	1	2	1	2	1	2	1	2	
KOG4442	1.0	1.0	9	9	7	7	1	2	1	2	1	1	1	1	1	1	1	1	1	1	
KOG1593	1.0	1.0	8	8	5	5	1	1	1	1	1	3	1	2	1	1	0	0	0	0	
KOG2110	1.0	1.0	12	12	7	7	1	1	1	1	1	2	1	2	1	2	1	2	1	2	
KOG1193	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0595	1.0	1.0	21	21	7	7	1	4	1	1	1	2	1	7	1	5	1	1	1	1	
KOG2976	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG2337	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0890	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG0580	1.0	1.0	14	14	7	7	1	3	1	2	1	2	1	2	1	3	1	1	1	1	
KOG0582	1.0	1.0	21	21	5	5	1	7	1	2	1	3	1	5	1	4	0	0	0	0	
KOG0978	1.0	1.0	11	11	7	7	1	2	1	1	1	1	1	2	1	2	1	1	1	2	
KOG0804	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1824	1.0	1.0	8	8	6	6	1	1	1	1	1	1	1	2	1	2	0	0	1	1	
KOG2496	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1126	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1173	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1155	1.0	1.0	8	8	7	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
KOG3786	1.0	1.0	8	8	7	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
KOG0594	1.0	1.0	43	43	7	7	1	9	1	5	1	4	1	9	1	10	1	3	1	3	
KOG0659	1.0	1.0	13	13	7	7	1	3	1	2	1	2	1	2	1	2	1	1	1	1	
KOG0666	1.0	1.0	9	9	7	7	1	1	1	1	1	1	1	2	1	2	1	1	1	1	
KOG0663	1.0	1.0	12	12	6	6	1	2	1	2	1	2	1	2	1	3	0	0	1	1	
KOG4642	1.0	1.0	5	5	5	5	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
KOG1079	1.0	1.0	10	10	5	5	1	3	1	1	1	1	1	2	1	3	0	0	0	0	
KOG3201	1.0	1.0	6	6	5	5	1	1	1	1	1	1	1	2	1	1	0	0	0	0	
KOG0884	1.0	1.0	6	6	5	5	1	2	1	1	1	1	1	1	1	1	0	0	0	0	
KOG0881	1.0	1.0	6	6	6	6	1	1	1	1	1	1	1	1	1	1	0	0	1	1	
KOG0880	1.0	1.0	15	15	7	7	1	2	1	2	1	2	1	2	1	2	1	4	1	1	
KOG0882	1.0	1.0	8	8	6	6	1	3	1	1	1	1	1	1	1	1	0	0	1	1	
KOG0323	1.0	1.0	19	19	7	7	1	13	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0885	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0668	1.0	1.0	16	16	7	7	1	4	1	1	1	1	1	4	1	3	1	2	1	1	
KOG0686	1.0	1.0	8	8	6	6	1	2	1	1	1	2	1	1	1	1	0	0	1	1	
KOG1464	1.0	1.0	6	6	6	6	1	1	1	1	1	1	1	1	1	1	0	0	1	1	
KOG1554	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG3050	1.0	1.0	5	5	4	4	1	2	1	1	1	1	0	0	1	1	0	0	0	0	
